	Values
beta	0.8975748346172399
a_Centro	-0.18000853063243524
a_Isole	-0.2186660303387405
a_Nord Est	-0.10304863306507234
a_ Nord Ovest	-0.11764459363820004
a_Sud	-0.3155244831883857
rho	7.040935242708016
