Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2005	Centro	7266	7716.416555249416	2701.365768002596	7039.4922903872775	6808.986184548022	7932.410594119059	7716.416554847757	8088.546306911504	4154.186566244307
2005	Isole	198	182.22207382190226	614.6576839656642	265.43008754374193	166.3443296579907	179.00543153292566	182.22207381822025	183.06141721980762	47.287684512630655
2005	Nord-est	3284	3331.4067137676925	3479.2228631673715	5467.668129966707	4322.817529559367	3371.3059194169177	3331.406713565293	2646.406053248819	1874.7676967630125
2005	Nord-ovest	41854	41396.660828841406	8013.987153373648	31563.443939509885	40500.791686643744	40189.31689804659	41396.660826768595	39773.89303746084	39164.48205702748
2005	Sud	398	411.86801865729626	810.5447991890126	255.44864972627067	428.05081341398403	414.08680455549455	411.8680186471058	514.8379134169469	323.9054967358771
2006	Centro	7705	8217.601543048908	2876.820781321867	7496.710719746451	7251.233130833986	8447.6244992224	8217.601542621162	8613.901302085675	4424.002993158636
2006	Isole	193	187.6970597959554	633.1254915587501	273.40511480533473	171.34225802440196	184.3837713046482	187.69705979216278	188.56162183633657	48.70847511182635
2006	Nord-est	3663	3660.220126810661	3822.6258885762254	6007.3328343003695	4749.4842526533	3704.057426818947	3660.220126588291	2907.6091669575594	2059.809277692703
2006	Nord-ovest	47007	46461.761925122046	8994.541002486327	35425.3987759498	45456.278440042224	45106.69305842623	46461.76192279562	44640.43988432723	43956.46423700336
2006	Sud	461	440.57926121029874	867.04772555231	273.2559273246572	457.8901555629673	442.9527182585029	440.57926119939793	550.7271680762047	346.48488833649697
2007	Centro	10061	9044.97193174114	3166.466892242582	8251.499867117142	7981.306929438995	9298.154222382289	9044.971931270326	9481.17222427971	4869.4236012095835
2007	Isole	191	201.64985408353184	680.1899993967689	293.7291695784732	184.0792890763654	198.09026640786416	201.64985407945727	202.57868487863618	52.32930611491005
2007	Nord-est	4035	4087.7463106148257	4269.121618787409	6709.0097806341355	5304.240198259267	4136.703956649172	4087.7463103664822	3247.2278259660657	2300.4020205733627
2007	Nord-ovest	51078	51991.557890504824	10065.055216436627	39641.66650034272	50866.40355592054	50475.21114622988	51991.55788790151	49953.46535165861	49188.08414375607
2007	Sud	487	497.407995121902	978.8850924513246	308.5022263470914	516.9517594608636	500.087595856199	497.4079951095951	621.7634842353409	391.17672759732795
2008	Centro	10384	10045.166525223738	3516.6153603598314	9163.952179572698	8863.881259132177	10326.34575827398	10045.166524700862	10529.601923140772	5407.88532293312
2008	Isole	194	206.78715574945093	697.5187558837191	301.2123158423899	188.7689569302359	203.13688278279062	206.7871557452726	207.73964976024533	53.662465678562185
2008	Nord-est	4300	4323.062768621933	4514.879183420505	7095.222695612319	5609.5857165543	4374.83872552534	4323.062768359294	3434.158739062169	2432.8276689234185
2008	Nord-ovest	54377	54768.832387001494	10602.708294986622	41759.23700288261	53583.57478633226	53171.48573982712	54768.83238425911	52621.86943420156	51815.60324814002
2008	Sud	531	519.7473661041265	1022.8483528807847	322.35754381443707	540.1688714650238	522.5473118981628	519.7473660912669	649.6878547194336	408.74508621461894
2009	Centro	10500	10659.438063673448	3731.659752318878	9724.336618147296	9405.916073986717	10957.811675695124	10659.438063118614	11173.497149402003	5738.582681581819
2009	Isole	220	218.42405117646308	736.7714492687626	318.1629635172047	199.39188272899722	214.56836001233722	218.4240511720496	219.43014654928723	56.682307501879656
2009	Nord-est	4780	4629.847439600094	4835.276040677642	7598.732747788608	6007.668048568537	4685.297659578865	4629.847439318816	3677.8626395692168	2605.472452472366
2009	Nord-ovest	58771	58638.25759022641	11351.791028924914	44709.53258312481	57369.261384360405	56928.05819258277	58638.257587290274	56339.61142276065	55476.38242473317
2009	Sud	554	560.3073455779593	1102.669263775746	347.5136412052785	582.3225018013351	563.3257931891095	560.3073455640962	700.388113672818	440.6426837554472
