Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2005	Centro	30545	31256.279004176857	29210.717215080436	29976.991695605488	30172.750887522157	31184.666303417278	31256.279004709984	31382.47410203971	30165.417472629542
2005	Isole	3854	3881.4610977443162	4263.5154798888325	4216.477551083752	4225.548435257526	3880.3899108138826	3881.4610977988755	3837.8047041998684	3635.09191248072
2005	Nord-est	30171	30351.242882338604	29159.16828023436	29669.41747321329	29914.708641094912	30434.671108591265	30351.242882787494	30433.079387562637	31013.072563518977
2005	Nord-ovest	37566	36696.50190193813	36202.036649577014	37308.93752791307	36752.757160278314	36712.758794391615	36696.50190248367	36910.70872721129	37713.162755762525
2005	Sud	10361	10178.421906980002	10153.756436933803	9732.726801396679	9694.922447496358	10179.533269441412	10178.421907052432	9995.55844250266	9934.28377805124
2006	Centro	34920	34566.505606623854	32304.306608398634	33151.73413244084	33368.22539181408	34487.3086931979	34566.50560721344	34706.06551896089	33360.11532449073
2006	Isole	4935	4750.5156410382115	5218.111546909705	5160.541881548286	5171.643725946657	4749.204616622579	4750.515641104995	4697.0846326778	4448.984686948608
2006	Nord-est	34852	35192.30671838896	33810.09462278916	34401.729244532304	34686.144681780286	35289.04185831832	35192.30671890939	35287.19625565662	35959.699118948105
2006	Nord-ovest	41547	41904.23835402435	41339.601706964924	42603.58698719733	41968.47700435821	41922.802322276344	41904.23835464739	42148.84406296344	43065.177313757
2006	Sud	12506	12341.319909955444	12311.413067877987	11800.915323608602	11755.0776063537	12342.667435121673	12341.319910043265	12119.598258447753	12045.302828047925
2007	Centro	40315	39141.450251742215	36579.844790193805	37539.43100500341	37784.57530611173	39051.77147187859	39141.45025240991	39299.48119152083	37775.39185551115
2007	Isole	5770	5927.126849410662	6510.537253204159	6438.708690778715	6452.560248164029	5925.491109503388	5927.126849493975	5860.462009596575	5550.912486810992
2007	Nord-est	39761	40205.16893696951	38626.07179920581	39301.98003410738	39626.90817236052	40315.683222779924	40205.16893756414	40313.57472880145	41081.87023854426
2007	Nord-ovest	45818	46124.36629700674	45502.86573867037	46894.14553158584	46195.07434838311	46144.7998212805	46124.36629769243	46393.60596727886	47402.22209227934
2007	Sud	14380	14639.158549888996	14603.683332805836	13998.135670785365	13943.763398179564	14640.756971670648	14639.15854999317	14376.154395224308	14288.025848756737
2008	Centro	42916	42958.65671093968	40147.23483096914	41200.40313519468	41469.454736712345	42860.23215350402	42958.65671167248	43132.099361837805	41459.375684984974
2008	Isole	6633	6575.966393552226	7223.242435801303	7143.550837391552	7158.918717677974	6574.1515900340655	6575.96639364466	6502.003787826547	6158.568037133874
2008	Nord-est	43852	43679.66283169556	41964.101564830926	42698.42117064956	43051.429301163276	43799.7276609182	43679.66283234158	43797.43695282027	44632.12785719833
2008	Nord-ovest	48416	48677.10910582799	48021.21173712126	49489.491601182504	48751.73047860405	48698.673518964555	48677.109106551725	48961.249785855245	50025.68754628756
2008	Sud	16038	16011.470743974054	15972.669989236178	15310.356739367306	15250.887470751606	16013.219005904974	16011.470744087992	15723.811906643597	15627.421964648936
2009	Centro	45444	46163.31629185578	43142.166018274875	44273.89929996616	44563.021798913636	46057.5493912201	46163.31629264325	46349.697537568	44552.190863115364
2009	Isole	7451	7546.771406570629	8289.604328069916	8198.147918436769	8215.784547425445	7544.688684962935	7546.7714066767085	7461.889756537681	7067.752842172824
2009	Nord-est	49500	48381.74723841992	46481.50703040167	47294.8756156361	47685.88481846421	48514.73696048019	48381.74723913548	48512.19965929685	49436.744441463146
2009	Nord-ovest	51834	51979.717767782975	51279.31955728355	52847.2181925968	52059.401996522014	52002.74526734606	51979.717768555725	52283.13661548093	53419.79356543153
2009	Sud	17642	17905.65318543891	17862.262239736367	17121.596279569265	17055.09170194168	17907.60826953536	17905.65318556633	17583.963850378655	17476.17082502085
