	Values
beta	0.9494010816141724
a_Centro	-0.061763269328683
a_Isole	0.058787754364711904
a_Nord Est	-0.10218970656506379
a_ Nord Ovest	-0.0771167369060167
a_Sud	0.029096982649202404
rho	6.863066705196142
