	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.99371	0.99683	0.99697	0.99698	0.99698	0.99718	0.9972
R2_adj	0.99348	0.9966	0.99662	0.9965	0.99635	0.99644	0.9963
unemployment - Total	2.325522325704292e-05	0.00042982866750541134	0.001067615360749584	0.001240169394559107	0.0013710129614257216	0.00016021728515625	-0.00042724609375
reach_difficulty - Pharmacy		-0.00014411152406384434	-0.000615136001521091	-0.0009097204984304177	-0.001012860281162542	0.00026702880859375	0.00048065185546875
Meetings in cultural, recreational or other associations			0.0002966102822029165	0.00037697001972434446	0.0004477016403515166	-0.0005512237548828125	-0.00083160400390625
Disposable Income				2.4122677019107778e-05	2.6319198713465296e-05	-1.990795135498047e-05	-3.0279159545898438e-05
work_satisfaction - Very					-0.0012065300919270605	0.01116943359375	0.01300048828125
internal_migration - Foreign country						3.643333911895752e-06	-4.887580871582031e-06
Free activities in voluntary associations							0.00067901611328125
