	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.99794	0.99889	0.99924	0.9998	0.9998	0.99977	0.99899
R2_adj	0.99787	0.99881	0.99915	0.99977	0.99976	0.99971	0.99867
internal_migration - Foreign country	1.7627411490685486e-06	2.6869213915419493e-06	2.993814703949665e-06	5.574979525074493e-06	5.292665307569944e-06	5.796551704406738e-06	4.32133674621582e-06
Alcoholic beverages and tobacco		-0.00022918832051606504	-0.0017402111507154316	-0.010069318458969079	-0.008239535968726841	-0.00927734375	-0.00140380859375
Food and non-alcoholic beverages			0.00013875336860258436	0.0003820080237688095	0.0004345730338757292	0.00041961669921875	0.00012874603271484375
Clothing and footwear				0.00142203679724201	0.0010198903335325582	0.001220703125	0.000396728515625
Furniture, articles and services for the house					-0.0002547425118493152	-0.000152587890625	-0.00089263916015625
Average monthly expenditure for housing						9.1552734375e-05	-0.000274658203125
Health services and health expenditure							0.000400543212890625
