Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2005	Centro	40603	40991.98253448564	39472.49544230854	39966.7371428355	40039.31053824002	40920.16737091469	40991.982524302344	41155.88534673933	44498.869158725895
2005	Isole	10282	10673.922769503275	13225.001386688671	11599.681799995406	10746.259653330608	10687.738993659697	10673.922766342868	11339.259193165954	10900.472147196871
2005	Nord-est	100272	100339.33707293536	87193.90098667337	101316.13615737982	100463.33698962668	99613.42348693334	100339.33704570997	99401.03166411002	102223.5785370631
2005	Nord-ovest	124411	122844.7624270054	102702.64456945672	124138.77548913525	123938.54962698658	123718.01663698358	122844.76239448551	123040.31160654912	123513.33876942129
2005	Sud	26401	26236.42424764713	26819.49612844471	24270.1027239554	26417.62464136056	26252.549170674312	26236.424239759985	27589.230827981846	25859.96620741762
2006	Centro	44076	44395.3061643756	42749.66498043746	43284.94066747309	43363.53940579128	44317.528609428235	44395.30615334676	44572.81686479325	48193.34899472472
2006	Isole	11167	11105.011980389563	13759.121366275425	12068.159770248185	11180.270344055236	11119.386202322234	11105.011977101516	11797.219439195022	11340.711039466983
2006	Nord-est	108400	108321.25741742254	94130.11157469863	109375.76014943005	108455.12143613632	107537.59794043245	108321.25738803159	107308.31050457171	110355.38890190727
2006	Nord-ovest	135738	135964.77972102465	113671.45143001336	137396.99544982432	137175.38514504905	136931.29887865414	135964.7796850316	136181.2138660057	136704.76108715968
2006	Sud	27903	27979.83351508609	28601.650497387232	25882.850010370923	28173.074667200195	27997.029938557727	27979.833506674844	29422.53403473761	27578.35985420862
2007	Centro	48045	47633.18903296564	45867.526300407306	46441.841249174984	46526.172429282116	47549.73892759611	47633.189021132515	47823.64612131325	51708.23452141177
2007	Isole	11803	11919.3545204704	14768.092618398307	12953.130979532805	12000.131661345684	11934.782819645043	11919.354516941237	12662.322300945207	12172.337646490112
2007	Nord-est	116193	115861.95344584873	100682.90255432473	116989.86452588317	116005.13629909536	115023.74015323032	115861.95341441175	114778.49105944402	118037.6893353416
2007	Nord-ovest	146429	146435.88438342634	122425.67195310045	147978.399859162	147739.72259998624	147476.83842984508	146435.88434466135	146668.98684934538	147232.85420163668
2007	Sud	29021	29424.566753098043	30078.49113381549	27219.30591473858	29627.78587435412	29442.651110536517	29424.566744252483	30941.760832266777	29002.36307816444
2008	Centro	51562	51788.23498921512	49868.55338985491	50492.96586629052	50584.65326033175	51697.505526114066	51788.2349763498	51995.30566088234	56218.74694173911
2008	Isole	12889	12662.937581285227	15689.392802290486	13761.205675553863	12748.753964306805	12679.328367304583	12662.93757753592	13452.255040792043	12931.702935013447
2008	Nord-est	123507	124391.9740090878	108095.40686322526	125602.92446848734	124545.69830968771	123492.04954718759	124391.97397533635	123228.74465724998	126727.89252389973
2008	Nord-ovest	156054	157971.833022087	132070.14038138912	159635.86501938666	159378.38520635152	159094.79150659312	157971.83298026817	158223.29886994392	158831.58665130177
2008	Sud	30668	30884.99218461663	31571.372703224	28570.277941607408	31098.2976522697	30903.9741204541	30884.99217533204	32477.488946620473	30441.833333373124
2009	Centro	57322	56608.74943956343	54510.381447594635	55192.915027525414	55293.13680023359	56509.5747632196	56608.74942550058	56835.09451139553	61451.65905140183
2009	Isole	14363	14023.106777622093	17374.643847864932	15239.343583459802	14118.14099023319	14041.258153718134	14023.106773470063	14897.207510177554	14320.741132151808
2009	Nord-est	135569	134995.17456359195	117309.48427554904	136309.34671944633	135162.00235903024	134018.54033299908	134995.17452696353	133732.79127351433	137530.20731136654
2009	Nord-ovest	171993	171774.00792380492	143609.25556392616	173583.42824907048	173303.45213814988	172995.08054115367	171774.00787833234	172047.44462271535	172708.87918466228
2009	Sud	33955	33371.06226389768	34112.69259639883	30870.026399460334	33601.53763522789	33391.57213998679	33371.062253865726	35091.746157298614	32892.23159011138
