	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.99826	0.9997	0.99991	0.99991	0.99991	0.99862	0.99927
R2_adj	0.9982	0.99968	0.9999	0.9999	0.9999	0.99826	0.99904
internal_migration - Foreign country	1.2997585347335587e-06	3.682971774067814e-06	5.6053553351323015e-06	5.5740041961988875e-06	5.5746367690664555e-06	9.417533874511719e-06	6.549060344696045e-06
political_info - A time per week		-0.00024933348907836723	-0.001110258726587987	-0.0011105931012026504	-0.0011099349358605348	-0.00048828125	-0.0029296875
political_info - Some times in a month			0.0002669738931919685	0.00021622606914734055	0.00021608499809305792	-0.000244140625	0.00106048583984375
reach_difficulty - Supermarket				3.1273267036419083e-05	3.1019143282684514e-05	-0.000213623046875	0.000274658203125
political_info - Never					9.924883008494145e-08	0.00018310546875	-0.000244140625
Education						-0.000732421875	0.0022125244140625
unemployment - Total							6.103515625e-05
