	Values
beta	0.2217150009607243
a_Centro	-1.389895149736321
a_Isole	-4.017519988355186
a_Nord Est	-2.020946411564336
a_ Nord Ovest	-0.2296348277026482
a_Sud	-3.7826586627719756
rho	7.036788230179026
