	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.56335	0.99885	0.99913	0.99979	0.99979	0.94284	0.90566
R2_adj	0.54776	0.99877	0.99903	0.99975	0.99974	0.92792	0.87565
internal_migration - Foreign country	1.247783390988432e-05	5.572554818741415e-05	5.575734296630382e-05	6.417063733603432e-05	6.409985179813588e-05	8.252263069152832e-05	8.153915405273438e-05
Accommodation and catering services		-0.0038282713890659334	-0.0037458714246383917	-0.0077000518930357975	-0.007814027383875821	-0.0096588134765625	-0.000244140625
Average monthly expenditure for housing			-0.0027730574814504028	-0.022497608878442765	0.04246485977523662	0.83203125	-5.3671875
Other goods and services				0.0021810158141372105	0.002241699807240538	0.003265380859375	-0.00164794921875
work_satisfaction - Quite					-0.014276601049857618	-0.1748046875	1.13671875
reach_difficulty - Food stores, markets						-0.0013980865478515625	0.00018310546875
work_satisfaction - Not							0.0859375
