	Values
beta	0.8554201367403346
a_Centro	-0.20030492260985763
a_Isole	-0.4141407330986373
a_Nord Est	-0.17182397836376453
a_ Nord Ovest	-0.18478815433307974
a_Sud	-0.305397710563832
rho	7.039825634838465
