	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.98954	0.99805	0.99992	0.99998	0.99998	0.9894	0.9971
R2_adj	0.98916	0.9979	0.99991	0.99998	0.99998	0.98664	0.99618
internal_migration - Foreign country	2.286286603582714e-06	5.523344227152297e-06	6.599102143335655e-06	6.272498896559356e-06	6.3089108956258626e-06	1.430511474609375e-06	7.450580596923828e-06
Furniture, articles and services for the house		-0.00024334557521321284	-0.0024273700420072153	-0.0024568504438950978	-0.0024538879891933263	-0.0024988651275634766	-0.002410888671875
Communications			0.00367587852152651	0.004708198698896382	0.004518099539673415	0.005584716796875	-0.0003662109375
Food and non-alcoholic beverages				-0.00017117410382283538	-0.00014225390332578414	-0.000335693359375	0.0006103515625
Transport					6.08517247835394e-06	-1.1444091796875e-05	0.0001659393310546875
Average monthly expenditure for housing						0.01470947265625	-6.103515625e-05
political_info - Some times in a year							7.62939453125e-06
