	Values
beta	0.7497851730103965
a_Centro	-0.49477900372746647
a_Isole	-0.8507258965009755
a_Nord Est	-0.28065052342086505
a_ Nord Ovest	-0.21508780276801634
a_Sud	-0.6336911511622342
rho	7.043517813345685
