Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Centro	2005	10634.0	10634.0	10634.0	10634.0
Centro	2006	10634.0	10634.0	10634.0	10634.0
Centro	2007	10737.0	10767.9	10798.8	10829.7
Centro	2008	11019.5	11115.065	11201.36	11278.385
Centro	2009	11341.75	11471.87275	11571.472	11644.71925
Centro	2010	11721.875	11881.4554625	11995.8944	12079.1359625
Centro	2011	11978.4375	12111.259411875	12187.17888	12227.206798125
Centro	2012	12140.71875	12235.89079415625	12279.835776	12299.21033990625
Centro	2013	10957.359375	10635.661777954687	10275.1671552	9900.260516995313
Centro	2014	10475.6796875	10218.58162228414	10050.23343104	9989.313025849766
Centro	2015	10831.33984375	10848.053567799449	10959.646686208	11127.115651292488
Centro	2016	10698.169921875	10664.068748729807	10643.9293372416	10593.105782564624
Isole	2005	2732.0	2732.0	2732.0	2732.0
Isole	2006	2732.0	2732.0	2732.0	2732.0
Isole	2007	2781.5	2796.35	2811.2	2826.05
Isole	2008	2883.75	2919.6225	2951.04	2978.0025
Isole	2009	3028.875	3084.967875	3129.408	3164.200125
Isole	2010	3154.9375	3212.38875625	3250.6816	3275.16000625
Isole	2011	3263.96875	3316.7860646875	3348.53632	3368.1080003125
Isole	2012	3359.984375	3407.275122640625	3434.507264	3451.605400015625
Isole	2013	3002.9921875	2912.4462929242186	2803.7014528	2686.2802700007815
Isole	2014	2830.49609375	2747.0562025234767	2687.14029056	2659.414013500039
Isole	2015	2871.248046875	2854.269670883217	2867.028058112	2899.370700675002
Isole	2016	2870.1240234375	2863.844384809126	2868.6056116224	2870.51853503375
Nord-est	2005	12459.0	12459.0	12459.0	12459.0
Nord-est	2006	12459.0	12459.0	12459.0	12459.0
Nord-est	2007	12807.5	12912.05	13016.6	13121.15
Nord-est	2008	13340.75	13537.3175	13702.52	13836.3575
Nord-est	2009	14191.375	14515.361125	14774.104	14981.717875
Nord-est	2010	14924.1875	15257.42639375	15480.4208	15623.23589375
Nord-est	2011	15441.09375	15712.7992378125	15862.48416	15941.2617946875
Nord-est	2012	15772.046875	15966.429733234376	16054.896832	16094.913089734375
Nord-est	2013	15154.5234375	15037.300406632032	14840.5793664	14614.895654486718
Nord-est	2014	14966.26171875	14868.755142321212	14790.51587328	14769.844782724336
Nord-est	2015	15014.630859375	14995.014299812425	15008.503174656	15048.342239136216
Nord-est	2016	14972.3154296875	14952.755004934348	14945.7006349312	14935.917111956811
Nord-ovest	2005	10461.0	10461.0	10461.0	10461.0
Nord-ovest	2006	10461.0	10461.0	10461.0	10461.0
Nord-ovest	2007	10636.0	10688.5	10741.0	10793.5
Nord-ovest	2008	10850.0	10932.575	10999.4	11050.475
Nord-ovest	2009	11160.0	11281.90125	11375.88	11449.02375
Nord-ovest	2010	11431.5	11555.6154375	11637.576	11690.3011875
Nord-ovest	2011	11688.75	11809.365403125	11884.3152	11933.215059375
Nord-ovest	2012	11784.875	11855.92789109375	11881.66304	11883.61075296875
Nord-ovest	2013	10683.9375	10378.524761882813	10042.732608	9698.030537648438
Nord-ovest	2014	10162.96875	9899.783666658985	9722.1465216	9644.801526882422
Nord-ovest	2015	10246.484375	10179.424283330645	10208.42930432	10295.740076344122
Nord-ovest	2016	10077.7421875	10003.648499165725	9968.885860864	9928.337003817207
Sud	2005	3196.0	3196.0	3196.0	3196.0
Sud	2006	3196.0	3196.0	3196.0	3196.0
Sud	2007	3281.0	3306.5	3332.0	3357.5
Sud	2008	3332.0	3356.225	3372.8	3381.725
Sud	2009	3535.0	3604.37875	3664.96	3720.1862499999997
Sud	2010	3698.0	3771.1825625	3821.792	3853.9593125
Sud	2011	3866.5	3942.663896875	3992.3584	4025.947965625
Sud	2012	3974.75	4033.88236390625	4064.87168	4080.14739828125
Sud	2013	3611.375	3523.0588273671874	3411.374336	3289.6073699140625
Sud	2014	3531.6875	3476.8705895785156	3443.8748672	3443.880368495703
Sud	2015	3604.84375	3607.6047063524807	3631.17497344	3666.294018424785
Sud	2016	3547.421875	3531.161647223368	3518.234994688	3498.8147009212394
