Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Centro	2005	30545.0	30545.0	30545.0	30545.0
Centro	2006	30545.0	30545.0	30545.0	30545.0
Centro	2007	32732.5	33388.75	34045.0	34701.25
Centro	2008	36523.75	37890.8125	39061.0	40034.3125
Centro	2009	39719.875	41157.184375	42145.0	42771.915625
Centro	2010	42581.9375	43943.61453125	44784.2	45310.39578125
Centro	2011	46740.96875	48465.2650859375	49676.84	50620.5197890625
Centro	2012	52183.484375	54419.74278007812	56036.168	57275.72598945312
Centro	2013	54194.2421875	55580.159973027345	56171.2336	56258.53629947265
Centro	2014	59884.62109375	62076.80599055957	63694.24672	65109.17681497363
Centro	2015	69105.310546875	72638.78209669585	75399.649344	77665.15884074869
Centro	2016	72635.1552734375	74930.82373384354	76011.9298688	76240.00794203744
Isole	2005	3854.0	3854.0	3854.0	3854.0
Isole	2006	3854.0	3854.0	3854.0	3854.0
Isole	2007	4394.5	4556.65	4718.8	4880.95
Isole	2008	5082.25	5345.327499999999	5559.76	5725.5475
Isole	2009	5857.625	6182.314625	6418.352	6587.627375
Isole	2010	6654.3125	7006.96011875	7244.4704	7407.8313687499995
Isole	2011	7560.65625	7955.9860415625	8222.49408	8414.0415684375
Isole	2012	8535.828125	8966.745114546875	9253.298816	9456.152078421876
Isole	2013	8541.9140625	8694.560790091406	8689.0597632	8593.407603921094
Isole	2014	8736.95703125	8848.896276531992	8883.41195264	8915.070380196055
Isole	2015	9356.478515625	9581.513696786198	9757.482390528	9922.953519009803
Isole	2016	10110.2392578125	10415.129793875169	10642.6964781056	10816.94767595049
Nord-est	2005	30171.0	30171.0	30171.0	30171.0
Nord-est	2006	30171.0	30171.0	30171.0	30171.0
Nord-est	2007	32511.5	33213.65	33915.8	34617.95
Nord-est	2008	36136.25	37469.4275	38591.96	39503.8475
Nord-est	2009	39994.125	41618.099625	42799.992	43634.592375
Nord-est	2010	44747.0625	46741.334868750004	48159.9984	49206.72961875
Nord-est	2011	49551.53125	51690.8672040625	53116.79968	54098.5364809375
Nord-est	2012	54788.265625	57108.053521421876	58643.359936	59728.676824046874
Nord-est	2013	54620.6328125	55382.26873249766	55291.0719872	54716.78384120234
Nord-est	2014	57474.81640625	58597.64405637418	59321.41439744	60048.389192060116
Nord-est	2015	62270.408203125	64102.075419730965	65517.082879488	66715.11945960301
Nord-est	2016	65202.7041015625	66723.47639690584	67611.4165758976	68064.00597298014
Nord-ovest	2005	37566.0	37566.0	37566.0	37566.0
Nord-ovest	2006	37566.0	37566.0	37566.0	37566.0
Nord-ovest	2007	39556.5	40153.65	40750.8	41347.95
Nord-ovest	2008	42687.25	43835.4775	44804.56	45594.4975
Nord-ovest	2009	45551.625	46812.817125	47693.712	48274.924875
Nord-ovest	2010	48692.8125	50076.58599375	51005.9424	51656.04624375
Nord-ovest	2011	52920.90625	54673.6550978125	55920.38848	56874.3523121875
Nord-ovest	2012	58427.453125	60692.879284234376	62331.277696000005	63581.01761560937
Nord-ovest	2013	60423.2265625	61814.857749482035	62401.455539200004	62477.10088078047
Nord-ovest	2014	65687.61328125	67754.00021231872	69241.89110784	70528.25504403902
Nord-ovest	2015	73090.806640625	76035.00007431155	78243.578221568	79995.71275220194
Nord-ovest	2016	80135.4033203125	83279.25002600905	85392.7156443136	86820.7856376101
Sud	2005	10361.0	10361.0	10361.0	10361.0
Sud	2006	10361.0	10361.0	10361.0	10361.0
Sud	2007	11433.5	11755.25	12077.0	12398.75
Sud	2008	12906.75	13461.3375	13919.4	14280.9375
Sud	2009	14472.375	15136.168125	15614.28	15950.146875
Sud	2010	16057.1875	16764.95884375	17236.456	17557.40734375
Sud	2011	17680.09375	18414.685595312498	18889.6912	19215.7203671875
Sud	2012	19288.546875	20028.189958359373	20495.53824	20812.936018359374
Sud	2013	18363.7734375	18345.21648542578	18050.307648	17607.69680091797
Sud	2014	19091.38671875	19303.175769899022	19465.2615296	19708.4348400459
Sud	2015	21228.693359375	21944.011519464657	22585.85230592	23183.121742002295
Sud	2016	23564.3466796875	24515.404031812628	25237.170461184	25764.156087100113
