Year	Province	Immigrant Stock	Entity Effect	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2002	Andalucía	15897.0	15602.21573620342	13591.172229895097	19677.91574690217	19546.032047820143	17691.18199559519	17187.829879523266	15986.917171019055	16043.973286499879
2002	Aragón	6998.0	7354.6409138344225	6538.918557505717	6135.161526281005	6732.170361239362	5948.88394591131	5922.7315863447	6626.374906307608	7091.691130932607
2002	Canarias	1074.0	1075.3122606144505	1144.91106202191	1125.252425556255	1024.8559829995554	1399.862810617793	1367.309278861182	1323.4741031562162	1348.002190149068
2002	Cantabria	1434.0	1439.793397248676	1524.2608891825603	1363.789766751595	1451.0531611877	1440.0690947621556	1439.361560887319	1441.398332367755	1476.7357327374682
2002	Castilla y León	5798.0	5341.457474760689	4941.825674346729	4967.0620493074175	5698.268094319859	5394.658222905837	5474.449277468251	5344.437668048591	5482.099745542383
2002	Castilla-La Mancha	7429.0	7336.851942336917	6556.352885509754	6427.8863164639515	6571.819504943507	6382.929466215139	6242.14590942615	6097.308098641563	6445.270723431468
2002	Cataluña	51001.0	51442.41608258343	39577.20911160795	54056.041606572246	53895.211111800556	50426.58861855783	51675.97517122562	53229.81582740566	54930.83660858642
2002	Com. Foral de Navarra	5279.0	5393.417181762922	4584.163944250722	4103.325031252126	4074.4515795141215	4130.896109543289	4282.235546815312	4670.682460155433	4745.619779237369
2002	Com. Valenciana	32395.0	33664.57161886344	26738.454572178423	31399.966361707222	30965.42326581027	32555.460703117293	33554.60699714734	29727.995670272277	30201.605121020755
2002	Com. de Madrid	75298.0	81753.75139478229	56935.215984228234	72797.63714430566	66573.01314227482	70089.33916221533	69179.05366555849	82212.61304682905	77509.67764671834
2002	Cueta	26.0	15.473397729702603	32.594178332129985	28.135350491429545	24.887780285874154	23.549959026140996	23.58579531292974	22.78789583377285	22.8898014458883
2002	Extremadura	750.0	688.1327392306836	756.8393855244611	694.798039936299	748.457685187296	754.3978216555565	726.8205199930123	686.6832659608857	684.4210951338055
2002	Galicia	757.0	744.1734844279702	837.4779293442647	850.3519402824227	965.9161268548586	950.0832092120294	928.713305320367	922.899330499445	878.916473155751
2002	Illes Balears	9176.0	9662.286442149396	8610.263870877938	7897.165769415094	7176.562133942734	8739.516131665783	8484.128318666288	9059.530325720634	9295.30967207172
2002	La Rioja	1691.0	1710.8843820000282	1725.8471263602562	1507.3532978501955	1529.955578082318	1588.9868601904477	1631.6283421205032	1649.5491635371284	1655.3530444099194
2002	Melilla	56.0	28.646187327966473	61.5469899623028	52.941612298113526	44.513435513207654	29.794215448136335	29.438988989620317	29.001351553844966	28.127231156775515
2002	País Vasco	2358.0	2205.008060935748	2228.9995159622895	2179.213928223404	2212.383687361472	2349.0054750890604	2575.2062323156197	2541.183239692243	2425.820869725572
2002	Princ. de Asturias	2276.0	2091.2622953817663	1991.5494029130566	1816.7080928908977	2136.4300142298935	2211.872196150345	2146.781075710274	2150.497084804867	1982.4737702749846
2002	Reg. de Murcia	36541.0	40010.14847897877	31669.99983012014	29590.399727550695	26684.423969711013	29203.38045607806	29174.765996399867	26881.16599847941	26269.397049017454
2003	Andalucía	17556.0	17181.925613888096	14967.265817106512	21670.286471881765	21525.04967054375	19482.397770256663	18928.08171911571	17605.577712302595	17668.4107065762
2003	Aragón	7581.0	7938.35025796818	7057.88717980325	6622.085517896138	7266.476630191803	6421.023807949174	6392.795836965351	7152.284600045279	7654.531169941077
2003	Canarias	1199.0	1190.2716836219674	1267.3111497971142	1245.5508489238448	1134.4212291022156	1549.519265670529	1513.4855027618446	1464.9639985446413	1492.1143328896856
2003	Cantabria	1536.0	1560.2971514419698	1651.8341645340809	1477.9323841146177	1572.499303246208	1560.5959235059092	1559.8291724626233	1562.036411879845	1600.3313820065239
2003	Castilla y León	6558.0	6423.571036866085	5942.978750831874	5973.327704846571	6852.667097684057	6487.549601993589	6583.505342446439	6427.154980645254	6592.705701219615
2003	Castilla-La Mancha	8572.0	8345.382094062074	7457.594947139893	7311.469249984439	7475.187621749203	7260.332591371103	7100.196802452487	6935.4494582012085	7331.243332896678
2003	Cataluña	59452.0	56648.33260212441	43582.37959933711	59526.45418456776	59349.34781876711	55529.70450432822	56905.527616340136	58616.6152557831	60489.777488691456
2003	Com. Foral de Navarra	6144.0	6417.766970102833	5454.815556717642	4882.652864720235	4848.295595732468	4915.46040576962	5095.54312681009	5557.766182445804	5646.936041743598
2003	Com. Valenciana	36668.0	36214.72236513905	28763.939721773786	33778.56926082946	33311.10875808603	35021.594339016025	36096.42772914836	31979.94383709058	32489.430040050356
2003	Com. de Madrid	95377.0	89448.49463970815	62294.01434049542	79649.42213405782	72838.9304174003	76686.21649027144	75690.25403008872	89950.5448003824	84804.9645089495
2003	Cueta	33.0	19.903899686706346	41.92687780835591	36.19135264368991	32.013904824790394	30.293024859211975	30.339122159226307	29.312759916709375	29.44384418898687
2003	Extremadura	824.0	830.0082818197928	912.8804984558636	838.0477987197817	902.7707037913111	909.9355459543334	876.6725031353793	828.2599638723666	825.5313907144221
2003	Galicia	791.0	818.1980099925323	920.783647282004	934.9382635786603	1061.9978665590784	1044.5900147895459	1021.0944009256227	1014.7020976144107	966.3441715320832
2003	Illes Balears	10446.0	10165.49810417059	9058.686220892816	8308.449986238647	7550.317329531458	9194.66993653459	8925.981531940266	9531.35046266569	9779.409192106707
2003	La Rioja	1955.0	1906.7816113902347	1923.4575984424182	1679.946102991041	1705.1363570932592	1770.9267543900003	1818.4507101184463	1838.4234757230297	1844.8919042383454
