	Values
beta	0.891424438556182
a_Centro	-0.21416303886772842
a_Isole	-0.6042971033763955
a_Nord Est	-0.20299304647033914
a_ Nord Ovest	-0.6686757038629453
a_Sud	-0.5775166427039973
rho	-0.6487923229565384
