Year	Province	Immigrant Stock	Entity Effect	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2002	Andalucía	102352.0	101912.50488095723	93850.69071887834	109218.93351499629	100632.42471970682	101143.58106000545	98642.8690526869	98533.7886972313	100240.65110807244
2002	Aragón	67038.0	61942.55341795908	50767.85676407554	49714.214226960714	51399.00160145702	52232.39598598979	52305.53171358503	52862.066400226686	57805.16225353546
2002	Canarias	4004.0	4279.212866377669	4539.145586688134	4335.690588448299	4190.3944606404775	4307.064813306074	4406.9723153457035	4942.118196119077	4748.463856259493
2002	Cantabria	6933.0	6308.464375839685	6715.240983299454	6386.274905524887	6522.023932467599	6412.644015873537	6696.107961085398	6715.10177148777	6866.016787314704
2002	Castilla y León	30340.0	29556.81509890025	28383.881934557336	29036.961071932496	29303.418402262523	28838.07607651458	28395.67461617026	28856.9009222797	30080.893515697833
2002	Castilla-La Mancha	72250.0	71201.68534991438	60219.64590009667	58272.186898592576	56697.96112828326	56771.81581937733	58943.37267777731	60063.809753803915	62614.175842772
2002	Cataluña	103807.0	108071.30440070521	94384.32860811056	121010.87310682356	120481.4759993768	120782.14174636222	123096.3524518446	119004.86589102565	121959.8776515693
2002	Com. Foral de Navarra	7901.0	8344.842490557068	8006.494633271974	7721.709996056449	8213.693610855205	8360.065503598093	8307.813262171943	8287.904935407822	8387.07877015075
2002	Com. Valenciana	143272.0	146618.25742221667	116968.75091881969	128494.78812519986	124572.10973280814	123004.72277797367	125607.78739186235	125413.35998707467	122915.06513796639
2002	Com. de Madrid	216695.0	233503.5511886396	182672.9144386569	230722.12294229385	237536.83253405016	241617.1928101365	240787.0965122359	235617.72819187335	227291.23082850006
2002	Cueta	15.0	17.51109657682944	21.70022281048101	19.06706057135602	18.546945622549522	19.078656398371304	18.385530667057477	17.876767442266264	17.6537508551674
2002	Extremadura	11184.0	9526.675849420328	10994.664068589076	10045.168165467658	9614.126462692493	9602.438312904475	9143.783398515785	9665.59898862183	9810.669675160692
2002	Galicia	6414.0	6142.149878678823	6890.547432877144	7112.537896004178	7123.246962018941	6903.15083050317	6738.309316891837	6832.204480142366	6811.495260946573
2002	Illes Balears	13704.0	13740.683565795696	13286.066238321202	12903.830536501768	13221.201577082895	13184.318525030936	15170.759569044762	15593.13295018686	15242.318580685824
2002	La Rioja	12877.0	13893.396557840995	12312.192627807559	11599.587096828236	12081.311537051697	12025.149791068301	12183.409122242434	12171.909300518399	12104.972815311266
2002	Melilla	70.0	37.61542173282462	58.17262683114592	51.59445043660202	50.16730315467493	50.203818165340536	50.02793955882896	41.14995371584977	40.98363577636478
2002	País Vasco	8687.5	8914.82112037538	9136.503935737464	9494.911065560553	10107.776343939277	10157.638531580204	9281.306587508541	9169.671341111969	8755.141966469595
