	Values
beta	0.9771161225797579
a_Centro	-0.061119871865553864
a_Isole	-0.11909884571943616
a_Nord Est	-0.11373602880511109
a_ Nord Ovest	-0.15830154816602843
a_Sud	-0.16591640174108413
rho	-0.10391635631111378
