	Province	Country	Year	Value
42839	Com. de Madrid	UKR	2017	71.0
42840	Com. de Madrid	GBR	1998	9266.0
42841	Com. de Madrid	GBR	1999	9038.0
42842	Com. de Madrid	GBR	2000	9257.0
42843	Com. de Madrid	GBR	2001	9796.0
42844	Com. de Madrid	GBR	2002	10306.0
42845	Com. de Madrid	GBR	2003	10150.0
42846	Com. de Madrid	GBR	2004	11060.0
42847	Com. de Madrid	GBR	2005	10797.0
42848	Com. de Madrid	GBR	2006	10055.0
42849	Com. de Madrid	GBR	2007	9170.0
42850	Com. de Madrid	GBR	2008	8197.0
42851	Com. de Madrid	GBR	2009	7520.0
42852	Com. de Madrid	GBR	2010	6784.0
42853	Com. de Madrid	GBR	2011	6093.0
42854	Com. de Madrid	GBR	2012	6413.0
42855	Com. de Madrid	GBR	2013	5262.0
42856	Com. de Madrid	GBR	2014	4612.0
42857	Com. de Madrid	GBR	2015	4149.0
42858	Com. de Madrid	GBR	2016	3973.0
42859	Com. de Madrid	GBR	2017	3504.0
42860	Com. de Madrid	USA	1998	9873.0
42861	Com. de Madrid	USA	1999	10262.0
42862	Com. de Madrid	USA	2000	9959.0
42863	Com. de Madrid	USA	2001	9632.0
42864	Com. de Madrid	USA	2002	8829.0
42865	Com. de Madrid	USA	2003	8149.0
42866	Com. de Madrid	USA	2004	7660.0
42867	Com. de Madrid	USA	2005	7412.0
42868	Com. de Madrid	USA	2006	7241.0
42869	Com. de Madrid	USA	2007	6963.0
42870	Com. de Madrid	USA	2008	6375.0
42871	Com. de Madrid	USA	2009	6605.0
42872	Com. de Madrid	USA	2010	7167.0
42873	Com. de Madrid	USA	2011	6225.0
42874	Com. de Madrid	USA	2012	6636.0
42875	Com. de Madrid	USA	2013	5646.0
42876	Com. de Madrid	USA	2014	4954.0
42877	Com. de Madrid	USA	2015	4408.0
42878	Com. de Madrid	USA	2016	4253.0
42879	Com. de Madrid	USA	2017	3793.0
42880	Com. de Madrid	URY	1998	1844.0
42881	Com. de Madrid	URY	1999	1854.0
42882	Com. de Madrid	URY	2000	1947.0
42883	Com. de Madrid	URY	2001	2172.0
42884	Com. de Madrid	URY	2002	2466.0
42885	Com. de Madrid	URY	2003	2772.0
42886	Com. de Madrid	URY	2004	2968.0
42887	Com. de Madrid	URY	2005	3155.0
42888	Com. de Madrid	URY	2006	3263.0
42889	Com. de Madrid	URY	2007	3187.0
42890	Com. de Madrid	URY	2008	2985.0
42891	Com. de Madrid	URY	2009	3257.0
42892	Com. de Madrid	URY	2010	3449.0
42893	Com. de Madrid	URY	2011	2933.0
42894	Com. de Madrid	URY	2012	2348.0
42895	Com. de Madrid	URY	2013	1529.0
42896	Com. de Madrid	URY	2014	1082.0
42897	Com. de Madrid	URY	2015	880.0
42898	Com. de Madrid	URY	2016	797.0
42899	Com. de Madrid	URY	2017	763.0
42900	Com. de Madrid	VEN	1998	20154.0
42901	Com. de Madrid	VEN	1999	15345.0
42902	Com. de Madrid	VEN	2000	12785.0
42903	Com. de Madrid	VEN	2001	12486.0
42904	Com. de Madrid	VEN	2002	14159.0
42905	Com. de Madrid	VEN	2003	15114.0
42906	Com. de Madrid	VEN	2004	15009.0
42907	Com. de Madrid	VEN	2005	14706.0
42908	Com. de Madrid	VEN	2006	14527.0
42909	Com. de Madrid	VEN	2007	13187.0
42910	Com. de Madrid	VEN	2008	11164.0
42911	Com. de Madrid	VEN	2009	10714.0
42912	Com. de Madrid	VEN	2010	9873.0
42913	Com. de Madrid	VEN	2011	7729.0
42914	Com. de Madrid	VEN	2012	5557.0
42915	Com. de Madrid	VEN	2013	3882.0
42916	Com. de Madrid	VEN	2014	2596.0
42917	Com. de Madrid	VEN	2015	1631.0
42918	Com. de Madrid	VEN	2016	1378.0
42919	Com. de Madrid	VEN	2017	1200.0
42920	Com. de Madrid	VNM	1998	330.0
42921	Com. de Madrid	VNM	1999	266.0
42922	Com. de Madrid	VNM	2000	246.0
42923	Com. de Madrid	VNM	2001	214.0
42924	Com. de Madrid	VNM	2002	207.0
42925	Com. de Madrid	VNM	2003	207.0
42926	Com. de Madrid	VNM	2004	216.0
42927	Com. de Madrid	VNM	2005	177.0
42928	Com. de Madrid	VNM	2006	159.0
42929	Com. de Madrid	VNM	2007	141.0
42930	Com. de Madrid	VNM	2008	95.0
42931	Com. de Madrid	VNM	2009	104.0
42932	Com. de Madrid	VNM	2010	105.0
42933	Com. de Madrid	VNM	2011	95.0
42934	Com. de Madrid	VNM	2012	92.0
42935	Com. de Madrid	VNM	2013	109.0
42936	Com. de Madrid	VNM	2014	112.0
42937	Com. de Madrid	VNM	2015	116.0
42938	Com. de Madrid	VNM	2016	123.0
42939	Com. de Madrid	VNM	2017	122.0
42940	Melilla	ALB	1998	4.0
42941	Melilla	ALB	1999	5.0
42942	Melilla	ALB	2000	6.0
42943	Melilla	ALB	2001	6.0
42944	Melilla	ALB	2002	6.0
42945	Melilla	ALB	2003	8.0
42946	Melilla	ALB	2004	10.0
42947	Melilla	ALB	2005	10.0
42948	Melilla	ALB	2006	5.0
42949	Melilla	ALB	2007	3.0
42950	Melilla	ALB	2008	0.0
42951	Melilla	ALB	2009	0.0
42952	Melilla	ALB	2010	0.0
42953	Melilla	ALB	2011	0.0
42954	Melilla	ALB	2012	0.0
42955	Melilla	ALB	2013	0.0
42956	Melilla	ALB	2014	0.0
42957	Melilla	ALB	2015	0.0
42958	Melilla	ALB	2016	0.0
42959	Melilla	ALB	2017	0.0
42960	Melilla	DZA	1998	10.0
42961	Melilla	DZA	1999	11.0
42962	Melilla	DZA	2000	11.0
42963	Melilla	DZA	2001	24.0
42964	Melilla	DZA	2002	28.0
42965	Melilla	DZA	2003	8.0
42966	Melilla	DZA	2004	7.0
42967	Melilla	DZA	2005	7.0
42968	Melilla	DZA	2006	5.0
42969	Melilla	DZA	2007	6.0
42970	Melilla	DZA	2008	6.0
42971	Melilla	DZA	2009	2.0
42972	Melilla	DZA	2010	3.0
42973	Melilla	DZA	2011	10.0
42974	Melilla	DZA	2012	6.0
42975	Melilla	DZA	2013	6.0
42976	Melilla	DZA	2014	4.0
42977	Melilla	DZA	2015	2.0
42978	Melilla	DZA	2016	0.0
42979	Melilla	DZA	2017	0.0
42980	Melilla	AND	1998	0.0
42981	Melilla	AND	1999	0.0
42982	Melilla	AND	2000	1.0
42983	Melilla	AND	2001	1.0
42984	Melilla	AND	2002	0.0
42985	Melilla	AND	2003	0.0
42986	Melilla	AND	2004	0.0
42987	Melilla	AND	2005	0.0
42988	Melilla	AND	2006	0.0
42989	Melilla	AND	2007	0.0
42990	Melilla	AND	2008	0.0
42991	Melilla	AND	2009	0.0
42992	Melilla	AND	2010	0.0
42993	Melilla	AND	2011	0.0
42994	Melilla	AND	2012	0.0
42995	Melilla	AND	2013	0.0
42996	Melilla	AND	2014	0.0
42997	Melilla	AND	2015	0.0
42998	Melilla	AND	2016	0.0
42999	Melilla	AND	2017	0.0
43000	Melilla	AGO	1998	0.0
43001	Melilla	AGO	1999	0.0
43002	Melilla	AGO	2000	0.0
43003	Melilla	AGO	2001	0.0
43004	Melilla	AGO	2002	0.0
43005	Melilla	AGO	2003	0.0
43006	Melilla	AGO	2004	0.0
43007	Melilla	AGO	2005	0.0
43008	Melilla	AGO	2006	0.0
43009	Melilla	AGO	2007	0.0
43010	Melilla	AGO	2008	0.0
43011	Melilla	AGO	2009	0.0
43012	Melilla	AGO	2010	0.0
43013	Melilla	AGO	2011	0.0
43014	Melilla	AGO	2012	0.0
43015	Melilla	AGO	2013	0.0
43016	Melilla	AGO	2014	0.0
43017	Melilla	AGO	2015	0.0
43018	Melilla	AGO	2016	0.0
43019	Melilla	AGO	2017	0.0
43020	Melilla	SAU	1998	0.0
43021	Melilla	SAU	1999	0.0
43022	Melilla	SAU	2000	0.0
43023	Melilla	SAU	2001	0.0
43024	Melilla	SAU	2002	0.0
43025	Melilla	SAU	2003	0.0
43026	Melilla	SAU	2004	0.0
43027	Melilla	SAU	2005	0.0
43028	Melilla	SAU	2006	0.0
43029	Melilla	SAU	2007	0.0
43030	Melilla	SAU	2008	0.0
43031	Melilla	SAU	2009	0.0
43032	Melilla	SAU	2010	0.0
43033	Melilla	SAU	2011	0.0
43034	Melilla	SAU	2012	0.0
43035	Melilla	SAU	2013	0.0
43036	Melilla	SAU	2014	0.0
43037	Melilla	SAU	2015	0.0
43038	Melilla	SAU	2016	0.0
43039	Melilla	SAU	2017	0.0
43040	Melilla	ARG	1998	17.0
43041	Melilla	ARG	1999	20.0
43042	Melilla	ARG	2000	19.0
43043	Melilla	ARG	2001	17.0
43044	Melilla	ARG	2002	27.0
43045	Melilla	ARG	2003	25.0
43046	Melilla	ARG	2004	19.0
43047	Melilla	ARG	2005	16.0
43048	Melilla	ARG	2006	15.0
43049	Melilla	ARG	2007	15.0
43050	Melilla	ARG	2008	9.0
43051	Melilla	ARG	2009	7.0
43052	Melilla	ARG	2010	6.0
43053	Melilla	ARG	2011	14.0
43054	Melilla	ARG	2012	18.0
43055	Melilla	ARG	2013	6.0
43056	Melilla	ARG	2014	7.0
43057	Melilla	ARG	2015	7.0
43058	Melilla	ARG	2016	4.0
43059	Melilla	ARG	2017	4.0
43060	Melilla	ARM	1998	0.0
43061	Melilla	ARM	1999	0.0
43062	Melilla	ARM	2000	0.0
43063	Melilla	ARM	2001	0.0
43064	Melilla	ARM	2002	1.0
43065	Melilla	ARM	2003	1.0
43066	Melilla	ARM	2004	1.0
43067	Melilla	ARM	2005	1.0
43068	Melilla	ARM	2006	2.0
43069	Melilla	ARM	2007	1.0
43070	Melilla	ARM	2008	1.0
43071	Melilla	ARM	2009	0.0
43072	Melilla	ARM	2010	0.0
43073	Melilla	ARM	2011	0.0
43074	Melilla	ARM	2012	0.0
43075	Melilla	ARM	2013	0.0
43076	Melilla	ARM	2014	0.0
43077	Melilla	ARM	2015	0.0
43078	Melilla	ARM	2016	0.0
43079	Melilla	ARM	2017	0.0
43080	Melilla	AUS	1998	1.0
43081	Melilla	AUS	1999	2.0
43082	Melilla	AUS	2000	2.0
43083	Melilla	AUS	2001	2.0
43084	Melilla	AUS	2002	0.0
43085	Melilla	AUS	2003	0.0
43086	Melilla	AUS	2004	0.0
43087	Melilla	AUS	2005	0.0
43088	Melilla	AUS	2006	0.0
43089	Melilla	AUS	2007	0.0
43090	Melilla	AUS	2008	1.0
43091	Melilla	AUS	2009	1.0
43092	Melilla	AUS	2010	0.0
43093	Melilla	AUS	2011	0.0
43094	Melilla	AUS	2012	0.0
43095	Melilla	AUS	2013	0.0
43096	Melilla	AUS	2014	0.0
43097	Melilla	AUS	2015	0.0
43098	Melilla	AUS	2016	0.0
43099	Melilla	AUS	2017	0.0
43100	Melilla	AUT	1998	2.0
43101	Melilla	AUT	1999	5.0
43102	Melilla	AUT	2000	4.0
43103	Melilla	AUT	2001	4.0
43104	Melilla	AUT	2002	5.0
43105	Melilla	AUT	2003	3.0
43106	Melilla	AUT	2004	0.0
43107	Melilla	AUT	2005	0.0
43108	Melilla	AUT	2006	0.0
43109	Melilla	AUT	2007	0.0
43110	Melilla	AUT	2008	0.0
43111	Melilla	AUT	2009	0.0
43112	Melilla	AUT	2010	0.0
43113	Melilla	AUT	2011	2.0
43114	Melilla	AUT	2012	2.0
43115	Melilla	AUT	2013	2.0
43116	Melilla	AUT	2014	2.0
43117	Melilla	AUT	2015	2.0
43118	Melilla	AUT	2016	0.0
43119	Melilla	AUT	2017	2.0
43120	Melilla	BGD	1998	0.0
43121	Melilla	BGD	1999	0.0
43122	Melilla	BGD	2000	0.0
43123	Melilla	BGD	2001	1.0
43124	Melilla	BGD	2002	1.0
43125	Melilla	BGD	2003	0.0
43126	Melilla	BGD	2004	0.0
43127	Melilla	BGD	2005	0.0
43128	Melilla	BGD	2006	0.0
43129	Melilla	BGD	2007	0.0
43130	Melilla	BGD	2008	0.0
43131	Melilla	BGD	2009	0.0
43132	Melilla	BGD	2010	0.0
43133	Melilla	BGD	2011	3.0
43134	Melilla	BGD	2012	6.0
43135	Melilla	BGD	2013	6.0
43136	Melilla	BGD	2014	2.0
43137	Melilla	BGD	2015	7.0
43138	Melilla	BGD	2016	0.0
43139	Melilla	BGD	2017	0.0
43140	Melilla	BLR	1998	1.0
43141	Melilla	BLR	1999	1.0
43142	Melilla	BLR	2000	1.0
43143	Melilla	BLR	2001	1.0
43144	Melilla	BLR	2002	1.0
43145	Melilla	BLR	2003	0.0
43146	Melilla	BLR	2004	0.0
43147	Melilla	BLR	2005	0.0
43148	Melilla	BLR	2006	0.0
43149	Melilla	BLR	2007	0.0
43150	Melilla	BLR	2008	0.0
43151	Melilla	BLR	2009	0.0
43152	Melilla	BLR	2010	0.0
43153	Melilla	BLR	2011	0.0
43154	Melilla	BLR	2012	0.0
43155	Melilla	BLR	2013	0.0
43156	Melilla	BLR	2014	0.0
43157	Melilla	BLR	2015	0.0
43158	Melilla	BLR	2016	0.0
43159	Melilla	BLR	2017	0.0
43160	Melilla	BEL	1998	142.0
43161	Melilla	BEL	1999	145.0
43162	Melilla	BEL	2000	160.0
43163	Melilla	BEL	2001	185.0
43164	Melilla	BEL	2002	199.0
43165	Melilla	BEL	2003	181.0
43166	Melilla	BEL	2004	154.0
43167	Melilla	BEL	2005	136.0
43168	Melilla	BEL	2006	123.0
43169	Melilla	BEL	2007	111.0
43170	Melilla	BEL	2008	85.0
43171	Melilla	BEL	2009	47.0
43172	Melilla	BEL	2010	36.0
43173	Melilla	BEL	2011	46.0
43174	Melilla	BEL	2012	39.0
43175	Melilla	BEL	2013	30.0
43176	Melilla	BEL	2014	29.0
43177	Melilla	BEL	2015	21.0
43178	Melilla	BEL	2016	1.0
43179	Melilla	BEL	2017	5.0
43180	Melilla	BEN	1998	0.0
43181	Melilla	BEN	1999	0.0
43182	Melilla	BEN	2000	0.0
43183	Melilla	BEN	2001	0.0
43184	Melilla	BEN	2002	0.0
43185	Melilla	BEN	2003	0.0
43186	Melilla	BEN	2004	0.0
43187	Melilla	BEN	2005	0.0
43188	Melilla	BEN	2006	0.0
43189	Melilla	BEN	2007	0.0
43190	Melilla	BEN	2008	0.0
43191	Melilla	BEN	2009	0.0
43192	Melilla	BEN	2010	0.0
43193	Melilla	BEN	2011	0.0
43194	Melilla	BEN	2012	0.0
43195	Melilla	BEN	2013	0.0
43196	Melilla	BEN	2014	0.0
43197	Melilla	BEN	2015	0.0
43198	Melilla	BEN	2016	0.0
43199	Melilla	BEN	2017	0.0
43200	Melilla	BOL	1998	5.0
43201	Melilla	BOL	1999	6.0
43202	Melilla	BOL	2000	12.0
43203	Melilla	BOL	2001	12.0
43204	Melilla	BOL	2002	12.0
43205	Melilla	BOL	2003	13.0
43206	Melilla	BOL	2004	17.0
43207	Melilla	BOL	2005	10.0
43208	Melilla	BOL	2006	3.0
43209	Melilla	BOL	2007	3.0
43210	Melilla	BOL	2008	1.0
43211	Melilla	BOL	2009	1.0
43212	Melilla	BOL	2010	0.0
43213	Melilla	BOL	2011	1.0
43214	Melilla	BOL	2012	1.0
43215	Melilla	BOL	2013	0.0
43216	Melilla	BOL	2014	1.0
43217	Melilla	BOL	2015	1.0
43218	Melilla	BOL	2016	0.0
43219	Melilla	BOL	2017	0.0
43220	Melilla	BIH	1998	0.0
43221	Melilla	BIH	1999	0.0
43222	Melilla	BIH	2000	0.0
43223	Melilla	BIH	2001	0.0
43224	Melilla	BIH	2002	1.0
43225	Melilla	BIH	2003	1.0
43226	Melilla	BIH	2004	1.0
43227	Melilla	BIH	2005	1.0
43228	Melilla	BIH	2006	0.0
43229	Melilla	BIH	2007	0.0
43230	Melilla	BIH	2008	0.0
43231	Melilla	BIH	2009	0.0
43232	Melilla	BIH	2010	0.0
43233	Melilla	BIH	2011	0.0
43234	Melilla	BIH	2012	0.0
43235	Melilla	BIH	2013	0.0
43236	Melilla	BIH	2014	0.0
43237	Melilla	BIH	2015	0.0
43238	Melilla	BIH	2016	0.0
43239	Melilla	BIH	2017	0.0
43240	Melilla	BRA	1998	11.0
43241	Melilla	BRA	1999	12.0
43242	Melilla	BRA	2000	11.0
43243	Melilla	BRA	2001	15.0
43244	Melilla	BRA	2002	12.0
43245	Melilla	BRA	2003	11.0
43246	Melilla	BRA	2004	9.0
43247	Melilla	BRA	2005	9.0
43248	Melilla	BRA	2006	7.0
43249	Melilla	BRA	2007	4.0
43250	Melilla	BRA	2008	2.0
43251	Melilla	BRA	2009	0.0
43252	Melilla	BRA	2010	1.0
43253	Melilla	BRA	2011	2.0
43254	Melilla	BRA	2012	1.0
43255	Melilla	BRA	2013	1.0
43256	Melilla	BRA	2014	1.0
43257	Melilla	BRA	2015	3.0
43258	Melilla	BRA	2016	0.0
43259	Melilla	BRA	2017	0.0
43260	Melilla	BGR	1998	4.0
43261	Melilla	BGR	1999	5.0
43262	Melilla	BGR	2000	3.0
43263	Melilla	BGR	2001	2.0
43264	Melilla	BGR	2002	1.0
43265	Melilla	BGR	2003	3.0
43266	Melilla	BGR	2004	4.0
43267	Melilla	BGR	2005	3.0
43268	Melilla	BGR	2006	1.0
43269	Melilla	BGR	2007	0.0
43270	Melilla	BGR	2008	0.0
43271	Melilla	BGR	2009	0.0
43272	Melilla	BGR	2010	0.0
43273	Melilla	BGR	2011	2.0
43274	Melilla	BGR	2012	2.0
43275	Melilla	BGR	2013	2.0
43276	Melilla	BGR	2014	2.0
43277	Melilla	BGR	2015	2.0
43278	Melilla	BGR	2016	0.0
43279	Melilla	BGR	2017	0.0
43280	Melilla	BFA	1998	0.0
43281	Melilla	BFA	1999	0.0
43282	Melilla	BFA	2000	0.0
43283	Melilla	BFA	2001	0.0
43284	Melilla	BFA	2002	0.0
43285	Melilla	BFA	2003	0.0
43286	Melilla	BFA	2004	0.0
43287	Melilla	BFA	2005	0.0
43288	Melilla	BFA	2006	0.0
43289	Melilla	BFA	2007	0.0
43290	Melilla	BFA	2008	0.0
43291	Melilla	BFA	2009	0.0
43292	Melilla	BFA	2010	0.0
43293	Melilla	BFA	2011	0.0
43294	Melilla	BFA	2012	0.0
43295	Melilla	BFA	2013	0.0
43296	Melilla	BFA	2014	0.0
43297	Melilla	BFA	2015	0.0
43298	Melilla	BFA	2016	0.0
43299	Melilla	BFA	2017	0.0
43300	Melilla	CMR	1998	6.0
43301	Melilla	CMR	1999	6.0
43302	Melilla	CMR	2000	6.0
43303	Melilla	CMR	2001	10.0
43304	Melilla	CMR	2002	9.0
43305	Melilla	CMR	2003	7.0
43306	Melilla	CMR	2004	1.0
43307	Melilla	CMR	2005	1.0
43308	Melilla	CMR	2006	0.0
43309	Melilla	CMR	2007	0.0
43310	Melilla	CMR	2008	1.0
43311	Melilla	CMR	2009	1.0
43312	Melilla	CMR	2010	0.0
43313	Melilla	CMR	2011	6.0
43314	Melilla	CMR	2012	3.0
43315	Melilla	CMR	2013	3.0
43316	Melilla	CMR	2014	3.0
43317	Melilla	CMR	2015	0.0
43318	Melilla	CMR	2016	0.0
43319	Melilla	CMR	2017	0.0
43320	Melilla	CAN	1998	0.0
43321	Melilla	CAN	1999	2.0
43322	Melilla	CAN	2000	2.0
43323	Melilla	CAN	2001	3.0
43324	Melilla	CAN	2002	2.0
43325	Melilla	CAN	2003	3.0
43326	Melilla	CAN	2004	1.0
43327	Melilla	CAN	2005	1.0
43328	Melilla	CAN	2006	1.0
43329	Melilla	CAN	2007	1.0
43330	Melilla	CAN	2008	1.0
43331	Melilla	CAN	2009	2.0
43332	Melilla	CAN	2010	3.0
43333	Melilla	CAN	2011	4.0
43334	Melilla	CAN	2012	2.0
43335	Melilla	CAN	2013	2.0
43336	Melilla	CAN	2014	2.0
43337	Melilla	CAN	2015	1.0
43338	Melilla	CAN	2016	0.0
43339	Melilla	CAN	2017	0.0
43340	Melilla	CHL	1998	8.0
43341	Melilla	CHL	1999	8.0
43342	Melilla	CHL	2000	9.0
43343	Melilla	CHL	2001	11.0
43344	Melilla	CHL	2002	11.0
43345	Melilla	CHL	2003	7.0
43346	Melilla	CHL	2004	7.0
43347	Melilla	CHL	2005	4.0
43348	Melilla	CHL	2006	0.0
43349	Melilla	CHL	2007	1.0
43350	Melilla	CHL	2008	1.0
43351	Melilla	CHL	2009	0.0
43352	Melilla	CHL	2010	0.0
43353	Melilla	CHL	2011	1.0
43354	Melilla	CHL	2012	0.0
43355	Melilla	CHL	2013	0.0
43356	Melilla	CHL	2014	0.0
43357	Melilla	CHL	2015	0.0
43358	Melilla	CHL	2016	0.0
43359	Melilla	CHL	2017	0.0
43360	Melilla	CHN	1998	74.0
43361	Melilla	CHN	1999	81.0
43362	Melilla	CHN	2000	74.0
43363	Melilla	CHN	2001	70.0
43364	Melilla	CHN	2002	89.0
43365	Melilla	CHN	2003	79.0
43366	Melilla	CHN	2004	53.0
43367	Melilla	CHN	2005	48.0
43368	Melilla	CHN	2006	35.0
43369	Melilla	CHN	2007	22.0
43370	Melilla	CHN	2008	14.0
43371	Melilla	CHN	2009	16.0
43372	Melilla	CHN	2010	9.0
43373	Melilla	CHN	2011	12.0
43374	Melilla	CHN	2012	11.0
43375	Melilla	CHN	2013	6.0
43376	Melilla	CHN	2014	3.0
43377	Melilla	CHN	2015	2.0
43378	Melilla	CHN	2016	0.0
43379	Melilla	CHN	2017	0.0
43380	Melilla	COL	1998	48.0
43381	Melilla	COL	1999	55.0
43382	Melilla	COL	2000	68.0
43383	Melilla	COL	2001	79.0
43384	Melilla	COL	2002	115.0
43385	Melilla	COL	2003	124.0
43386	Melilla	COL	2004	129.0
43387	Melilla	COL	2005	64.0
43388	Melilla	COL	2006	31.0
43389	Melilla	COL	2007	25.0
43390	Melilla	COL	2008	9.0
43391	Melilla	COL	2009	8.0
43392	Melilla	COL	2010	6.0
43393	Melilla	COL	2011	13.0
43394	Melilla	COL	2012	10.0
43395	Melilla	COL	2013	7.0
43396	Melilla	COL	2014	8.0
43397	Melilla	COL	2015	4.0
43398	Melilla	COL	2016	0.0
43399	Melilla	COL	2017	2.0
43400	Melilla	COG	1998	0.0
43401	Melilla	COG	1999	1.0
43402	Melilla	COG	2000	2.0
43403	Melilla	COG	2001	1.0
43404	Melilla	COG	2002	1.0
43405	Melilla	COG	2003	0.0
43406	Melilla	COG	2004	0.0
43407	Melilla	COG	2005	0.0
43408	Melilla	COG	2006	0.0
43409	Melilla	COG	2007	0.0
43410	Melilla	COG	2008	0.0
43411	Melilla	COG	2009	0.0
43412	Melilla	COG	2010	0.0
43413	Melilla	COG	2011	0.0
43414	Melilla	COG	2012	0.0
43415	Melilla	COG	2013	0.0
43416	Melilla	COG	2014	0.0
43417	Melilla	COG	2015	0.0
43418	Melilla	COG	2016	0.0
43419	Melilla	COG	2017	0.0
43420	Melilla	CRI	1998	3.0
43421	Melilla	CRI	1999	2.0
43422	Melilla	CRI	2000	2.0
43423	Melilla	CRI	2001	0.0
43424	Melilla	CRI	2002	0.0
43425	Melilla	CRI	2003	0.0
43426	Melilla	CRI	2004	0.0
43427	Melilla	CRI	2005	0.0
43428	Melilla	CRI	2006	0.0
43429	Melilla	CRI	2007	0.0
43430	Melilla	CRI	2008	0.0
43431	Melilla	CRI	2009	0.0
43432	Melilla	CRI	2010	0.0
43433	Melilla	CRI	2011	0.0
43434	Melilla	CRI	2012	0.0
43435	Melilla	CRI	2013	0.0
43436	Melilla	CRI	2014	0.0
43437	Melilla	CRI	2015	0.0
43438	Melilla	CRI	2016	0.0
43439	Melilla	CRI	2017	0.0
43440	Melilla	HRV	1998	0.0
43441	Melilla	HRV	1999	0.0
43442	Melilla	HRV	2000	0.0
43443	Melilla	HRV	2001	2.0
43444	Melilla	HRV	2002	0.0
43445	Melilla	HRV	2003	0.0
43446	Melilla	HRV	2004	0.0
43447	Melilla	HRV	2005	0.0
43448	Melilla	HRV	2006	0.0
43449	Melilla	HRV	2007	0.0
43450	Melilla	HRV	2008	0.0
43451	Melilla	HRV	2009	0.0
43452	Melilla	HRV	2010	2.0
43453	Melilla	HRV	2011	0.0
43454	Melilla	HRV	2012	0.0
43455	Melilla	HRV	2013	0.0
43456	Melilla	HRV	2014	0.0
43457	Melilla	HRV	2015	0.0
43458	Melilla	HRV	2016	0.0
43459	Melilla	HRV	2017	0.0
43460	Melilla	CUB	1998	19.0
43461	Melilla	CUB	1999	14.0
43462	Melilla	CUB	2000	11.0
43463	Melilla	CUB	2001	12.0
43464	Melilla	CUB	2002	13.0
43465	Melilla	CUB	2003	16.0
43466	Melilla	CUB	2004	16.0
43467	Melilla	CUB	2005	13.0
43468	Melilla	CUB	2006	16.0
43469	Melilla	CUB	2007	9.0
43470	Melilla	CUB	2008	7.0
43471	Melilla	CUB	2009	5.0
43472	Melilla	CUB	2010	2.0
43473	Melilla	CUB	2011	2.0
43474	Melilla	CUB	2012	3.0
43475	Melilla	CUB	2013	4.0
43476	Melilla	CUB	2014	3.0
43477	Melilla	CUB	2015	4.0
43478	Melilla	CUB	2016	1.0
43479	Melilla	CUB	2017	1.0
43480	Melilla	CYP	1998	0.0
43481	Melilla	CYP	1999	0.0
43482	Melilla	CYP	2000	0.0
43483	Melilla	CYP	2001	0.0
43484	Melilla	CYP	2002	0.0
43485	Melilla	CYP	2003	0.0
43486	Melilla	CYP	2004	0.0
43487	Melilla	CYP	2005	0.0
43488	Melilla	CYP	2006	0.0
43489	Melilla	CYP	2007	0.0
43490	Melilla	CYP	2008	0.0
43491	Melilla	CYP	2009	0.0
43492	Melilla	CYP	2010	0.0
43493	Melilla	CYP	2011	0.0
43494	Melilla	CYP	2012	0.0
43495	Melilla	CYP	2013	0.0
43496	Melilla	CYP	2014	0.0
43497	Melilla	CYP	2015	0.0
43498	Melilla	CYP	2016	0.0
43499	Melilla	CYP	2017	0.0
43500	Melilla	CZE	1998	5.0
43501	Melilla	CZE	1999	5.0
43502	Melilla	CZE	2000	5.0
43503	Melilla	CZE	2001	5.0
43504	Melilla	CZE	2002	5.0
43505	Melilla	CZE	2003	5.0
43506	Melilla	CZE	2004	6.0
43507	Melilla	CZE	2005	6.0
43508	Melilla	CZE	2006	5.0
43509	Melilla	CZE	2007	5.0
43510	Melilla	CZE	2008	0.0
43511	Melilla	CZE	2009	0.0
43512	Melilla	CZE	2010	0.0
43513	Melilla	CZE	2011	0.0
43514	Melilla	CZE	2012	0.0
43515	Melilla	CZE	2013	0.0
43516	Melilla	CZE	2014	0.0
43517	Melilla	CZE	2015	0.0
43518	Melilla	CZE	2016	0.0
43519	Melilla	CZE	2017	0.0
43520	Melilla	COD	1998	1.0
43521	Melilla	COD	1999	1.0
43522	Melilla	COD	2000	1.0
43523	Melilla	COD	2001	1.0
43524	Melilla	COD	2002	0.0
43525	Melilla	COD	2003	0.0
43526	Melilla	COD	2004	1.0
43527	Melilla	COD	2005	1.0
43528	Melilla	COD	2006	0.0
43529	Melilla	COD	2007	0.0
43530	Melilla	COD	2008	0.0
43531	Melilla	COD	2009	0.0
43532	Melilla	COD	2010	0.0
43533	Melilla	COD	2011	0.0
43534	Melilla	COD	2012	0.0
43535	Melilla	COD	2013	0.0
43536	Melilla	COD	2014	0.0
43537	Melilla	COD	2015	0.0
43538	Melilla	COD	2016	0.0
43539	Melilla	COD	2017	0.0
43540	Melilla	DNK	1998	5.0
43541	Melilla	DNK	1999	6.0
43542	Melilla	DNK	2000	10.0
43543	Melilla	DNK	2001	13.0
43544	Melilla	DNK	2002	18.0
43545	Melilla	DNK	2003	15.0
43546	Melilla	DNK	2004	15.0
43547	Melilla	DNK	2005	18.0
43548	Melilla	DNK	2006	16.0
43549	Melilla	DNK	2007	13.0
43550	Melilla	DNK	2008	4.0
43551	Melilla	DNK	2009	4.0
43552	Melilla	DNK	2010	5.0
43553	Melilla	DNK	2011	2.0
43554	Melilla	DNK	2012	1.0
43555	Melilla	DNK	2013	2.0
