Data from series

IPC Andalucía VALOR.
Series	IPC208892
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2012M02	99,002	Definitivo	
2012M01	98,734	Definitivo	
2011M12	99,657	Definitivo	
2011M11	99,540	Definitivo	
2011M10	99,183	Definitivo	
2011M09	98,683	Definitivo	
2011M08	98,551	Definitivo	
2011M07	98,438	Definitivo	
2011M06	99,194	Definitivo	
2011M05	99,351	Definitivo	
2011M04	99,290	Definitivo	
2011M03	98,386	Definitivo	
2011M02	97,528	Definitivo	
2011M01	97,413	Definitivo	
2010M12	97,719	Definitivo	
2010M11	97,212	Definitivo	
2010M10	96,734	Definitivo	
2010M09	96,178	Definitivo	
2010M08	96,152	Definitivo	
2010M07	96,109	Definitivo	
2010M06	96,564	Definitivo	
2010M05	96,593	Definitivo	
2010M04	96,416	Definitivo	
2010M03	95,568	Definitivo	
2010M02	94,858	Definitivo	
2010M01	95,054	Definitivo	
2009M12	95,789	Definitivo	
2009M11	95,826	Definitivo	
2009M10	95,320	Definitivo	
2009M09	95,004	Definitivo	
2009M08	95,157	Definitivo	
2009M07	95,021	Definitivo	
2009M06	95,837	Definitivo	
2009M05	95,618	Definitivo	
2009M04	95,733	Definitivo	
2009M03	95,095	Definitivo	
2009M02	94,837	Definitivo	
2009M01	94,878	Definitivo	
2008M12	96,171	Definitivo	
2008M11	96,669	Definitivo	
2008M10	97,205	Definitivo	
2008M09	97,162	Definitivo	
2008M08	97,106	Definitivo	
2008M07	97,289	Definitivo	
2008M06	97,505	Definitivo	
2008M05	96,759	Definitivo	
2008M04	96,162	Definitivo	
2008M03	95,269	Definitivo	
2008M02	94,264	Definitivo	
2008M01	94,233	Definitivo	
2007M12	94,645	Definitivo	
2007M11	94,102	Definitivo	
2007M10	93,207	Definitivo	
2007M09	92,222	Definitivo	
2007M08	92,006	Definitivo	
2007M07	91,924	Definitivo	
2007M06	92,541	Definitivo	
2007M05	92,230	Definitivo	
2007M04	92,035	Definitivo	
2007M03	91,072	Definitivo	
2007M02	90,455	Definitivo	
2007M01	90,450	Definitivo	
2006M12	90,706	Definitivo	
2006M11	90,473	Definitivo	
2006M10	90,246	Definitivo	
2006M09	90,294	Definitivo	
2006M08	90,418	Definitivo	
2006M07	90,252	Definitivo	
2006M06	90,881	Definitivo	
2006M05	90,890	Definitivo	
2006M04	90,378	Definitivo	
2006M03	89,507	Definitivo	
2006M02	88,928	Definitivo	
2006M01	88,707	Definitivo	
2005M12	88,910	Definitivo	
2005M11	88,768	Definitivo	
2005M10	88,691	Definitivo	
2005M09	88,222	Definitivo	
2005M08	87,645	Definitivo	
2005M07	87,352	Definitivo	
2005M06	87,757	Definitivo	
2005M05	87,649	Definitivo	
2005M04	87,455	Definitivo	
2005M03	86,641	Definitivo	
2005M02	86,246	Definitivo	
2005M01	85,992	Definitivo	
2004M12	86,526	Definitivo	
2004M11	86,531	Definitivo	
2004M10	86,265	Definitivo	
2004M09	85,820	Definitivo	
2004M08	85,572	Definitivo	
2004M07	85,361	Definitivo	
2004M06	85,928	Definitivo	
2004M05	85,762	Definitivo	
2004M04	85,393	Definitivo	
2004M03	84,510	Definitivo	
2004M02	84,060	Definitivo	
2004M01	84,022	Definitivo	
2003M12	84,382	Definitivo	
2003M11	84,158	Definitivo	
2003M10	83,804	Definitivo	
2003M09	83,674	Definitivo	
2003M08	83,308	Definitivo	
2003M07	83,207	Definitivo	
2003M06	83,872	Definitivo	
2003M05	83,966	Definitivo	
2003M04	83,953	Definitivo	
2003M03	83,355	Definitivo	
2003M02	82,738	Definitivo	
2003M01	82,595	Definitivo	
2002M12	82,802	Definitivo	
2002M11	82,594	Definitivo	
2002M10	82,531	Definitivo	
2002M09	82,050	Definitivo	
2002M08	81,785	Definitivo	
2002M07	81,596	Definitivo	
2002M06	82,189	Definitivo	
2002M05	82,109	Definitivo	
2002M04	81,808	Definitivo	
2002M03	80,874	Definitivo	
2002M02	80,335	Definitivo	
2002M01	80,291	Definitivo	

IPC Cantabria VALOR.
Series	IPC208827
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	102,937	Definitivo	
2018M03	102,259	Definitivo	
2018M02	102,238	Definitivo	
2018M01	102,267	Definitivo	
2017M12	103,478	Definitivo	
2017M11	103,444	Definitivo	
2017M10	102,587	Definitivo	
2017M09	101,731	Definitivo	
2017M08	101,774	Definitivo	
2017M07	101,336	Definitivo	
2017M06	101,771	Definitivo	
2017M05	101,772	Definitivo	
2017M04	101,691	Definitivo	
2017M03	101,078	Definitivo	
2017M02	101,241	Definitivo	
2017M01	101,845	Definitivo	
2016M12	102,257	Definitivo	
2016M11	101,743	Definitivo	
2016M10	101,083	Definitivo	
2016M09	99,892	Definitivo	
2016M08	100,023	Definitivo	
2016M07	100,016	Definitivo	
2016M06	100,384	Definitivo	
2016M05	99,832	Definitivo	
2016M04	99,143	Definitivo	
2016M03	98,661	Definitivo	
2016M02	98,136	Definitivo	
2016M01	98,830	Definitivo	
2015M12	100,726	Definitivo	
2015M11	101,087	Definitivo	
2015M10	100,313	Definitivo	
2015M09	99,735	Definitivo	
2015M08	100,290	Definitivo	
2015M07	100,825	Definitivo	
2015M06	101,478	Definitivo	
2015M05	101,138	Definitivo	
2015M04	100,477	Definitivo	
2015M03	99,767	Definitivo	
2015M02	99,166	Definitivo	
2015M01	99,225	Definitivo	
2014M12	101,097	Definitivo	
2014M11	101,789	Definitivo	
2014M10	101,526	Definitivo	
2014M09	101,136	Definitivo	
2014M08	101,141	Definitivo	
2014M07	100,974	Definitivo	
2014M06	101,619	Definitivo	
2014M05	101,588	Definitivo	
2014M04	101,513	Definitivo	
2014M03	100,717	Definitivo	
2014M02	100,686	Definitivo	
2014M01	100,925	Definitivo	
2013M12	102,395	Definitivo	
2013M11	102,438	Definitivo	
2013M10	101,874	Definitivo	
2013M09	101,401	Definitivo	
2013M08	101,767	Definitivo	
2013M07	101,529	Definitivo	
2013M06	101,729	Definitivo	
2013M05	101,448	Definitivo	
2013M04	101,157	Definitivo	
2013M03	100,791	Definitivo	
2013M02	100,576	Definitivo	
2013M01	100,598	Definitivo	
2012M12	101,748	Definitivo	
2012M11	101,652	Definitivo	
2012M10	101,429	Definitivo	
2012M09	100,578	Definitivo	
2012M08	99,792	Definitivo	
2012M07	98,966	Definitivo	
2012M06	98,813	Definitivo	
2012M05	98,673	Definitivo	
2012M04	98,848	Definitivo	
2012M03	97,586	Definitivo	
2012M02	97,084	Definitivo	
2012M01	97,240	Definitivo	
2011M12	98,201	Definitivo	
2011M11	98,198	Definitivo	
2011M10	97,552	Definitivo	
2011M09	96,823	Definitivo	
2011M08	96,747	Definitivo	
2011M07	96,745	Definitivo	
2011M06	96,949	Definitivo	
2011M05	97,100	Definitivo	
2011M04	97,128	Definitivo	
2011M03	95,973	Definitivo	
2011M02	95,360	Definitivo	
2011M01	95,468	Definitivo	
2010M12	95,962	Definitivo	
2010M11	95,419	Definitivo	
2010M10	94,645	Definitivo	
2010M09	93,756	Definitivo	
2010M08	93,783	Definitivo	
2010M07	93,544	Definitivo	
2010M06	93,665	Definitivo	
2010M05	93,489	Definitivo	
2010M04	93,252	Definitivo	
2010M03	92,383	Definitivo	
2010M02	91,870	Definitivo	
2010M01	92,198	Definitivo	
2009M12	93,051	Definitivo	
2009M11	93,109	Definitivo	
2009M10	92,408	Definitivo	
2009M09	91,707	Definitivo	
2009M08	92,147	Definitivo	
2009M07	91,871	Definitivo	
2009M06	92,286	Definitivo	
2009M05	91,758	Definitivo	
2009M04	91,761	Definitivo	
2009M03	90,972	Definitivo	
2009M02	91,016	Definitivo	
2009M01	91,108	Definitivo	
2008M12	92,108	Definitivo	
2008M11	92,598	Definitivo	
2008M10	92,877	Definitivo	
2008M09	92,679	Definitivo	
2008M08	92,894	Definitivo	
2008M07	93,284	Definitivo	
2008M06	93,329	Definitivo	
2008M05	92,827	Definitivo	
2008M04	92,200	Definitivo	
2008M03	91,190	Definitivo	
2008M02	90,462	Definitivo	
2008M01	90,438	Definitivo	
2007M12	90,947	Definitivo	
2007M11	90,545	Definitivo	
2007M10	89,672	Definitivo	
2007M09	88,552	Definitivo	
2007M08	88,397	Definitivo	
2007M07	88,309	Definitivo	
2007M06	88,542	Definitivo	
2007M05	88,381	Definitivo	
2007M04	88,074	Definitivo	
2007M03	86,840	Definitivo	
2007M02	86,249	Definitivo	
2007M01	86,386	Definitivo	
2006M12	87,135	Definitivo	
2006M11	86,906	Definitivo	
2006M10	86,515	Definitivo	
2006M09	86,119	Definitivo	
2006M08	86,394	Definitivo	
2006M07	86,432	Definitivo	
2006M06	86,537	Definitivo	
2006M05	86,517	Definitivo	
2006M04	86,199	Definitivo	
2006M03	84,962	Definitivo	
2006M02	84,392	Definitivo	
2006M01	84,428	Definitivo	
2005M12	84,872	Definitivo	
2005M11	84,768	Definitivo	
2005M10	84,445	Definitivo	
2005M09	83,662	Definitivo	
2005M08	83,323	Definitivo	
2005M07	83,110	Definitivo	
2005M06	83,203	Definitivo	
2005M05	83,122	Definitivo	
2005M04	82,976	Definitivo	
2005M03	81,726	Definitivo	
2005M02	81,170	Definitivo	
2005M01	81,101	Definitivo	
2004M12	81,950	Definitivo	
2004M11	82,124	Definitivo	
2004M10	81,925	Definitivo	
2004M09	80,761	Definitivo	
2004M08	80,614	Definitivo	
2004M07	80,391	Definitivo	
2004M06	80,889	Definitivo	
2004M05	80,826	Definitivo	
2004M04	80,378	Definitivo	
2004M03	79,232	Definitivo	
2004M02	78,658	Definitivo	
2004M01	79,012	Definitivo	
2003M12	79,695	Definitivo	
2003M11	79,646	Definitivo	
2003M10	79,268	Definitivo	
2003M09	78,598	Definitivo	
2003M08	78,105	Definitivo	
2003M07	78,093	Definitivo	
2003M06	78,368	Definitivo	
2003M05	78,315	Definitivo	
2003M04	78,384	Definitivo	
2003M03	77,828	Definitivo	
2003M02	77,316	Definitivo	
2003M01	77,299	Definitivo	
2002M12	77,700	Definitivo	
2002M11	77,519	Definitivo	
2002M10	77,518	Definitivo	
2002M09	76,602	Definitivo	
2002M08	76,309	Definitivo	
2002M07	76,300	Definitivo	
2002M06	76,429	Definitivo	
2002M05	76,520	Definitivo	
2002M04	76,373	Definitivo	
2002M03	75,298	Definitivo	
2002M02	74,686	Definitivo	
2002M01	74,686	Definitivo	

IPC Castilla y León VALOR.
Series	IPC208814
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,235	Definitivo	
2018M03	102,368	Definitivo	
2018M02	102,308	Definitivo	
2018M01	102,301	Definitivo	
2017M12	103,432	Definitivo	
2017M11	103,431	Definitivo	
2017M10	102,938	Definitivo	
2017M09	101,835	Definitivo	
2017M08	101,545	Definitivo	
2017M07	101,344	Definitivo	
2017M06	102,158	Definitivo	
2017M05	102,146	Definitivo	
2017M04	102,163	Definitivo	
2017M03	101,316	Definitivo	
2017M02	101,477	Definitivo	
2017M01	101,779	Definitivo	
2016M12	102,361	Definitivo	
2016M11	101,737	Definitivo	
2016M10	101,408	Definitivo	
2016M09	100,106	Definitivo	
2016M08	99,816	Definitivo	
2016M07	99,669	Definitivo	
2016M06	100,447	Definitivo	
2016M05	99,939	Definitivo	
2016M04	99,336	Definitivo	
2016M03	98,722	Definitivo	
2016M02	97,997	Definitivo	
2016M01	98,462	Definitivo	
2015M12	100,754	Definitivo	
2015M11	101,074	Definitivo	
2015M10	100,641	Definitivo	
2015M09	99,949	Definitivo	
2015M08	100,179	Definitivo	
2015M07	100,582	Definitivo	
2015M06	101,591	Definitivo	
2015M05	101,228	Definitivo	
2015M04	100,683	Definitivo	
2015M03	99,775	Definitivo	
2015M02	99,143	Definitivo	
2015M01	99,027	Definitivo	
2014M12	101,100	Definitivo	
2014M11	101,758	Definitivo	
2014M10	101,854	Definitivo	
2014M09	101,368	Definitivo	
2014M08	100,985	Definitivo	
2014M07	100,820	Definitivo	
2014M06	101,836	Definitivo	
2014M05	101,784	Definitivo	
2014M04	101,714	Definitivo	
2014M03	100,915	Definitivo	
2014M02	100,736	Definitivo	
2014M01	100,866	Definitivo	
2013M12	102,325	Definitivo	
2013M11	102,198	Definitivo	
2013M10	101,970	Definitivo	
2013M09	101,623	Definitivo	
2013M08	101,714	Definitivo	
2013M07	101,339	Definitivo	
2013M06	101,749	Definitivo	
2013M05	101,541	Definitivo	
2013M04	101,315	Definitivo	
2013M03	101,014	Definitivo	
2013M02	100,704	Definitivo	
2013M01	100,521	Definitivo	
2012M12	101,851	Definitivo	
2012M11	101,772	Definitivo	
2012M10	101,853	Definitivo	
2012M09	101,037	Definitivo	
2012M08	100,012	Definitivo	
2012M07	99,379	Definitivo	
2012M06	99,647	Definitivo	
2012M05	99,866	Definitivo	
2012M04	100,078	Definitivo	
2012M03	98,694	Definitivo	
2012M02	97,790	Definitivo	
2012M01	97,668	Definitivo	
2011M12	98,809	Definitivo	
2011M11	98,708	Definitivo	
2011M10	98,233	Definitivo	
2011M09	97,396	Definitivo	
2011M08	97,072	Definitivo	
2011M07	96,951	Definitivo	
2011M06	97,353	Definitivo	
2011M05	97,474	Definitivo	
2011M04	97,554	Definitivo	
2011M03	96,389	Definitivo	
2011M02	95,626	Definitivo	
2011M01	95,498	Definitivo	
2010M12	96,235	Definitivo	
2010M11	95,629	Definitivo	
2010M10	95,126	Definitivo	
2010M09	94,210	Definitivo	
2010M08	94,037	Definitivo	
2010M07	93,768	Definitivo	
2010M06	94,136	Definitivo	
2010M05	94,011	Definitivo	
2010M04	93,774	Definitivo	
2010M03	92,801	Definitivo	
2010M02	92,081	Definitivo	
2010M01	92,265	Definitivo	
2009M12	93,279	Definitivo	
2009M11	93,412	Definitivo	
2009M10	92,842	Definitivo	
2009M09	92,138	Definitivo	
2009M08	92,303	Definitivo	
2009M07	91,908	Definitivo	
2009M06	92,675	Definitivo	
2009M05	92,245	Definitivo	
2009M04	92,215	Definitivo	
2009M03	91,432	Definitivo	
2009M02	91,305	Definitivo	
2009M01	91,328	Definitivo	
2008M12	92,622	Definitivo	
2008M11	93,243	Definitivo	
2008M10	93,699	Definitivo	
2008M09	93,564	Definitivo	
2008M08	93,513	Definitivo	
2008M07	93,787	Definitivo	
2008M06	94,146	Definitivo	
2008M05	93,559	Definitivo	
2008M04	92,883	Definitivo	
2008M03	91,952	Definitivo	
2008M02	91,097	Definitivo	
2008M01	90,971	Definitivo	
2007M12	91,658	Definitivo	
2007M11	91,286	Definitivo	
2007M10	90,532	Definitivo	
2007M09	89,407	Definitivo	
2007M08	88,987	Definitivo	
2007M07	88,796	Definitivo	
2007M06	89,337	Definitivo	
2007M05	89,152	Definitivo	
2007M04	88,918	Definitivo	
2007M03	87,727	Definitivo	
2007M02	87,057	Definitivo	
2007M01	87,017	Definitivo	
2006M12	87,737	Definitivo	
2006M11	87,556	Definitivo	
2006M10	87,342	Definitivo	
2006M09	87,054	Definitivo	
2006M08	87,094	Definitivo	
2006M07	86,875	Definitivo	
2006M06	87,307	Definitivo	
2006M05	87,104	Definitivo	
2006M04	86,798	Definitivo	
2006M03	85,625	Definitivo	
2006M02	85,064	Definitivo	
2006M01	85,000	Definitivo	
2005M12	85,433	Definitivo	
2005M11	85,337	Definitivo	
2005M10	85,209	Definitivo	
2005M09	84,553	Definitivo	
2005M08	83,907	Definitivo	
2005M07	83,516	Definitivo	
2005M06	83,926	Definitivo	
2005M05	83,672	Definitivo	
2005M04	83,578	Definitivo	
2005M03	82,417	Definitivo	
2005M02	81,714	Definitivo	
2005M01	81,525	Definitivo	
2004M12	82,362	Definitivo	
2004M11	82,585	Definitivo	
2004M10	82,376	Definitivo	
2004M09	81,540	Definitivo	
2004M08	81,252	Definitivo	
2004M07	80,888	Definitivo	
2004M06	81,459	Definitivo	
2004M05	81,285	Definitivo	
2004M04	80,822	Definitivo	
2004M03	79,815	Definitivo	
2004M02	79,228	Definitivo	
2004M01	79,170	Definitivo	
2003M12	79,922	Definitivo	
2003M11	79,873	Definitivo	
2003M10	79,653	Definitivo	
2003M09	79,043	Definitivo	
2003M08	78,791	Definitivo	
2003M07	78,385	Definitivo	
2003M06	78,866	Definitivo	
2003M05	78,797	Definitivo	
2003M04	78,865	Definitivo	
2003M03	78,415	Definitivo	
2003M02	77,855	Definitivo	
2003M01	77,794	Definitivo	
2002M12	78,260	Definitivo	
2002M11	78,094	Definitivo	
2002M10	78,036	Definitivo	
2002M09	77,101	Definitivo	
2002M08	76,685	Definitivo	
2002M07	76,458	Definitivo	
2002M06	76,916	Definitivo	
2002M05	76,926	Definitivo	
2002M04	76,659	Definitivo	
2002M03	75,772	Definitivo	
2002M02	75,162	Definitivo	
2002M01	75,182	Definitivo	

IPC Castilla - La Mancha VALOR.
Series	IPC208801
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,385	Definitivo	
2018M03	102,406	Definitivo	
2018M02	102,300	Definitivo	
2018M01	102,354	Definitivo	
2017M12	103,484	Definitivo	
2017M11	103,419	Definitivo	
2017M10	102,949	Definitivo	
2017M09	101,659	Definitivo	
2017M08	101,326	Definitivo	
2017M07	101,138	Definitivo	
2017M06	102,057	Definitivo	
2017M05	101,980	Definitivo	
2017M04	102,187	Definitivo	
2017M03	101,289	Definitivo	
2017M02	101,347	Definitivo	
2017M01	101,735	Definitivo	
2016M12	102,371	Definitivo	
2016M11	101,689	Definitivo	
2016M10	101,309	Definitivo	
2016M09	99,885	Definitivo	
2016M08	99,726	Definitivo	
2016M07	99,618	Definitivo	
2016M06	100,633	Definitivo	
2016M05	100,085	Definitivo	
2016M04	99,489	Definitivo	
2016M03	98,697	Definitivo	
2016M02	97,987	Definitivo	
2016M01	98,511	Definitivo	
2015M12	100,766	Definitivo	
2015M11	101,166	Definitivo	
2015M10	100,782	Definitivo	
2015M09	99,831	Definitivo	
2015M08	100,051	Definitivo	
2015M07	100,529	Definitivo	
2015M06	101,768	Definitivo	
2015M05	101,520	Definitivo	
2015M04	100,999	Definitivo	
2015M03	100,057	Definitivo	
2015M02	99,340	Definitivo	
2015M01	99,127	Definitivo	
2014M12	101,094	Definitivo	
2014M11	101,891	Definitivo	
2014M10	102,049	Definitivo	
2014M09	101,329	Definitivo	
2014M08	100,985	Definitivo	
2014M07	100,882	Definitivo	
2014M06	102,112	Definitivo	
2014M05	102,107	Definitivo	
2014M04	102,197	Definitivo	
2014M03	101,178	Definitivo	
2014M02	100,954	Definitivo	
2014M01	101,120	Definitivo	
2013M12	102,647	Definitivo	
2013M11	102,512	Definitivo	
2013M10	102,383	Definitivo	
2013M09	101,897	Definitivo	
2013M08	102,020	Definitivo	
2013M07	101,685	Definitivo	
2013M06	102,312	Definitivo	
2013M05	102,071	Definitivo	
2013M04	101,939	Definitivo	
2013M03	101,510	Definitivo	
2013M02	101,178	Definitivo	
2013M01	101,054	Definitivo	
2012M12	102,429	Definitivo	
2012M11	102,384	Definitivo	
2012M10	102,546	Definitivo	
2012M09	101,609	Definitivo	
2012M08	100,518	Definitivo	
2012M07	99,919	Definitivo	
2012M06	100,287	Definitivo	
2012M05	100,583	Definitivo	
2012M04	100,723	Definitivo	
2012M03	99,296	Definitivo	
2012M02	98,578	Definitivo	
2012M01	98,579	Definitivo	
2011M12	99,784	Definitivo	
2011M11	99,729	Definitivo	
2011M10	99,282	Definitivo	
2011M09	98,193	Definitivo	
2011M08	97,833	Definitivo	
2011M07	97,848	Definitivo	
2011M06	98,511	Definitivo	
2011M05	98,703	Definitivo	
2011M04	98,731	Definitivo	
2011M03	97,485	Definitivo	
2011M02	96,578	Definitivo	
2011M01	96,494	Definitivo	
2010M12	97,249	Definitivo	
2010M11	96,556	Definitivo	
2010M10	96,004	Definitivo	
2010M09	94,858	Definitivo	
2010M08	94,623	Definitivo	
2010M07	94,420	Definitivo	
2010M06	95,103	Definitivo	
2010M05	94,892	Definitivo	
2010M04	94,591	Definitivo	
2010M03	93,517	Definitivo	
2010M02	92,736	Definitivo	
2010M01	93,049	Definitivo	
2009M12	94,088	Definitivo	
2009M11	94,125	Definitivo	
2009M10	93,545	Definitivo	
2009M09	92,580	Definitivo	
2009M08	92,805	Definitivo	
2009M07	92,483	Definitivo	
2009M06	93,536	Definitivo	
2009M05	92,963	Definitivo	
2009M04	92,991	Definitivo	
2009M03	92,194	Definitivo	
2009M02	92,096	Definitivo	
2009M01	92,213	Definitivo	
2008M12	93,593	Definitivo	
2008M11	94,299	Definitivo	
2008M10	94,894	Definitivo	
2008M09	94,559	Definitivo	
2008M08	94,554	Definitivo	
2008M07	94,969	Definitivo	
2008M06	95,547	Definitivo	
2008M05	94,852	Definitivo	
2008M04	94,091	Definitivo	
2008M03	92,975	Definitivo	
2008M02	92,148	Definitivo	
2008M01	92,122	Definitivo	
2007M12	92,779	Definitivo	
2007M11	92,423	Definitivo	
2007M10	91,675	Definitivo	
2007M09	90,283	Definitivo	
2007M08	89,783	Definitivo	
2007M07	89,704	Definitivo	
2007M06	90,504	Definitivo	
2007M05	90,328	Definitivo	
2007M04	90,112	Definitivo	
2007M03	88,712	Definitivo	
2007M02	87,947	Definitivo	
2007M01	87,964	Definitivo	
2006M12	88,771	Definitivo	
2006M11	88,537	Definitivo	
2006M10	88,416	Definitivo	
2006M09	87,967	Definitivo	
2006M08	88,165	Definitivo	
2006M07	88,037	Definitivo	
2006M06	88,693	Definitivo	
2006M05	88,499	Definitivo	
2006M04	88,121	Definitivo	
2006M03	86,849	Definitivo	
2006M02	86,273	Definitivo	
2006M01	86,227	Definitivo	
2005M12	86,526	Definitivo	
2005M11	86,362	Definitivo	
2005M10	86,344	Definitivo	
2005M09	85,559	Definitivo	
2005M08	84,864	Definitivo	
2005M07	84,535	Definitivo	
2005M06	85,153	Definitivo	
2005M05	84,899	Definitivo	
2005M04	84,691	Definitivo	
2005M03	83,292	Definitivo	
2005M02	82,629	Definitivo	
2005M01	82,470	Definitivo	
2004M12	83,394	Definitivo	
2004M11	83,550	Definitivo	
2004M10	83,385	Definitivo	
2004M09	82,228	Definitivo	
2004M08	82,086	Definitivo	
2004M07	81,770	Definitivo	
2004M06	82,425	Definitivo	
2004M05	82,257	Definitivo	
2004M04	81,702	Definitivo	
2004M03	80,643	Definitivo	
2004M02	79,979	Definitivo	
2004M01	79,905	Definitivo	
2003M12	80,638	Definitivo	
2003M11	80,510	Definitivo	
2003M10	80,286	Definitivo	
2003M09	79,713	Definitivo	
2003M08	79,496	Definitivo	
2003M07	79,108	Definitivo	
2003M06	79,548	Definitivo	
2003M05	79,393	Definitivo	
2003M04	79,470	Definitivo	
2003M03	78,979	Definitivo	
2003M02	78,402	Definitivo	
2003M01	78,221	Definitivo	
2002M12	78,566	Definitivo	
2002M11	78,375	Definitivo	
2002M10	78,393	Definitivo	
2002M09	77,558	Definitivo	
2002M08	77,212	Definitivo	
2002M07	77,072	Definitivo	
2002M06	77,676	Definitivo	
2002M05	77,614	Definitivo	
2002M04	77,322	Definitivo	
2002M03	76,213	Definitivo	
2002M02	75,570	Definitivo	
2002M01	75,546	Definitivo	

IPC Cataluña VALOR.
Series	IPC208788
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,495	Definitivo	
2018M03	102,780	Definitivo	
2018M02	102,659	Definitivo	
2018M01	102,457	Definitivo	
2017M12	103,408	Definitivo	
2017M11	103,221	Definitivo	
2017M10	102,849	Definitivo	
2017M09	102,071	Definitivo	
2017M08	102,081	Definitivo	
2017M07	101,818	Definitivo	
2017M06	102,282	Definitivo	
2017M05	102,170	Definitivo	
2017M04	102,240	Definitivo	
2017M03	101,281	Definitivo	
2017M02	101,288	Definitivo	
2017M01	101,584	Definitivo	
2016M12	102,133	Definitivo	
2016M11	101,318	Definitivo	
2016M10	100,973	Definitivo	
2016M09	99,937	Definitivo	
2016M08	100,081	Definitivo	
2016M07	99,922	Definitivo	
2016M06	100,535	Definitivo	
2016M05	100,044	Definitivo	
2016M04	99,492	Definitivo	
2016M03	98,801	Definitivo	
2016M02	98,240	Definitivo	
2016M01	98,524	Definitivo	
2015M12	100,215	Definitivo	
2015M11	100,350	Definitivo	
2015M10	100,069	Definitivo	
2015M09	99,535	Definitivo	
2015M08	99,974	Definitivo	
2015M07	100,278	Definitivo	
2015M06	101,069	Definitivo	
2015M05	100,790	Definitivo	
2015M04	100,295	Definitivo	
2015M03	99,394	Definitivo	
2015M02	98,742	Definitivo	
2015M01	98,560	Definitivo	
2014M12	99,935	Definitivo	
2014M11	100,329	Definitivo	
2014M10	100,379	Definitivo	
2014M09	100,026	Definitivo	
2014M08	100,085	Definitivo	
2014M07	99,921	Definitivo	
2014M06	100,730	Definitivo	
2014M05	100,662	Definitivo	
2014M04	100,595	Definitivo	
2014M03	99,679	Definitivo	
2014M02	99,519	Definitivo	
2014M01	99,492	Definitivo	
2013M12	100,625	Definitivo	
2013M11	100,391	Definitivo	
2013M10	100,252	Definitivo	
2013M09	99,889	Definitivo	
2013M08	100,144	Definitivo	
2013M07	99,884	Definitivo	
2013M06	100,339	Definitivo	
2013M05	100,183	Definitivo	
2013M04	99,922	Definitivo	
2013M03	99,606	Definitivo	
2013M02	99,295	Definitivo	
2013M01	99,204	Definitivo	
2012M12	100,395	Definitivo	
2012M11	100,135	Definitivo	
2012M10	100,343	Definitivo	
2012M09	99,370	Definitivo	
2012M08	98,426	Definitivo	
2012M07	97,874	Definitivo	
2012M06	97,831	Definitivo	
2012M05	97,993	Definitivo	
2012M04	98,132	Definitivo	
2012M03	96,740	Definitivo	
2012M02	96,120	Definitivo	
2012M01	95,998	Definitivo	
2011M12	96,889	Definitivo	
2011M11	96,661	Definitivo	
2011M10	96,320	Definitivo	
2011M09	95,636	Definitivo	
2011M08	95,466	Definitivo	
2011M07	95,404	Definitivo	
2011M06	95,760	Definitivo	
2011M05	95,827	Definitivo	
2011M04	95,811	Definitivo	
2011M03	94,624	Definitivo	
2011M02	94,014	Definitivo	
2011M01	93,897	Definitivo	
2010M12	94,505	Definitivo	
2010M11	93,868	Definitivo	
2010M10	93,431	Definitivo	
2010M09	92,663	Definitivo	
2010M08	92,655	Definitivo	
2010M07	92,415	Definitivo	
2010M06	92,737	Definitivo	
2010M05	92,556	Definitivo	
2010M04	92,312	Definitivo	
2010M03	91,401	Definitivo	
2010M02	90,732	Definitivo	
2010M01	90,908	Definitivo	
2009M12	91,732	Definitivo	
2009M11	91,610	Definitivo	
2009M10	91,092	Definitivo	
2009M09	90,504	Definitivo	
2009M08	90,740	Definitivo	
2009M07	90,417	Definitivo	
2009M06	91,185	Definitivo	
2009M05	90,763	Definitivo	
2009M04	90,757	Definitivo	
2009M03	89,831	Definitivo	
2009M02	89,698	Definitivo	
2009M01	89,688	Definitivo	
2008M12	90,667	Definitivo	
2008M11	90,977	Definitivo	
2008M10	91,320	Definitivo	
2008M09	90,959	Definitivo	
2008M08	91,051	Definitivo	
2008M07	91,238	Definitivo	
2008M06	91,643	Definitivo	
2008M05	91,042	Definitivo	
2008M04	90,387	Definitivo	
2008M03	89,508	Definitivo	
2008M02	88,769	Definitivo	
2008M01	88,715	Definitivo	
2007M12	89,247	Definitivo	
2007M11	88,715	Definitivo	
2007M10	88,125	Definitivo	
2007M09	87,041	Definitivo	
2007M08	86,842	Definitivo	
2007M07	86,772	Definitivo	
2007M06	87,346	Definitivo	
2007M05	87,093	Definitivo	
2007M04	86,805	Definitivo	
2007M03	85,638	Definitivo	
2007M02	84,991	Definitivo	
2007M01	84,987	Definitivo	
2006M12	85,532	Definitivo	
2006M11	85,180	Definitivo	
2006M10	84,926	Definitivo	
2006M09	84,629	Definitivo	
2006M08	84,839	Definitivo	
2006M07	84,650	Definitivo	
