Data from series

IPC Andalucía VALOR.
Series	IPC208892
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2017M07	100,634	Definitivo	
2017M06	101,761	Definitivo	
2017M05	101,935	Definitivo	
2017M04	102,065	Definitivo	
2017M03	100,803	Definitivo	
2017M02	100,991	Definitivo	
2017M01	101,374	Definitivo	
2016M12	102,073	Definitivo	
2016M11	101,500	Definitivo	
2016M10	101,050	Definitivo	
2016M09	99,668	Definitivo	
2016M08	99,878	Definitivo	
2016M07	99,708	Definitivo	
2016M06	100,694	Definitivo	
2016M05	100,348	Definitivo	
2016M04	99,724	Definitivo	
2016M03	98,784	Definitivo	
2016M02	98,127	Definitivo	
2016M01	98,447	Definitivo	
2015M12	100,485	Definitivo	
2015M11	101,001	Definitivo	
2015M10	100,459	Definitivo	
2015M09	99,557	Definitivo	
2015M08	99,889	Definitivo	
2015M07	100,340	Definitivo	
2015M06	101,489	Definitivo	
2015M05	101,310	Definitivo	
2015M04	100,839	Definitivo	
2015M03	99,555	Definitivo	
2015M02	98,968	Definitivo	
2015M01	98,624	Definitivo	
2014M12	100,568	Definitivo	
2014M11	101,310	Definitivo	
2014M10	101,207	Definitivo	
2014M09	100,526	Definitivo	
2014M08	100,440	Definitivo	
2014M07	100,338	Definitivo	
2014M06	101,596	Definitivo	
2014M05	101,583	Definitivo	
2014M04	101,657	Definitivo	
2014M03	100,321	Definitivo	
2014M02	100,178	Definitivo	
2014M01	100,222	Definitivo	
2013M12	101,921	Definitivo	
2013M11	101,866	Definitivo	
2013M10	101,523	Definitivo	
2013M09	100,875	Definitivo	
2013M08	101,302	Definitivo	
2013M07	101,007	Definitivo	
2013M06	101,764	Definitivo	
2013M05	101,610	Definitivo	
2013M04	101,350	Definitivo	
2013M03	100,598	Definitivo	
2013M02	100,282	Definitivo	
2013M01	100,034	Definitivo	
2012M12	101,517	Definitivo	
2012M11	101,562	Definitivo	
2012M10	101,396	Definitivo	
2012M09	100,288	Definitivo	
2012M08	99,302	Definitivo	
2012M07	98,710	Definitivo	
2012M06	99,307	Definitivo	
2012M05	99,579	Definitivo	
2012M04	99,767	Definitivo	
2012M03	98,022	Definitivo	
2012M02	97,404	Definitivo	
2012M01	97,314	Definitivo	
2011M12	98,671	Definitivo	
2011M11	98,698	Definitivo	
2011M10	98,107	Definitivo	
2011M09	97,065	Definitivo	
2011M08	96,839	Definitivo	
2011M07	96,751	Definitivo	
2011M06	97,547	Definitivo	
2011M05	97,798	Definitivo	
2011M04	97,892	Definitivo	
2011M03	96,451	Definitivo	
2011M02	95,751	Definitivo	
2011M01	95,552	Definitivo	
2010M12	96,523	Definitivo	
2010M11	95,965	Definitivo	
2010M10	95,329	Definitivo	
2010M09	94,228	Definitivo	
2010M08	94,212	Definitivo	
2010M07	93,979	Definitivo	
2010M06	94,737	Definitivo	
2010M05	94,512	Definitivo	
2010M04	94,406	Definitivo	
2010M03	93,076	Definitivo	
2010M02	92,396	Definitivo	
2010M01	92,479	Definitivo	
2009M12	93,747	Definitivo	
2009M11	93,825	Definitivo	
2009M10	93,128	Definitivo	
2009M09	92,321	Definitivo	
2009M08	92,580	Definitivo	
2009M07	92,311	Definitivo	
2009M06	93,340	Definitivo	
2009M05	93,009	Definitivo	
2009M04	93,166	Definitivo	
2009M03	91,844	Definitivo	
2009M02	91,785	Definitivo	
2009M01	91,632	Definitivo	
2008M12	93,198	Definitivo	
2008M11	93,882	Definitivo	
2008M10	94,215	Definitivo	
2008M09	93,531	Definitivo	
2008M08	93,558	Definitivo	
2008M07	93,752	Definitivo	
2008M06	94,583	Definitivo	
2008M05	94,165	Definitivo	
2008M04	93,604	Definitivo	
2008M03	92,243	Definitivo	
2008M02	91,533	Definitivo	
2008M01	91,262	Definitivo	
2007M12	92,145	Definitivo	
2007M11	91,844	Definitivo	
2007M10	91,083	Definitivo	
2007M09	89,588	Definitivo	
2007M08	89,262	Definitivo	
2007M07	89,147	Definitivo	
2007M06	90,154	Definitivo	
2007M05	90,117	Definitivo	
2007M04	89,989	Definitivo	
2007M03	88,363	Definitivo	
2007M02	87,677	Definitivo	
2007M01	87,429	Definitivo	
2006M12	88,006	Definitivo	
2006M11	87,846	Definitivo	
2006M10	87,585	Definitivo	
2006M09	87,096	Definitivo	
2006M08	87,297	Definitivo	
2006M07	87,133	Definitivo	
2006M06	87,872	Definitivo	
2006M05	87,738	Definitivo	
2006M04	87,473	Definitivo	
2006M03	85,938	Definitivo	
2006M02	85,463	Definitivo	
2006M01	85,256	Definitivo	
2005M12	85,868	Definitivo	
2005M11	85,832	Definitivo	
2005M10	85,567	Definitivo	
2005M09	84,463	Definitivo	
2005M08	83,895	Definitivo	
2005M07	83,467	Definitivo	
2005M06	84,362	Definitivo	
2005M05	84,212	Definitivo	
2005M04	84,142	Definitivo	
2005M03	82,448	Definitivo	
2005M02	81,799	Definitivo	
2005M01	81,483	Definitivo	
2004M12	82,480	Definitivo	
2004M11	82,598	Definitivo	
2004M10	82,419	Definitivo	
2004M09	81,326	Definitivo	
2004M08	81,204	Definitivo	
2004M07	80,918	Definitivo	
2004M06	81,818	Definitivo	
2004M05	81,712	Definitivo	
2004M04	81,118	Definitivo	
2004M03	79,920	Definitivo	
2004M02	79,302	Definitivo	
2004M01	79,208	Definitivo	
2003M12	79,819	Definitivo	
2003M11	79,657	Definitivo	
2003M10	79,436	Definitivo	
2003M09	78,690	Definitivo	
2003M08	78,383	Definitivo	
2003M07	77,999	Definitivo	
2003M06	78,652	Definitivo	
2003M05	78,677	Definitivo	
2003M04	78,756	Definitivo	
2003M03	77,971	Definitivo	
2003M02	77,270	Definitivo	
2003M01	76,957	Definitivo	
2002M12	77,311	Definitivo	
2002M11	77,099	Definitivo	
2002M10	76,655	Definitivo	
2002M09	76,022	Definitivo	
2002M08	75,678	Definitivo	
2002M07	75,401	Definitivo	
2002M06	76,183	Definitivo	
2002M05	76,267	Definitivo	
2002M04	75,851	Definitivo	
2002M03	74,610	Definitivo	
2002M02	73,926	Definitivo	
2002M01	73,714	Definitivo	

IPC Navarra, Comunidad Foral de VALOR.
Series	IPC208710
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	102,541	Definitivo	
2018M03	101,863	Definitivo	
2018M02	101,660	Definitivo	
2018M01	101,603	Definitivo	
2017M12	102,807	Definitivo	
2017M11	102,812	Definitivo	
2017M10	102,002	Definitivo	
2017M09	101,113	Definitivo	
2017M08	101,029	Definitivo	
2017M07	101,301	Definitivo	
2017M06	101,612	Definitivo	
2017M05	101,621	Definitivo	
2017M04	101,651	Definitivo	
2017M03	100,834	Definitivo	
2017M02	100,872	Definitivo	
2017M01	101,259	Definitivo	
2016M12	102,222	Definitivo	
2016M11	101,600	Definitivo	
2016M10	100,940	Definitivo	
2016M09	100,029	Definitivo	
2016M08	99,982	Definitivo	
2016M07	100,128	Definitivo	
2016M06	100,526	Definitivo	
2016M05	100,081	Definitivo	
2016M04	99,330	Definitivo	
2016M03	98,789	Definitivo	
2016M02	97,984	Definitivo	
2016M01	98,388	Definitivo	
2015M12	100,452	Definitivo	
2015M11	100,715	Definitivo	
2015M10	99,961	Definitivo	
2015M09	99,442	Definitivo	
2015M08	99,681	Definitivo	
2015M07	100,440	Definitivo	
2015M06	101,187	Definitivo	
2015M05	100,902	Definitivo	
2015M04	100,299	Definitivo	
2015M03	99,492	Definitivo	
2015M02	98,668	Definitivo	
2015M01	98,460	Definitivo	
2014M12	100,508	Definitivo	
2014M11	101,204	Definitivo	
2014M10	100,948	Definitivo	
2014M09	100,633	Definitivo	
2014M08	100,372	Definitivo	
2014M07	100,558	Definitivo	
2014M06	101,309	Definitivo	
2014M05	101,132	Definitivo	
2014M04	100,961	Definitivo	
2014M03	100,109	Definitivo	
2014M02	99,841	Definitivo	
2014M01	99,886	Definitivo	
2013M12	101,706	Definitivo	
2013M11	101,503	Definitivo	
2013M10	101,078	Definitivo	
2013M09	100,909	Definitivo	
2013M08	101,184	Definitivo	
2013M07	101,576	Definitivo	
2013M06	101,491	Definitivo	
2013M05	101,303	Definitivo	
2013M04	101,022	Definitivo	
2013M03	100,829	Definitivo	
2013M02	100,275	Definitivo	
2013M01	100,281	Definitivo	
2012M12	101,726	Definitivo	
2012M11	101,708	Definitivo	
2012M10	101,541	Definitivo	
2012M09	100,947	Definitivo	
2012M08	100,008	Definitivo	
2012M07	99,750	Definitivo	
2012M06	99,528	Definitivo	
2012M05	99,632	Definitivo	
2012M04	99,739	Definitivo	
2012M03	98,486	Definitivo	
2012M02	97,795	Definitivo	
2012M01	97,586	Definitivo	
2011M12	99,021	Definitivo	
2011M11	98,795	Definitivo	
2011M10	98,104	Definitivo	
2011M09	97,437	Definitivo	
2011M08	97,241	Definitivo	
2011M07	97,360	Definitivo	
2011M06	97,608	Definitivo	
2011M05	97,747	Definitivo	
2011M04	97,662	Definitivo	
2011M03	96,482	Definitivo	
2011M02	95,514	Definitivo	
2011M01	95,413	Definitivo	
2010M12	96,504	Definitivo	
2010M11	95,857	Definitivo	
2010M10	95,033	Definitivo	
2010M09	94,517	Definitivo	
2010M08	94,482	Definitivo	
2010M07	94,493	Definitivo	
2010M06	94,753	Definitivo	
2010M05	94,603	Definitivo	
2010M04	94,051	Definitivo	
2010M03	93,134	Definitivo	
2010M02	92,328	Definitivo	
2010M01	92,616	Definitivo	
2009M12	93,921	Definitivo	
2009M11	93,863	Definitivo	
2009M10	93,107	Definitivo	
2009M09	92,507	Definitivo	
2009M08	92,826	Definitivo	
2009M07	92,813	Definitivo	
2009M06	93,445	Definitivo	
2009M05	93,042	Definitivo	
2009M04	93,002	Definitivo	
2009M03	92,173	Definitivo	
2009M02	91,796	Definitivo	
2009M01	92,135	Definitivo	
2008M12	93,486	Definitivo	
2008M11	93,973	Definitivo	
2008M10	94,095	Definitivo	
2008M09	93,954	Definitivo	
2008M08	93,915	Definitivo	
2008M07	94,584	Definitivo	
2008M06	94,643	Definitivo	
2008M05	94,089	Definitivo	
2008M04	93,213	Definitivo	
2008M03	92,355	Definitivo	
2008M02	91,524	Definitivo	
2008M01	91,326	Definitivo	
2007M12	92,345	Definitivo	
2007M11	92,013	Definitivo	
2007M10	91,046	Definitivo	
2007M09	89,998	Definitivo	
2007M08	89,731	Definitivo	
2007M07	89,822	Definitivo	
2007M06	90,271	Definitivo	
2007M05	90,022	Definitivo	
2007M04	89,633	Definitivo	
2007M03	88,814	Definitivo	
2007M02	87,717	Definitivo	
2007M01	87,645	Definitivo	
2006M12	88,648	Definitivo	
2006M11	88,477	Definitivo	
2006M10	88,057	Definitivo	
2006M09	88,001	Definitivo	
2006M08	88,098	Definitivo	
2006M07	88,044	Definitivo	
2006M06	88,544	Definitivo	
2006M05	88,424	Definitivo	
2006M04	87,919	Definitivo	
2006M03	86,913	Definitivo	
2006M02	86,147	Definitivo	
2006M01	86,122	Definitivo	
2005M12	86,840	Definitivo	
2005M11	86,773	Definitivo	
2005M10	86,341	Definitivo	
2005M09	85,762	Definitivo	
2005M08	85,274	Definitivo	
2005M07	84,945	Definitivo	
2005M06	85,311	Definitivo	
2005M05	85,039	Definitivo	
2005M04	84,613	Definitivo	
2005M03	83,559	Definitivo	
2005M02	82,814	Definitivo	
2005M01	82,629	Definitivo	
2004M12	83,761	Definitivo	
2004M11	83,883	Definitivo	
2004M10	83,419	Definitivo	
2004M09	82,776	Definitivo	
2004M08	82,585	Definitivo	
2004M07	82,217	Definitivo	
2004M06	82,700	Definitivo	
2004M05	82,459	Definitivo	
2004M04	81,776	Definitivo	
2004M03	80,710	Definitivo	
2004M02	80,143	Definitivo	
2004M01	80,167	Definitivo	
2003M12	81,094	Definitivo	
2003M11	80,884	Definitivo	
2003M10	80,187	Definitivo	
2003M09	80,249	Definitivo	
2003M08	79,912	Definitivo	
2003M07	79,706	Definitivo	
2003M06	79,979	Definitivo	
2003M05	79,832	Definitivo	
2003M04	79,787	Definitivo	
2003M03	79,192	Definitivo	
2003M02	78,509	Definitivo	
2003M01	78,352	Definitivo	
2002M12	78,910	Definitivo	
2002M11	78,700	Definitivo	
2002M10	78,121	Definitivo	
2002M09	77,833	Definitivo	
2002M08	77,511	Definitivo	
2002M07	77,610	Definitivo	
2002M06	77,809	Definitivo	
2002M05	77,750	Definitivo	
2002M04	77,368	Definitivo	
2002M03	76,400	Definitivo	
2002M02	75,553	Definitivo	
2002M01	75,555	Definitivo	

IPC País Vasco VALOR.
Series	IPC208697
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,132	Definitivo	
2018M03	102,312	Definitivo	
2018M02	102,054	Definitivo	
2018M01	101,946	Definitivo	
2017M12	103,202	Definitivo	
2017M11	103,242	Definitivo	
2017M10	102,860	Definitivo	
2017M09	101,818	Definitivo	
2017M08	101,678	Definitivo	
2017M07	101,408	Definitivo	
2017M06	101,909	Definitivo	
2017M05	101,939	Definitivo	
2017M04	102,069	Definitivo	
2017M03	101,147	Definitivo	
2017M02	101,037	Definitivo	
2017M01	101,488	Definitivo	
2016M12	102,095	Definitivo	
2016M11	101,630	Definitivo	
2016M10	101,254	Definitivo	
2016M09	99,962	Definitivo	
2016M08	99,894	Definitivo	
2016M07	99,719	Definitivo	
2016M06	100,420	Definitivo	
2016M05	99,905	Definitivo	
2016M04	99,510	Definitivo	
2016M03	98,846	Definitivo	
2016M02	98,165	Definitivo	
2016M01	98,599	Definitivo	
2015M12	100,565	Definitivo	
2015M11	100,876	Definitivo	
2015M10	100,529	Definitivo	
2015M09	99,702	Definitivo	
2015M08	99,832	Definitivo	
2015M07	100,090	Definitivo	
2015M06	100,951	Definitivo	
2015M05	100,637	Definitivo	
2015M04	100,183	Definitivo	
2015M03	99,286	Definitivo	
2015M02	98,665	Definitivo	
2015M01	98,514	Definitivo	
2014M12	100,256	Definitivo	
2014M11	100,936	Definitivo	
2014M10	100,965	Definitivo	
2014M09	100,252	Definitivo	
2014M08	100,027	Definitivo	
2014M07	99,841	Definitivo	
2014M06	100,739	Definitivo	
2014M05	100,644	Definitivo	
2014M04	100,686	Definitivo	
2014M03	99,721	Definitivo	
2014M02	99,456	Definitivo	
2014M01	99,514	Definitivo	
2013M12	100,918	Definitivo	
2013M11	100,994	Definitivo	
2013M10	100,774	Definitivo	
2013M09	100,137	Definitivo	
2013M08	100,324	Definitivo	
2013M07	99,970	Definitivo	
2013M06	100,242	Definitivo	
2013M05	100,190	Definitivo	
2013M04	100,071	Definitivo	
2013M03	99,562	Definitivo	
2013M02	98,988	Definitivo	
2013M01	98,926	Definitivo	
2012M12	100,330	Definitivo	
2012M11	100,363	Definitivo	
2012M10	100,404	Definitivo	
2012M09	99,469	Definitivo	
2012M08	98,419	Definitivo	
2012M07	97,846	Definitivo	
2012M06	98,283	Definitivo	
2012M05	98,459	Definitivo	
2012M04	98,612	Definitivo	
2012M03	97,259	Definitivo	
2012M02	96,508	Definitivo	
2012M01	96,521	Definitivo	
2011M12	97,706	Definitivo	
2011M11	97,702	Definitivo	
2011M10	97,352	Definitivo	
2011M09	96,433	Definitivo	
2011M08	96,105	Definitivo	
2011M07	95,977	Definitivo	
2011M06	96,460	Definitivo	
2011M05	96,592	Definitivo	
2011M04	96,695	Definitivo	
2011M03	95,435	Definitivo	
2011M02	94,671	Definitivo	
2011M01	94,619	Definitivo	
2010M12	95,459	Definitivo	
2010M11	95,070	Definitivo	
2010M10	94,622	Definitivo	
2010M09	93,629	Definitivo	
2010M08	93,450	Definitivo	
2010M07	93,178	Definitivo	
2010M06	93,563	Definitivo	
2010M05	93,414	Definitivo	
2010M04	93,237	Definitivo	
2010M03	92,228	Definitivo	
2010M02	91,463	Definitivo	
2010M01	91,731	Definitivo	
2009M12	92,868	Definitivo	
2009M11	92,967	Definitivo	
2009M10	92,535	Definitivo	
2009M09	91,767	Definitivo	
2009M08	91,902	Definitivo	
2009M07	91,479	Definitivo	
2009M06	92,251	Definitivo	
2009M05	91,882	Definitivo	
2009M04	92,045	Definitivo	
2009M03	91,064	Definitivo	
2009M02	90,761	Definitivo	
2009M01	90,877	Definitivo	
2008M12	91,956	Definitivo	
2008M11	92,417	Definitivo	
2008M10	92,717	Definitivo	
2008M09	92,088	Definitivo	
2008M08	91,981	Definitivo	
2008M07	92,042	Definitivo	
2008M06	92,489	Definitivo	
2008M05	92,021	Definitivo	
2008M04	91,560	Definitivo	
2008M03	90,685	Definitivo	
2008M02	89,785	Definitivo	
2008M01	89,704	Definitivo	
2007M12	90,228	Definitivo	
2007M11	90,017	Definitivo	
2007M10	89,404	Definitivo	
2007M09	88,148	Definitivo	
2007M08	87,705	Definitivo	
2007M07	87,500	Definitivo	
2007M06	88,155	Definitivo	
2007M05	88,108	Definitivo	
2007M04	87,907	Definitivo	
2007M03	86,755	Definitivo	
2007M02	86,039	Definitivo	
2007M01	86,133	Definitivo	
2006M12	86,563	Definitivo	
2006M11	86,421	Definitivo	
2006M10	86,287	Definitivo	
2006M09	85,767	Definitivo	
2006M08	85,716	Definitivo	
2006M07	85,551	Definitivo	
2006M06	86,007	Definitivo	
2006M05	85,942	Definitivo	
2006M04	85,740	Definitivo	
2006M03	84,704	Definitivo	
2006M02	84,045	Definitivo	
2006M01	84,112	Definitivo	
2005M12	84,404	Definitivo	
2005M11	84,304	Definitivo	
2005M10	84,215	Definitivo	
2005M09	83,373	Definitivo	
2005M08	82,759	Definitivo	
2005M07	82,381	Definitivo	
2005M06	82,891	Definitivo	
2005M05	82,753	Definitivo	
2005M04	82,679	Definitivo	
2005M03	81,623	Definitivo	
2005M02	80,902	Definitivo	
2005M01	80,760	Definitivo	
2004M12	81,364	Definitivo	
2004M11	81,504	Definitivo	
2004M10	81,461	Definitivo	
2004M09	80,480	Definitivo	
2004M08	80,155	Definitivo	
2004M07	79,804	Definitivo	
2004M06	80,368	Definitivo	
2004M05	80,311	Definitivo	
2004M04	79,983	Definitivo	
2004M03	79,009	Definitivo	
2004M02	78,424	Definitivo	
2004M01	78,517	Definitivo	
2003M12	78,856	Definitivo	
2003M11	78,771	Definitivo	
2003M10	78,521	Definitivo	
2003M09	77,982	Definitivo	
2003M08	77,704	Definitivo	
2003M07	77,304	Definitivo	
2003M06	77,699	Definitivo	
2003M05	77,685	Definitivo	
2003M04	77,794	Definitivo	
2003M03	77,313	Definitivo	
2003M02	76,771	Definitivo	
2003M01	76,685	Definitivo	
2002M12	76,838	Definitivo	
2002M11	76,663	Definitivo	
2002M10	76,658	Definitivo	
2002M09	76,061	Definitivo	
2002M08	75,688	Definitivo	
2002M07	75,412	Definitivo	
2002M06	75,796	Definitivo	
2002M05	75,813	Definitivo	
2002M04	75,616	Definitivo	
2002M03	74,773	Definitivo	
2002M02	74,060	Definitivo	
2002M01	74,087	Definitivo	

IPC Rioja, La VALOR.
Series	IPC208684
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,106	Definitivo	
2018M03	101,930	Definitivo	
2018M02	102,077	Definitivo	
2018M01	101,834	Definitivo	
2017M12	103,221	Definitivo	
2017M11	103,210	Definitivo	
2017M10	102,569	Definitivo	
2017M09	101,265	Definitivo	
2017M08	101,191	Definitivo	
2017M07	101,044	Definitivo	
2017M06	102,412	Definitivo	
2017M05	102,377	Definitivo	
2017M04	102,244	Definitivo	
2017M03	100,871	Definitivo	
2017M02	101,167	Definitivo	
2017M01	101,585	Definitivo	
2016M12	102,589	Definitivo	
2016M11	101,760	Definitivo	
2016M10	100,947	Definitivo	
2016M09	99,614	Definitivo	
2016M08	99,671	Definitivo	
2016M07	99,387	Definitivo	
2016M06	100,847	Definitivo	
2016M05	100,282	Definitivo	
2016M04	99,600	Definitivo	
2016M03	98,596	Definitivo	
2016M02	98,200	Definitivo	
2016M01	98,509	Definitivo	
2015M12	101,034	Definitivo	
2015M11	101,344	Definitivo	
2015M10	100,640	Definitivo	
2015M09	99,782	Definitivo	
2015M08	100,098	Definitivo	
2015M07	100,367	Definitivo	
2015M06	101,837	Definitivo	
2015M05	101,351	Definitivo	
2015M04	100,746	Definitivo	
2015M03	99,385	Definitivo	
2015M02	98,991	Definitivo	
2015M01	98,670	Definitivo	
2014M12	100,974	Definitivo	
2014M11	101,496	Definitivo	
2014M10	101,375	Definitivo	
2014M09	100,691	Definitivo	
2014M08	100,380	Definitivo	
2014M07	100,180	Definitivo	
2014M06	101,598	Definitivo	
2014M05	101,417	Definitivo	
2014M04	101,276	Definitivo	
2014M03	99,924	Definitivo	
2014M02	99,841	Definitivo	
2014M01	99,830	Definitivo	
2013M12	101,879	Definitivo	
2013M11	101,766	Definitivo	
2013M10	101,212	Definitivo	
2013M09	100,609	Definitivo	
2013M08	101,047	Definitivo	
2013M07	100,538	Definitivo	
2013M06	101,553	Definitivo	
2013M05	101,332	Definitivo	
2013M04	101,073	Definitivo	
2013M03	100,096	Definitivo	
2013M02	99,976	Definitivo	
2013M01	99,812	Definitivo	
2012M12	101,730	Definitivo	
2012M11	101,563	Definitivo	
2012M10	101,467	Definitivo	
2012M09	100,430	Definitivo	
2012M08	99,554	Definitivo	
2012M07	98,945	Definitivo	
2012M06	99,751	Definitivo	
2012M05	99,810	Definitivo	
2012M04	99,778	Definitivo	
2012M03	97,957	Definitivo	
2012M02	97,395	Definitivo	
2012M01	97,245	Definitivo	
2011M12	98,997	Definitivo	
2011M11	98,734	Definitivo	
2011M10	98,045	Definitivo	
2011M09	96,985	Definitivo	
2011M08	96,889	Definitivo	
2011M07	96,743	Definitivo	
2011M06	97,783	Definitivo	
2011M05	97,719	Definitivo	
2011M04	97,710	Definitivo	
2011M03	95,827	Definitivo	
2011M02	95,306	Definitivo	
2011M01	95,155	Definitivo	
2010M12	96,381	Definitivo	
2010M11	95,691	Definitivo	
2010M10	94,904	Definitivo	
2010M09	93,675	Definitivo	
2010M08	93,745	Definitivo	
2010M07	93,542	Definitivo	
2010M06	94,510	Definitivo	
2010M05	94,224	Definitivo	
2010M04	93,988	Definitivo	
2010M03	92,362	Definitivo	
2010M02	91,896	Definitivo	
2010M01	91,988	Definitivo	
2009M12	93,530	Definitivo	
2009M11	93,457	Definitivo	
2009M10	92,679	Definitivo	
2009M09	91,814	Definitivo	
2009M08	92,258	Definitivo	
2009M07	91,904	Definitivo	
2009M06	93,246	Definitivo	
2009M05	92,757	Definitivo	
2009M04	92,735	Definitivo	
2009M03	91,304	Definitivo	
2009M02	91,319	Definitivo	
2009M01	91,369	Definitivo	
2008M12	93,080	Definitivo	
2008M11	93,623	Definitivo	
2008M10	93,778	Definitivo	
2008M09	93,014	Definitivo	
2008M08	93,167	Definitivo	
2008M07	93,325	Definitivo	
2008M06	94,279	Definitivo	
2008M05	93,670	Definitivo	
2008M04	92,962	Definitivo	
2008M03	91,400	Definitivo	
2008M02	90,748	Definitivo	
2008M01	90,624	Definitivo	
2007M12	91,650	Definitivo	
2007M11	91,222	Definitivo	
2007M10	90,369	Definitivo	
2007M09	88,881	Definitivo	
2007M08	88,869	Definitivo	
2007M07	88,677	Definitivo	
2007M06	89,843	Definitivo	
2007M05	89,640	Definitivo	
2007M04	89,285	Definitivo	
2007M03	87,433	Definitivo	
2007M02	86,936	Definitivo	
2007M01	86,971	Definitivo	
2006M12	88,188	Definitivo	
2006M11	87,824	Definitivo	
2006M10	87,327	Definitivo	
2006M09	86,649	Definitivo	
2006M08	86,955	Definitivo	
2006M07	86,669	Definitivo	
2006M06	87,665	Definitivo	
2006M05	87,482	Definitivo	
2006M04	86,996	Definitivo	
2006M03	85,179	Definitivo	
2006M02	84,750	Definitivo	
2006M01	84,701	Definitivo	
2005M12	85,533	Definitivo	
2005M11	85,255	Definitivo	
2005M10	84,751	Definitivo	
2005M09	83,620	Definitivo	
2005M08	83,270	Definitivo	
2005M07	82,950	Definitivo	
2005M06	83,920	Definitivo	
2005M05	83,698	Definitivo	
2005M04	83,483	Definitivo	
2005M03	81,650	Definitivo	
2005M02	81,143	Definitivo	
2005M01	81,028	Definitivo	
2004M12	81,938	Definitivo	
2004M11	81,984	Definitivo	
2004M10	81,686	Definitivo	
2004M09	80,385	Definitivo	
2004M08	80,364	Definitivo	
2004M07	79,969	Definitivo	
2004M06	81,018	Definitivo	
2004M05	80,844	Definitivo	
2004M04	80,519	Definitivo	
2004M03	78,806	Definitivo	
2004M02	78,481	Definitivo	
2004M01	78,502	Definitivo	
2003M12	79,309	Definitivo	
2003M11	79,235	Definitivo	
2003M10	79,163	Definitivo	
2003M09	78,202	Definitivo	
2003M08	78,199	Definitivo	
2003M07	77,744	Definitivo	
2003M06	78,498	Definitivo	
2003M05	78,364	Definitivo	
2003M04	78,456	Definitivo	
2003M03	77,304	Definitivo	
2003M02	76,902	Definitivo	
2003M01	76,767	Definitivo	
2002M12	77,448	Definitivo	
2002M11	77,118	Definitivo	
2002M10	76,959	Definitivo	
2002M09	75,700	Definitivo	
2002M08	75,496	Definitivo	
2002M07	75,188	Definitivo	
2002M06	75,959	Definitivo	
2002M05	75,922	Definitivo	
2002M04	75,553	Definitivo	
2002M03	74,495	Definitivo	
2002M02	74,007	Definitivo	
2002M01	74,052	Definitivo	

IPC Ceuta VALOR.
Series	IPC208671
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	102,454	Definitivo	
2018M03	101,391	Definitivo	
2018M02	100,809	Definitivo	
2018M01	100,789	Definitivo	
2017M12	102,395	Definitivo	
2017M11	102,325	Definitivo	
2017M10	102,211	Definitivo	
2017M09	101,161	Definitivo	
2017M08	100,752	Definitivo	
2017M07	100,792	Definitivo	
2017M06	102,156	Definitivo	
2017M05	102,217	Definitivo	
2017M04	102,186	Definitivo	
2017M03	101,034	Definitivo	
2017M02	100,521	Definitivo	
2017M01	101,076	Definitivo	
2016M12	101,769	Definitivo	
2016M11	101,271	Definitivo	
2016M10	101,054	Definitivo	
2016M09	99,994	Definitivo	
2016M08	99,440	Definitivo	
2016M07	99,450	Definitivo	
2016M06	100,671	Definitivo	
2016M05	100,329	Definitivo	
2016M04	100,091	Definitivo	
2016M03	99,081	Definitivo	
2016M02	98,205	Definitivo	
2016M01	98,646	Definitivo	
2015M12	100,647	Definitivo	
2015M11	100,805	Definitivo	
2015M10	100,671	Definitivo	
2015M09	99,760	Definitivo	
2015M08	99,688	Definitivo	
2015M07	99,628	Definitivo	
2015M06	101,170	Definitivo	
2015M05	101,041	Definitivo	
2015M04	100,890	Definitivo	
2015M03	99,685	Definitivo	
2015M02	98,818	Definitivo	
2015M01	99,095	Definitivo	
2014M12	101,237	Definitivo	
2014M11	101,238	Definitivo	
2014M10	101,329	Definitivo	
2014M09	100,559	Definitivo	
2014M08	100,139	Definitivo	
2014M07	99,997	Definitivo	
2014M06	101,743	Definitivo	
2014M05	102,028	Definitivo	
2014M04	102,056	Definitivo	
2014M03	100,890	Definitivo	
2014M02	99,905	Definitivo	
2014M01	99,941	Definitivo	
2013M12	101,771	Definitivo	
2013M11	101,517	Definitivo	
2013M10	101,583	Definitivo	
2013M09	100,925	Definitivo	
2013M08	100,772	Definitivo	
2013M07	100,465	Definitivo	
2013M06	101,956	Definitivo	
2013M05	101,588	Definitivo	
2013M04	101,331	Definitivo	
2013M03	100,576	Definitivo	
2013M02	99,863	Definitivo	
2013M01	99,930	Definitivo	
2012M12	101,823	Definitivo	
2012M11	101,822	Definitivo	
2012M10	101,876	Definitivo	
2012M09	100,905	Definitivo	
2012M08	100,016	Definitivo	
2012M07	99,574	Definitivo	
2012M06	100,696	Definitivo	
2012M05	100,803	Definitivo	
2012M04	100,800	Definitivo	
2012M03	99,297	Definitivo	
2012M02	98,211	Definitivo	
2012M01	98,116	Definitivo	
