Year	Province	poblacion_total	tasa_bruta_mortalidad	tasa_bruta_natalidad	tasa_fecundidad	PIB_pc	tasa_actividad	tasa_paro	ocupados
2015	Cataluña	7508106.0	8.770277	9.525268	41.304889	27790.0	62.300000000000004	18.5925	3077.75
2015	Comunidad Foral de Navarra	640476.0	8.927268	9.441215	42.228176	29177.0	58.800000000000004	13.8275	264.275
2015	Comunidad de Madrid	6436996.0	7.320389	10.135503	41.587412	31807.0	64.575	17.057499999999997	2811.7500000000005
2015	Comunitat Valenciana	4980689.0	8.993808	8.811097	38.482147	20436.0	59.1	22.78	1872.9750000000001
2015	Cueta	84263.0	5.965549	12.972703	53.938631	18875.0	57.32	27.547500000000003	26.900000000000002
2015	Extremadura	1092997.0	10.590964	8.178368	36.376582	16061.0	55.2025	29.095	356.82500000000005
2015	Galicia	2732347.0	11.628239	7.128938	33.022944	20669.0	53.46	19.307499999999997	1017.225
2015	Illes Balears	1104479.0	7.36628	9.380014	37.730913	24198.0	65.7725	17.409999999999997	509.625
2015	La Rioja	317053.0	9.887043	8.733075	39.295043	25114.0	59.375	15.3825	130.45000000000002
2015	Melilla	85584.0	6.09383	17.83272	73.847851	17192.0	57.25750000000001	33.9475	23.475
2015	País Vasco	2189257.0	9.945049	8.714343	40.998897	30736.0	56.73	14.764999999999999	876.375
2015	Principado de Asturias	1051229.0	12.978394	6.182696	29.72873	20324.0	50.97	19.11	376.15
2015	Región de Murcia	1467288.0	7.672739	10.912462	45.408633	19270.0	59.447500000000005	24.615	529.8249999999999
2016	Andalucía	8388107.0	8.237843	9.431557	40.029821	17790.0	57.825	28.885	2833.375
2016	Aragón	1308563.0	10.23813	8.300017	38.603979	26097.0	59.3375	14.74	553.925
2016	Canarias	2101924.0	7.018231	7.542906	30.184018	19821.0	61.114999999999995	26.06	813.375
2016	Cantabria	582206.0	10.209337	7.299264	33.872016	21574.0	56.1225	14.9075	234.925
2016	Castilla - La Mancha	2041631.0	9.369221	8.707542	38.464732	18849.0	58.49000000000001	23.547500000000003	751.9749999999999
2016	Castilla y León	2447519.0	11.634501	6.822524	33.673696	22723.0	55.099999999999994	15.825	964.8
2016	Cataluña	7522596.0	8.533502	9.291134	40.626138	28825.0	62.00749999999999	15.7125	3183.85
2016	Comunidad Foral de Navarra	640647.0	8.973487	9.235155	41.736281	30006.0	58.545	12.485	267.475
2016	Comunidad de Madrid	6466996.0	6.991787	9.791543	40.677029	32815.0	63.650000000000006	15.712499999999999	2835.45
2016	Comunitat Valenciana	4959968.0	8.664319	8.522271	37.659895	21232.0	59.3725	20.615000000000002	1931.8500000000001
2016	Cueta	84519.0	5.99591	12.51115	52.402582	19210.0	57.425000000000004	24.880000000000003	27.949999999999996
2016	Extremadura	1087778.0	10.394188	8.124246	36.686486	16558.0	55.125	27.515	363.425
2016	Galicia	2718525.0	11.705331	7.026073	33.048773	21542.0	53.455	17.154999999999998	1040.65
2016	Illes Balears	1107220.0	6.943992	9.285479	37.637377	25063.0	65.2175	13.9575	530.5749999999999
2016	La Rioja	315794.0	9.490177	8.514611	38.848613	25317.0	59.2325	13.535	132.625
2016	Melilla	86026.0	5.738319	17.191342	72.038422	17589.0	58.55	30.7775	25.174999999999997
2016	País Vasco	2189534.0	9.802671	8.427692	40.222946	31784.0	56.942499999999995	12.592500000000001	901.8
2016	Principado de Asturias	1042608.0	12.732563	6.120386	29.916152	20855.0	51.6825	17.6075	386.07500000000005
2016	Región de Murcia	1464847.0	7.398902	10.57239	44.479385	19865.0	59.1375	19.7825	562.225
