	MAE	MPE	MAPE
Romania	61995.407407407416	44.522868481990095	44.522868481990095
Morocco	14820.296296296294	28.7856810975738	28.7856810975738
Albania	4270.2962962962965	8.72251796688886	8.72251796688886
Tunisia	811.111111111111	11.352860669313456	11.352860669313456
Egypt	755.5185185185186	53.68063925760854	53.68063925760854
Ecuador	107.11111111111109	15.133571727094015	15.133571727094015
Peru	269.7777777777778	16.696597519326975	16.696597519326975
China	7694.0370370370365	29.99381038263253	29.99381038263253
Philippines	2469.0740740740744	26.748173966289798	26.748173966289798
