Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Melilla	2011	2.8359375	1.67770997109375	1.2501887999999999	1.0507460789062502
Melilla	2012	2.41796875	1.8871984898828125	1.85003776	1.9525373039453124
Melilla	2013	1.708984375	1.3105194714589845	1.170007552	1.0476268651972656
Melilla	2014	1.3544921875	1.1086818150106446	1.0340015104	1.0023813432598634
Melilla	2015	1.17724609375	1.0380386352537256	1.00680030208	1.0001190671629931
Melilla	2016	0.588623046875	0.363313522338804	0.20136006041599996	0.050005953358149724
País Vasco	2003	17598.0	17598.0	17598.0	17598.0
País Vasco	2004	17598.0	17598.0	17598.0	17598.0
País Vasco	2005	16914.5	16709.45	16504.4	16299.35
País Vasco	2006	16065.75	15739.3575	15474.48	15271.1175
País Vasco	2007	15325.875	14989.675125	14763.696	14620.255875
País Vasco	2008	14084.4375	13594.33629375	13227.1392	12931.86279375
País Vasco	2009	11399.71875	10422.7677028125	9617.42784	8925.8431396875
País Vasco	2010	8832.359375	7720.218695984375	6935.485568	6398.042156984375
País Vasco	2011	6542.6796875	5466.526543594531	4789.4971136	4360.252107849219
País Vasco	2012	4597.33984375	3637.084290258086	3079.49942272	2737.412605392461
País Vasco	2013	3071.169921875	2277.22950159033	1851.8998845439999	1604.620630269623
País Vasco	2014	1885.0849609375	1251.3803255566154	929.5799769088	744.2810315134811
País Vasco	2015	1139.54248046875	694.0831139448154	501.11599538175994	411.51405157567405
País Vasco	2016	675.771240234375	380.72908988068536	269.823199076352	221.9757025787837
Princ. de Asturias	2003	9991.0	9991.0	9991.0	9991.0
Princ. de Asturias	2004	9991.0	9991.0	9991.0	9991.0
Princ. de Asturias	2005	9475.0	9320.2	9165.4	9010.6
Princ. de Asturias	2006	8633.5	8326.87	8066.68	7852.93
Princ. de Asturias	2007	7796.75	7438.404500000001	7181.336	7004.6465
Princ. de Asturias	2008	6538.375	6035.441575	5660.2672	5366.232325
Princ. de Asturias	2009	4635.6875	3888.85455125	3318.45344	2864.66161625
Princ. de Asturias	2010	3208.34375	2518.7490929375	2088.490688	1835.1830808125
Princ. de Asturias	2011	2205.171875	1662.8621825281248	1379.2981375999998	1233.659154040625
Princ. de Asturias	2012	1430.5859375	1008.4017638848436	800.65962752	684.8829577020313
Princ. de Asturias	2013	873.79296875	558.9906173596953	413.73192550399995	335.3941478851016
Princ. de Asturias	2014	482.396484375	254.79671607589336	155.54638510079997	103.2197073942551
Princ. de Asturias	2015	260.1982421875	113.87885062656267	61.509277020159985	41.260985369712756
Princ. de Asturias	2016	138.59912109375	50.90759771929693	25.901855404032	18.21304926848564
Reg. de Murcia	2003	14297.0	14297.0	14297.0	14297.0
Reg. de Murcia	2004	14297.0	14297.0	14297.0	14297.0
Reg. de Murcia	2005	14071.5	14003.85	13936.2	13868.55
Reg. de Murcia	2006	13616.75	13456.647500000001	13316.84	13197.3275
Reg. de Murcia	2007	13010.875	12773.076625	12587.368	12444.616375
Reg. de Murcia	2008	12250.4375	11939.07681875	11709.4736	11537.73081875
Reg. de Murcia	2009	9888.21875	9070.5768865625	8362.69472	7726.5865409375
Reg. de Murcia	2010	7606.109375	6635.301910296875	5931.738944	5444.129327046875
Reg. de Murcia	2011	5524.0546875	4559.655668603906	3939.9477888	3542.106466352344
Reg. de Murcia	2012	3764.02734375	2898.4794840113673	2391.18955776	2080.9053233176173
Reg. de Murcia	2013	2457.013671875	1761.9678194039784	1398.2379115519998	1196.545266165881
Reg. de Murcia	2014	1505.0068359375	976.1387367913924	722.0475823103999	585.1772633082941
Reg. de Murcia	2015	896.00341796875	528.1985578769873	374.00951646207994	301.90886316541474
Reg. de Murcia	2016	491.001708984375	240.7694952569455	143.60190329241598	96.79544315827076
