Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Andalucía	2003	5794.0	5794.0	5794.0	5794.0
Andalucía	2004	5794.0	5794.0	5794.0	5794.0
Andalucía	2005	6039.5	6113.15	6186.8	6260.45
Andalucía	2006	6184.25	6253.452499999999	6300.56	6325.5725
Andalucía	2007	5929.125	5876.808375	5799.312	5706.578625
Andalucía	2008	5267.5625	5050.78293125	4844.6624	4661.02893125
Andalucía	2009	4463.78125	4146.7740259375	3896.93248	3710.0514465625
Andalucía	2010	3844.390625	3547.620909078125	3359.386496	3249.252572328125
Andalucía	2011	3230.1953125	2942.0673181773436	2764.6772992	2647.6626286164064
Andalucía	2012	2574.09765625	2276.4235613620704	2087.33545984	1954.4831314308203
Andalucía	2013	2089.548828125	1839.9982464767245	1701.467091968	1622.474156571541
Andalucía	2014	1663.2744140625	1448.0493862668536	1329.8934183935999	1256.273707828577
Andalucía	2015	1318.13720703125	1139.2672851933987	1044.3786836787199	987.1636853914289
Andalucía	2016	1039.568603515625	893.3935498176895	817.675736735744	772.3081842695715
Aragón	2003	2215.0	2215.0	2215.0	2215.0
Aragón	2004	2215.0	2215.0	2215.0	2215.0
Aragón	2005	2290.5	2313.15	2335.8	2358.45
Aragón	2006	2432.75	2483.3525	2527.16	2564.1725
Aragón	2007	2489.875	2524.723375	2543.032	2547.858625
Aragón	2008	2277.4375	2225.9031812499998	2160.6064	2089.14293125
Aragón	2009	1926.71875	1803.4661134374999	1692.92128	1601.6571465625
Aragón	2010	1622.859375	1488.563139703125	1393.784256	1333.132857328125
Aragón	2011	1333.4296875	1199.5970988960937	1113.9568512	1058.4566428664061
Aragón	2012	1044.71484375	911.2589846136327	827.5913702400001	771.1228321433202
Aragón	2013	827.357421875	715.4406446147715	653.518274048	618.056141607166
Aragón	2014	647.1787109375	553.95422561517	504.30365480959995	474.5528070803583
Aragón	2015	501.08935546875	424.6339789653095	384.86073096192	360.9776403540179
Aragón	2016	400.544677734375	343.6218926378583	316.972146192384	303.0488820177009
Canarias	2003	655.0	655.0	655.0	655.0
Canarias	2004	655.0	655.0	655.0	655.0
Canarias	2005	699.0	712.2	725.4	738.6
Canarias	2006	735.5	751.07	762.68	770.33
Canarias	2007	751.75	762.0745000000001	766.936	768.1165
Canarias	2008	720.875	715.226075	705.3872	693.905825
Canarias	2009	663.4375	644.22912625	625.87744	610.39529125
Canarias	2010	595.71875	568.6801941875	547.575488	532.1197645625
Canarias	2011	548.359375	524.688067965625	510.3150976	502.555988228125
Canarias	2012	478.1796875	448.84082378796876	428.46301952	412.72779941140624
Canarias	2013	425.58984375	399.54428832578907	384.092603904	374.9863899705703
Canarias	2014	363.294921875	335.49050091402614	317.6185207808	304.69931949852855
Canarias	2015	298.6474609375	269.52167531990915	250.72370415616	237.53496597492642
Canarias	2016	235.82373046875	206.78258636196819	188.544740831232	176.22674829874632
Cantabria	2003	2881.0	2881.0	2881.0	2881.0
Cantabria	2004	2881.0	2881.0	2881.0	2881.0
Cantabria	2005	2938.5	2955.75	2973.0	2990.25
Cantabria	2006	3018.25	3048.2125	3073.0	3092.6125
Cantabria	2007	3001.125	3006.4743750000002	3001.8	2989.430625
Cantabria	2008	2673.0625	2576.51603125	2476.36	2377.22153125
Cantabria	2009	2311.53125	2169.2806109375	2055.272	1971.3610765625
Cantabria	2010	1920.765625	1753.748213828125	1635.0544	1552.068053828125
Cantabria	2011	1551.3828125	1382.1118748398437	1272.61088	1200.5034026914063
Cantabria	2012	1144.19140625	962.7891561939452	844.122176	760.1751701345704
Cantabria	2013	800.095703125	633.3762046678808	533.6244352	471.20875850672854
Cantabria	2014	542.0478515625	406.28167163375826	333.92488704	293.36043792533644
Cantabria	2015	367.02392578125	266.9985850718154	220.384977408	197.06802189626683
Cantabria	2016	245.511962890625	174.0495047751354	143.2769954816	127.65340109481335
Castilla y León	2003	3585.0	3585.0	3585.0	3585.0
Castilla y León	2004	3585.0	3585.0	3585.0	3585.0
Castilla y León	2005	3706.0	3742.3	3778.6	3814.9
Castilla y León	2006	3731.5	3751.855	3761.32	3759.895
Castilla y León	2007	3615.75	3588.14925	3552.264	3512.99475
Castilla y León	2008	3253.375	3135.0022375	3023.2528	2922.0997375
Castilla y León	2009	2745.1875	2551.3007831249997	2394.25056	2271.254986875
Castilla y León	2010	2332.09375	2140.30527409375	2014.050112	1936.61274934375
Castilla y León	2011	1905.546875	1710.4568459328125	1586.0100224	1501.8806374671876
Castilla y León	2012	1467.7734375	1268.1598960764843	1141.20200448	1053.5940318733594
Castilla y León	2013	1127.88671875	956.0559636267694	858.640400896	801.279701593668
Castilla y León	2014	838.443359375	691.4695872693693	610.9280801791999	561.6139850796834
Castilla y León	2015	607.2216796875	486.41435554427926	422.98561603583994	385.28069925398415
