Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Com. Foral de Navarra	2016	2246.23974609375	1841.7544567204645	1561.237543489536	1355.7273814911698
Com. Valenciana	2003	77637.0	77637.0	77637.0	77637.0
Com. Valenciana	2004	77637.0	77637.0	77637.0	77637.0
Com. Valenciana	2005	77053.0	76877.8	76702.6	76527.4
Com. Valenciana	2006	76377.5	76113.53	75902.12	75743.27
Com. Valenciana	2007	74753.75	74174.2355	73684.424	73260.6635
Com. Valenciana	2008	70819.875	69436.882425	68245.6848	67204.733175
Com. Valenciana	2009	63884.9375	61320.40884875	59209.13696	57462.73665875
Com. Valenciana	2010	58391.46875	55845.8430970625	54160.227392	53126.2368329375
Com. Valenciana	2011	51751.234375	48868.19508397188	46920.8454784	45511.761841646876
Com. Valenciana	2012	43496.1171875	40010.518279390155	37576.96909568	35754.538092082345
Com. Valenciana	2013	36787.05859375	33554.38139778655	31577.793819136	30361.826904604117
Com. Valenciana	2014	30213.529296875	27110.033489225294	25227.5587638272	23976.091345230205
Com. Valenciana	2015	22625.7646484375	19263.211721228854	17075.911752765438	15484.90456726151
Com. Valenciana	2016	16832.88232421875	13918.124102430098	12247.182350553088	11262.245228363076
Com. de Madrid	2003	84799.0	84799.0	84799.0	84799.0
Com. de Madrid	2004	84799.0	84799.0	84799.0	84799.0
Com. de Madrid	2005	85531.0	85750.6	85970.2	86189.8
Com. de Madrid	2006	85958.5	86163.61	86302.84	86376.19
Com. de Madrid	2007	84626.25	84298.3635	83895.768	83448.1095
Com. de Madrid	2008	81032.125	79839.127225	78729.5536	77738.505475
Com. de Madrid	2009	74925.5625	72676.04452875	70801.11072	69264.97527375
Com. de Madrid	2010	71581.78125	69791.3155850625	68750.622144	68289.3487636875
Com. de Madrid	2011	70556.890625	69622.76045477188	69375.7244288	69469.86743818437
Com. de Madrid	2012	65620.4453125	63812.56615917016	62422.34488576	61123.29337190922
Com. de Madrid	2013	60878.72265625	58823.44815570956	57394.068977152	56386.31466859546
Com. de Madrid	2014	53924.861328125	51119.35685449834	49055.6137954304	47441.76573342977
Com. de Madrid	2015	45466.9306640625	41947.62489907442	39418.32275908608	37530.638286671485
Com. de Madrid	2016	36392.46533203125	32438.36871467605	29738.064551817217	27828.631914333575
Cueta	2003	4747.0	4747.0	4747.0	4747.0
Cueta	2004	4747.0	4747.0	4747.0	4747.0
Cueta	2005	4415.5	4316.05	4216.6	4117.15
Cueta	2006	3864.75	3664.7175	3494.52	3354.1575000000003
Cueta	2007	3418.375	3214.451125	3076.504	2991.107875
Cueta	2008	3029.1875	2841.05789375	2727.3008	2657.55539375
Cueta	2009	2814.59375	2684.3702628125	2625.46016	2602.8777696875
Cueta	2010	2744.296875	2677.629591984375	2664.292032	2670.443888484375
Cueta	2011	2720.1484375	2689.5703571945314	2689.6584064	2694.7221944242187
Cueta	2012	2627.07421875	2588.449625018086	2565.13168128	2542.036109721211
Cueta	2013	2637.037109375	2626.50736875633	2630.626336256	2641.7518054860607
Cueta	2014	2689.5185546875	2701.5775790647153	2719.7252672512	2736.987590274303
Cueta	2015	2696.25927734375	2702.5021526726505	2706.34505345024	2704.699379513715
Cueta	2016	2598.629638671875	2571.5257534354278	2542.069010690048	2511.184968975686
Extremadura	2003	8653.0	8653.0	8653.0	8653.0
Extremadura	2004	8653.0	8653.0	8653.0	8653.0
Extremadura	2005	8679.5	8687.45	8695.4	8703.35
Extremadura	2006	8577.75	8550.0075	8519.88	8487.3675
Extremadura	2007	8549.875	8531.802625	8521.576	8520.268375
Extremadura	2008	8808.9375	8880.33091875	8958.7152	9040.61341875
Extremadura	2009	9032.46875	9124.5158215625	9196.54304	9245.2306709375
Extremadura	2010	9475.734375	9640.930537546876	9774.508608	9885.311533546876
Extremadura	2011	9695.8671875	9819.725688141407	9887.7017216	9914.465576677343
Extremadura	2012	9238.43359375	9144.553990849492	9002.34034432	8837.673278833867
Extremadura	2013	8804.716796875	8641.743896797323	8497.268068864	8394.333663941694
Extremadura	2014	8344.8583984375	8149.860363879063	8007.4536137728	7910.466683197084
Extremadura	2015	7381.42919921875	7024.151127357672	6735.89072275456	6492.6233341598545
Extremadura	2016	6170.714599609375	5682.4528945751845	5315.178144550911	5036.631166707993
Galicia	2003	4745.0	4745.0	4745.0	4745.0
Galicia	2004	4745.0	4745.0	4745.0	4745.0
Galicia	2005	4628.0	4592.9	4557.8	4522.7
Galicia	2006	4547.0	4510.415	4484.36	4468.835
Galicia	2007	4243.5	4139.64525	4048.872	3966.44175
Galicia	2008	3737.75	3549.6758375	3395.3743999999997	3268.7220875000003
Galicia	2009	3311.875	3118.286543125	2987.87488	2905.136104375
Galicia	2010	3014.9375	2858.10029009375	2771.974976	2727.35680521875
Galicia	2011	2710.46875	2564.2351015328127	2479.1949952	2422.0678402609374
Galicia	2012	2301.734375	2127.9322855364844	2010.23899904	1919.4533920130468
Galicia	2013	1938.8671875	1769.1762999377695	1662.847799808	1593.1726696006524
Galicia	2014	1614.93359375	1458.3617049782192	1365.3695599615999	1306.1086334800325
