Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Melilla	2009	202.96875	187.0406821875	174.67968	164.84362781250002
Melilla	2010	153.984375	133.714238765625	118.935936	107.992181390625
Melilla	2011	113.4921875	94.24998356796874	82.1871872	74.74960906953126
Melilla	2012	89.24609375	75.23749424878906	68.43743744	65.48748045347656
Melilla	2013	68.623046875	57.53312298707617	52.087487487999994	48.874374022673834
Melilla	2014	54.8115234375	46.78659304547666	43.2174974976	41.39371870113369
Melilla	2015	43.40576171875	37.17530756591683	34.24349949952	32.46968593505669
Melilla	2016	33.202880859375	27.96135764807089	25.248699899903997	23.473484296752837
País Vasco	2003	1469.0	1469.0	1469.0	1469.0
País Vasco	2004	1469.0	1469.0	1469.0	1469.0
País Vasco	2005	1443.0	1435.2	1427.4	1419.6
País Vasco	2006	1451.0	1450.67	1452.68	1457.03
País Vasco	2007	1451.5	1451.5345	1452.136	1452.2515
País Vasco	2008	1411.25	1399.187075	1387.2272	1375.062575
País Vasco	2009	1360.625	1341.21547625	1325.44544	1313.25312875
País Vasco	2010	1302.8125	1278.6754166875	1261.089088	1248.4126564375001
País Vasco	2011	1222.90625	1190.486395840625	1166.6178176	1148.270632821875
País Vasco	2012	1147.953125	1114.1202385442186	1091.72356352	1076.7635316410938
País Vasco	2013	1141.4765625	1127.6920834904765	1126.344712704	1132.0881765820548
País Vasco	2014	1106.23828125	1090.8422292216667	1082.0689425408	1074.0544088291028
País Vasco	2015	1059.619140625	1040.2447802275833	1026.81378850816	1016.0527204414551
País Vasco	2016	1011.3095703125	990.0356730796542	975.762757701632	965.6526360220728
Princ. de Asturias	2003	588.0	588.0	588.0	588.0
Princ. de Asturias	2004	588.0	588.0	588.0	588.0
Princ. de Asturias	2005	579.5	576.95	574.4	571.85
Princ. de Asturias	2006	589.25	591.2825	594.08	597.6425
Princ. de Asturias	2007	593.625	595.648875	597.216	597.982125
Princ. de Asturias	2008	576.8125	572.47710625	567.4432	561.89910625
Princ. de Asturias	2009	538.90625	526.0169871875	514.28864	504.0449553125
Princ. de Asturias	2010	494.953125	477.255945515625	463.657728	453.652247765625
Princ. de Asturias	2011	446.4765625	425.7395809304687	411.1315456	400.7826123882812
Princ. de Asturias	2012	402.73828125	382.35885332566403	369.42630912	361.08913061941405
Princ. de Asturias	2013	374.869140625	359.37559866398243	351.485261824	347.7044565309707
Princ. de Asturias	2014	336.4345703125	319.48145953239384	308.6970523648	300.4852228265485
Princ. de Asturias	2015	298.21728515625	280.81851083633785	269.73941047296	262.02426114132743
Princ. de Asturias	2016	273.108642578125	259.48647879271823	252.347882094592	248.70121305706638
Reg. de Murcia	2003	3497.0	3497.0	3497.0	3497.0
Reg. de Murcia	2004	3497.0	3497.0	3497.0	3497.0
Reg. de Murcia	2005	3551.5	3567.85	3584.2	3600.55
Reg. de Murcia	2006	3522.75	3519.8475	3512.04	3499.3275
Reg. de Murcia	2007	3455.875	3434.796625	3413.608	3394.516375
Reg. de Murcia	2008	3335.9375	3292.57881875	3255.5216	3224.92581875
Reg. de Murcia	2009	3126.96875	3049.1025865625	2985.50432	2933.3462909375
Reg. de Murcia	2010	2860.484375	2753.285905296875	2672.300864	2610.967314546875
Reg. de Murcia	2011	2544.7421875	2412.5000668539064	2317.6601728	2248.0983657273437
Reg. de Murcia	2012	2172.37109375	2014.3750233988671	1903.53203456	1822.4049182863673
Reg. de Murcia	2013	1966.685546875	1849.6812581896036	1789.506406912	1764.0702459143183
Reg. de Murcia	2014	1677.8427734375	1550.2384403663614	1469.1012813824	1407.753512295716
Reg. de Murcia	2015	1392.92138671875	1262.7834541282264	1180.22025627648	1122.9876756147858
Reg. de Murcia	2016	1187.960693359375	1080.9242089448792	1022.444051255296	989.9993837807393
