Year	Province	Immigrant Stock	Entity Effect	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2003	Andalucía	122380.0	116992.77671759466	112206.90562588525	119273.17199340579	119003.99897787062	118110.26287975896	117656.6605854426	116572.67419170651	116761.27775257219
2003	Aragón	18782.0	18043.24675711415	18300.26945496553	17994.053717252427	17772.89663664186	17782.517287598374	17727.769750066764	17545.8803771421	17518.51800347054
2003	Canarias	4231.0	4002.681478753587	4070.4202215136415	4083.7963519091722	4072.0272237718186	4069.646274482983	4042.78297459649	4239.328668418925	4235.794211840428
2003	Cantabria	1906.0	1841.7283832047906	1970.3550337720067	1921.5322070505856	1897.9582767487807	1898.5912331862808	1900.8604584145316	1880.9265999170786	1884.352247962658
2003	Castilla y León	21624.0	19123.7937661449	20525.85765007804	20388.444819558707	19751.3488871303	19755.322415021095	19849.275629642332	19613.71920675753	19569.843317322655
2003	Castilla-La Mancha	30857.0	28143.24777392558	28189.957744087715	28032.45874439044	27926.109065858334	27907.101676723727	28030.916353982695	28293.239210021555	28274.58589817545
2003	Cataluña	239206.0	227387.7041970203	207712.61864603733	223535.74201159258	222560.32637998273	223175.37289496127	224554.17385096298	223529.18767074595	222816.20853880397
2003	Com. Foral de Navarra	10797.0	10199.981375584852	10357.300166958827	10155.68604089083	10215.784214267338	10220.393965459212	10089.053512708522	9950.731923036852	9942.118107610628
2003	Com. Valenciana	77637.0	72529.05661081929	70405.64715985396	72740.23771837539	72387.71743003931	72282.73119374929	72450.1530358467	72378.63452610272	72213.54684611708
2003	Com. de Madrid	84799.0	82111.90792390214	75356.24213303755	80853.91512905834	81544.02144051291	81923.02617107228	81766.79192407698	82178.95377083417	82438.5265636332
2003	Cueta	4747.0	4565.3523094483535	4476.368589398227	4387.398437250626	4578.63815408171	4578.031318769648	4581.56252380299	4677.373035817884	4656.9788107724025
2003	Extremadura	8653.0	8948.230797172651	8200.69158607974	8013.951487471127	7860.228770291757	7855.198558528348	7924.347421181341	8103.505923806663	8087.73888142677
2003	Galicia	4745.0	4404.660292050058	4677.1479786289965	4658.776770364281	4500.590328894289	4501.505425464101	4533.573457594071	4481.7774907600115	4497.22561343706
2003	Illes Balears	24270.0	23610.73596825028	22737.43589413371	22580.993409765997	22796.119803592162	22819.84787191658	22654.6411058239	22859.6119248714	23034.706430796512
2003	La Rioja	8495.0	7918.071928061748	7942.336642666387	7732.560254701041	7720.226099492904	7722.518308854813	7677.333652558361	7589.174977677494	7592.069234914348
2003	Melilla	9219.0	10174.836124912734	9824.356729842177	9655.792391529321	10523.435437527636	10519.616014783289	10623.706810624686	10417.963766426461	10428.621251140856
2003	País Vasco	8916.0	8080.377891137009	8662.384884319135	8650.93652532767	8609.684763585994	8619.524470943119	8532.579578784675	8376.779704414848	8329.958823033718
