	Values
beta	0.8886106701400653
a_Centro	-0.3284588661001814
a_Isole	-0.2707932850610635
a_Nord Est	-0.6716772939353148
a_ Nord Ovest	-0.6685889625536823
a_Sud	-0.46551613536977354
rho	-0.28784240817321344
