	Values
beta	0.8887181634446132
a_Centro	-0.381153845708011
a_Isole	-0.40363347475286493
a_Nord Est	-0.5097633061022606
a_ Nord Ovest	-0.7120454676465454
a_Sud	-0.3461264111172194
rho	-0.3770870184675769
