Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2012	Centro	255854	261527.32780699185	146557.70061240846	196079.67981582298	202027.00546884598	260386.32476105262	261527.3278138651	266193.5763337913	179595.9640827358
2012	Isole	44120	46363.32991408871	88422.445140691	83009.75824837768	83587.68740155429	46238.8246206811	46363.32991552956	46408.654713868185	34689.81930864675
2012	Nord-est	189656	186835.37921111257	165190.87328011746	155342.37566810992	149225.68943592627	185465.7232596151	186835.37921579016	187998.8047497159	192030.63234064475
2012	Nord-ovest	259678	253372.05833541043	213530.40871937494	276278.4298614525	269698.4688766826	255838.8544599741	253372.05834084062	257515.23882670086	232964.61760456982
2012	Sud	97358	102204.58806590877	105078.72888148045	77136.59206940989	78272.54236095244	102816.55282629003	102204.58806884247	100817.05438378529	83229.41046088052
2013	Centro	281074	288366.1729497611	161597.9622332501	216202.05940173165	222759.72032469977	287108.0761977294	288366.17295733973	293511.28815048945	198026.72735593448
2013	Isole	50661	51456.20989295409	98135.3993519998	92128.14419298068	92769.55722056556	51318.02804703756	51456.20989455321	51506.513493129714	38500.39733560979
2013	Nord-est	213912	207825.96126927887	183749.73828463277	172794.78161681164	165990.89789118303	206302.42720453136	207825.961274482	209120.09534573907	213604.89072172617
2013	Nord-ovest	288292	281304.49353875685	237070.59047691664	306736.1267001919	299430.7726509494	284043.23607825645	281304.4935447857	285904.4296856198	258647.28020226557
2013	Sud	113424	113660.93680331096	116857.24671252798	85783.01113811159	87046.29272597397	114341.49810952839	113660.9368065735	112117.87126055274	92558.7876394603
2014	Centro	338750	334943.33191631857	187699.40783145156	251123.2070059821	258740.06711356153	333482.0262656305	334943.33192512067	340919.49066891026	230012.1792740112
2014	Isole	60051	59945.335690784654	114325.5492299748	107327.23109040056	108074.46294706095	59784.356925402	59945.3356926476	60003.938261888434	44852.10331878221
2014	Nord-est	239333	241821.7755418951	213807.20529796922	201060.25560882708	193143.40425366745	240049.0243880662	241821.77554794977	243327.60185083002	248546.01236191182
2014	Nord-ovest	325716	326972.06585588725	275557.1364921433	356532.3246639743	348041.0038349298	330155.42170890776	326972.0658628949	332318.7654617993	300636.63211298676
2014	Sud	132790	132541.46218301842	136268.71976924443	100032.65894581543	101505.78765224086	133335.07336702035	132541.4621868229	130742.07385283663	107933.97799325718
2015	Centro	359595	350741.7996838741	196552.73543062678	262968.08198489464	270944.2109819638	349211.56777605216	350741.7996930914	356999.8394068569	240861.29807752732
2015	Isole	64218	62702.816607546134	119584.51586461146	112264.27561888963	113045.8800845511	62534.43283110747	62702.816609494774	62764.11489249703	46915.29668575453
2015	Nord-est	248489	251966.1279173945	222776.35468951147	209494.67420919237	201245.71326765948	250119.01037394576	251966.12792370317	253535.1231971961	258972.44449472713
2015	Nord-ovest	334062	340911.9325889055	287305.0200612725	371732.43993626646	362879.1068954621	344231.0051008972	340911.93259621185	346486.5791289777	313453.7349310776
2015	Sud	141139	138522.89381201717	142418.3579054635	104547.00864662931	106086.61782258534	139352.31968343034	138522.89381599336	136642.30132055836	112804.9044126523
2016	Centro	362755	358674.0788929719	200997.91755078724	268915.2951521452	277071.81006919756	357109.2396849695	358674.07890239765	365073.6487056933	246308.55035466875
2016	Isole	66739	64152.6572097385	122349.59877275574	114860.09688776056	115659.77393692752	63980.37999359426	64152.6572117322	64215.37285912652	48000.091686665575
2016	Nord-est	252288	257280.97179338578	227475.48450598223	213913.64709049388	205490.6868106147	255394.8921027422	257280.97179982753	258883.06265243542	264435.0760081365
2016	Nord-ovest	339242	347816.7723823387	293124.10395284276	379261.51914534514	370228.87045014155	351203.069481584	347816.77238979307	353504.32796895533	319802.435623119
2016	Sud	145993	141667.68344771457	145651.5835734312	106920.46721501068	108495.02907529441	142515.93920213304	141667.68345178128	139744.39716309766	115365.83628817453
