	Values
beta	0.4163959172642222
a_Centro	-1.0639873135892488
a_Isole	-0.9735105094675549
a_Nord Est	-0.691658226665411
a_ Nord Ovest	-0.7594837410590645
a_Sud	-1.5382870746707291
rho	7.042414937810219
