	Values
beta	0.6092868686183852
a_Centro	-0.47022074907681516
a_Isole	-2.1771560117088935
a_Nord Est	-1.0067858216593202
a_ Nord Ovest	-0.1962728034382711
a_Sud	-1.6503777413228375
rho	140.31867422310683
