Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2012	Centro	8395	9148.102059235442	7742.01668474094	7981.556796559838	8990.971653081882	8997.822232636783	9148.102057572614	9679.754893293857	7301.087687904533
2012	Isole	308	347.5962782058237	417.3210578697005	367.8645958724594	371.88438757683724	371.7553923531508	347.59627814150434	394.84246810040986	237.1579638873879
2012	Nord-est	4652	4336.198348938933	4632.4138282483345	4859.888538864553	4338.339562670394	4342.2462837213025	4336.198348283369	4649.6426708815425	4387.808331992984
2012	Nord-ovest	53284	52762.278572461626	37937.938254097884	52876.85298189215	52799.05090445157	52767.06581911366	52762.27856417852	53301.38407143593	50914.56362585775
2012	Sud	539	609.6408880161908	686.7446083923352	589.5316795914272	575.5141442019747	575.170854151166	609.6408878921011	687.4804949434284	543.9583555050966
2013	Centro	10012	10058.181187184111	8512.214453348031	8775.584694592824	9885.419002757802	9892.951097388386	10058.181185355861	10642.724352423611	8027.420589861711
2013	Isole	452	419.3640031551884	503.4847620709176	443.8170924626298	448.6668450252848	448.5112163353801	419.36400307758913	476.3650488231506	286.12364214399776
2013	Nord-est	5086	5122.404474541903	5472.327465729404	5741.0461408773635	5124.933916674474	5129.548974331331	5122.404473767469	5492.680109564784	5183.371982679938
2013	Nord-ovest	60693	60448.84546752455	43464.85081626863	60580.1114203527	60490.974903062255	60454.330134618416	60448.845458034746	61066.48947153464	58331.94986905453
2013	Sud	732	733.5206191144039	826.2919043383556	709.3251963604736	692.4592816237044	692.0462346389061	733.5206189650991	827.1773238847913	654.4913202933901
2014	Centro	13354	13009.496580310635	11009.905544633031	11350.555030764326	12786.04176222038	12795.78395690902	13009.496577945933	13765.558950604465	10382.8613512736
2014	Isole	603	643.2399331822434	772.2682497212992	680.7472142408833	688.1859893643605	687.9472788709887	643.2399330632179	730.6707773436812	438.86969570551753
2014	Nord-est	6210	6168.477721826089	6589.860333492642	6913.455467248074	6171.523714683731	6177.081237617112	6168.477720893514	6614.369298121022	6241.8957265099925
2014	Nord-ovest	74989	75287.99910070427	54134.725384052654	75451.48859106663	75340.47058928845	75294.83015939592	75287.99908888488	76057.2641025222	72651.44198069246
2014	Sud	1148	1055.6632207668779	1189.1771687080263	1020.8418166418413	996.5688440651559	995.9743979119892	1055.6632205520032	1190.4514407949507	941.9263714482256
2015	Centro	15991	14838.82183177088	12558.059088058495	12946.608867873718	14583.946002208746	14595.058091776784	14838.821829073664	15701.19761527935	11842.84332175519
2015	Isole	749	733.811539515057	881.0077297953255	776.6000453848669	785.0862396397229	784.813917438312	733.8115393792723	833.5531118981704	500.66488481045155
2015	Nord-est	6251	6543.00428992552	6989.97165532244	7333.2142580912305	6546.235223914973	6552.130178559263	6543.004288936323	7015.968711312086	6620.87995735393
2015	Nord-ovest	79583	80640.35921307368	57983.26098468817	80815.47146718936	80696.56099474426	80647.67590409056	80640.35920041402	81464.31265608745	77816.36447575636
2015	Sud	1419	1375.5465760582563	1549.517450797127	1330.1737125583427	1298.5456292247577	1297.7710560895437	1375.54657577827	1551.1778483288897	1227.3455867898476
2016	Centro	16894	17070.71654532906	14446.906195257981	14893.897420718617	16777.505056570888	16790.288506186556	17070.71654222616	18062.801545252016	13624.115426979222
2016	Isole	952	869.9712565065197	1044.4798976430773	920.6992271244195	930.760046123987	930.437194172254	869.9712563455398	988.2200116425006	593.5639268020848
2016	Nord-est	6370	6526.117205179336	6971.930975768156	7314.287690852236	6529.339800330288	6535.219540465426	6526.117204192693	6997.860934982653	6603.791880381966
2016	Nord-ovest	84284	84004.85214190025	60402.45000464061	84187.27046392624	84063.39878536042	84012.47410133891	84004.8521287124	84863.18273253283	81063.03414068051
2016	Sud	1641	1624.2392617605713	1829.663294702758	1570.6631869131122	1533.316887181224	1532.4022746779362	1624.2392614299642	1831.623884702515	1449.2441946423855
