	Values
beta	0.06718343793724532
a_Centro	-1.1043345964492033
a_Isole	-2.709746639587402
a_Nord Est	-1.4117503083362497
a_ Nord Ovest	-1.130124708665265
a_Sud	-1.9704324766830674
rho	7.0426531982865885
