	Values
beta	1.0534635897132767
a_Centro	0.0689059211488706
a_Isole	0.25196556723474645
a_Nord Est	0.0602798984851078
a_ Nord Ovest	0.06198520219989785
a_Sud	0.12986775546617477
rho	7.042867003015782
