	Values
beta	0.29838487340414477
a_Centro	-1.268580418703915
a_Isole	-3.5683882806010545
a_Nord Est	-1.8188304488390068
a_ Nord Ovest	-0.2046480627179383
a_Sud	-3.4110419491581507
rho	7.029556048141338
