	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.74988	0.99573	0.99739	0.9935	0.99978	0.99759	0.99061
R2_adj	0.74095	0.99542	0.99709	0.99246	0.99973	0.99696	0.98762
internal_migration - Foreign country	5.902933615772084e-06	1.974664586078389e-05	1.973397913166398e-05	2.3026560079557595e-05	5.7433503958410556e-05	8.869171142578125e-05	0.00016689300537109375
Furniture, articles and services for the house		-0.002106022409458237	-0.003830203742692717	-0.0032241637826379566	-0.039233086278095186	-0.0296630859375	-0.01513671875
Communications			0.002367138070125563	0.0019035722569148983	0.25770068126701773	0.14990234375	-0.00390625
Free activities in non voluntary associations				-0.0008024322105593118	-0.006733234612962269	0.0147705078125	0.047607421875
Alcoholic beverages and tobacco					-0.33459624541434607	-0.18310546875	0.0400390625
Pay money to an association						-0.0059814453125	-0.015869140625
Transport							-0.001861572265625
