	Values
beta	0.36295294521239096
a_Centro	-0.7822660723930073
a_Isole	-2.0628843049163095
a_Nord Est	-0.8637305528440281
a_ Nord Ovest	-0.7318848519367477
a_Sud	-1.5150785294952986
rho	7.029212522734565
