	1 features	2 features	3 features	4 features	5 features	6 features	7 features
R2	0.97893	0.98068	0.99396	0.99938	0.99945	0.93791	0.99161
R2_adj	0.97818	0.97925	0.99326	0.99928	0.99933	0.92171	0.98893
Accommodation and catering services	0.0006269694096707518	0.0007879626042080236	0.005733877697270073	0.01248898281943589	0.009137262209833352	0.0025634765625	0.0043487548828125
reach_difficulty - Municipal offices		-4.084454771894133e-05	9.568962210534937e-05	-7.285543194124333e-05	-0.00013197040801493642	0.00048065185546875	-0.000514984130859375
Recreation, shows and culture			-0.005264739673857433	-0.01873131215155155	-0.012590179094672749	0.0	-0.005126953125
Non food				0.0004549828835903602	0.00026629948563794414	-0.0001068115234375	8.392333984375e-05
work_satisfaction - Not at all					0.04534263615914824	0.236328125	0.1455078125
reach_difficulty - Food stores, markets						-0.0018024444580078125	-9.1552734375e-05
Free activity for a union							0.00341796875
