	Values
beta	0.3338243616889627
a_Centro	-0.6717688487766394
a_Isole	-2.0741972924067147
a_Nord Est	-1.3131339112956626
a_ Nord Ovest	-0.6187902080262161
a_Sud	-1.9227820118667187
rho	7.0263527862817545
