	Values
beta	0.8218759348290164
a_Centro	-0.32471509254387254
a_Isole	-0.785577661008232
a_Nord Est	-0.5142920282088898
a_ Nord Ovest	-0.05013053618523431
a_Sud	-0.686395987486872
rho	7.0209379889862005
