	Values
beta	0.7340656782204048
a_Centro	-0.4864665387871057
a_Isole	-0.4871521984984668
a_Nord Est	-0.29695402427734363
a_ Nord Ovest	-0.33039963486821816
a_Sud	-0.7322515078037435
rho	7.040502673920749
