	Values
beta	0.665643415891992
a_Centro	-0.6864145985963744
a_Isole	-1.866999837056921
a_Nord Est	-0.9222416046874788
a_ Nord Ovest	-0.08321017594924827
a_Sud	-1.621282182281695
rho	6.975645350434484
