	Values
beta	0.7258035250952075
a_Centro	-0.3682756457499253
a_Isole	-1.1565327749171217
a_Nord Est	-0.34219369826968776
a_ Nord Ovest	-0.29260174730524213
a_Sud	-0.6478804799359507
rho	7.0438393509557695
