	Values
beta	0.5800029244860926
a_Centro	-0.4479620736341462
a_Isole	-1.3109327033939242
a_Nord Est	-0.8137979411717347
a_ Nord Ovest	-0.3739074171357554
a_Sud	-1.2212284220156802
rho	7.026232734595349
