	Values
beta	0.5132870362365525
a_Centro	-0.607743039934078
a_Isole	-2.679244646436805
a_Nord Est	-1.2171077931991452
a_ Nord Ovest	-0.24203802520307638
a_Sud	-2.030286554197661
rho	7.023927414627614
