Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2005	Centro	30545	32590.199572471938	27666.671044679504	30617.128943735355	30608.35723000199	34410.17703003239	32590.19956972231	34170.66238341517	33536.58845638602
2005	Isole	3854	4014.687475759699	5035.5333677090675	4892.057982134482	4917.5388732549745	4474.662300928667	4014.6874753124885	4099.007711772128	4531.4855227635
2005	Nord-est	30171	31058.10067024364	27575.810612600097	27705.938810561107	28487.6796973493	28362.204003244806	31058.10066808709	31211.314417292033	30385.70334632041
2005	Nord-ovest	37566	37906.463717309896	35189.43008054873	38806.85415122794	38091.41475593749	35224.37148654133	37906.46371459493	39020.884684920944	39846.301737123635
2005	Sud	10361	10316.387213770799	10790.993394138162	9510.12173515096	9370.485061992274	9897.528485686935	10316.387212887175	10297.379436701924	10403.849645613767
2006	Centro	34920	35934.3608163207	30505.616809592233	33758.82851461018	33749.15671356547	37941.09067669224	35934.36081328892	37676.99883788047	36977.86101187793
2006	Isole	4935	4823.7409723758965	6050.3112061015	5877.92217206028	5908.538059163001	5376.411491270811	4823.740971838571	4925.053709596276	5444.685922344722
2006	Nord-est	34852	35646.32210713165	31649.592417084892	31798.94448819157	32696.172163207284	32552.159911583934	35646.32210465651	35822.17016160589	34874.5913484796
2006	Nord-ovest	41547	42946.522234363445	39868.230722845	43966.62893907332	43156.06443676787	39907.817952098354	42946.5222312875	44209.11705779176	45144.28189008546
2006	Sud	12506	12297.467483877424	12863.21341312329	11336.372935830112	11169.921501607714	11798.174322209927	12297.467482824139	12274.809598359807	12401.725533654197
2007	Centro	40315	39051.70589802735	33152.01241439785	36687.443791006124	36676.932950648195	41232.52176740067	39051.705894732564	40945.51967288554	40185.73087622947
2007	Isole	5770	5691.265407236684	7138.42784417624	6935.035549348592	6971.1575426681675	6343.3308112040295	5691.265406602714	5810.7987072121105	6423.884039496122
2007	Nord-est	39761	39030.99846651269	34654.772780888	34818.30607447194	35800.726979001796	35643.04052946081	39030.998463802534	39223.543580252495	38185.99061501593
2007	Nord-ovest	45818	45564.572285955495	42298.62596954823	46646.865409307626	45786.88832766698	42340.62646400197	45564.57228269204	46904.1357734488	47896.30890839566
2007	Sud	14380	13900.828873074015	14540.337565282001	12814.425444013032	12626.271833862258	13336.437155272304	13900.828871883377	13875.21682005421	14018.680236412612
2008	Centro	42916	43210.99452290366	36682.941088474756	40594.92143191056	40583.291111168095	45624.08302748835	43210.994519257954	45306.51313780059	44465.801348753565
2008	Isole	6633	6355.464181834274	7971.517620770803	7744.388440853358	7784.726049151713	7083.6288381263985	6355.464181126316	6488.947608132456	7173.583025905191
2008	Nord-est	43852	42817.50944110843	38016.73334076292	38196.13147601619	39273.85989720787	39100.8758253874	42817.50943813535	43028.73391778859	41890.52491391734
2008	Nord-ovest	48416	48770.709202272315	45274.95559203089	49929.15754365827	49008.66844291352	45319.91143817609	48770.70919877922	50204.530656724	51266.51774483094
