Year	Province	Immigrant Stock	Prediction step I	1 features	2 features	3 features	4 features	5 features	6 features	7 features
2005	Centro	9006	8930.026911800245	3523.5941803762144	6278.490434405657	8002.965211535822	8715.098936965687	8930.026967149903	9458.05420936703	9628.749677509993
2005	Isole	323	328.8281205171287	858.3789921624485	423.85049301180237	431.7793991953209	328.8009646705742	328.8281226293567	357.30221788615347	401.43903378581643
2005	Nord-est	4029	4227.870167869441	3531.6336396535826	4678.219420475689	3808.8904057435075	4047.575998646142	4227.870193948834	4353.931909551354	5192.519497307419
2005	Nord-ovest	39760	38826.91954374497	8632.548683069768	44243.19518832534	41658.10276804158	40268.70356079098	38826.91979818108	39807.631250560626	41280.256964884094
2005	Sud	476	443.4803248300879	1130.3192660605841	388.6898991215385	378.24428072802664	457.539375620944	443.4803277291481	471.1629537982302	541.8825933005047
2006	Centro	10474	10371.701902130395	4092.447741075862	7292.09797732906	9294.974172752642	10122.075679563588	10371.701966415772	10984.97460339328	11183.227366695033
2006	Isole	368	367.3340181633446	958.8954977517196	473.48354652177574	482.34093062703954	367.3036823568577	367.3340205229153	399.14244313529997	448.44769691913643
2006	Nord-est	4640	4746.767455066265	3965.0800422692932	5252.3892198807725	4276.365238294077	4544.345322685924	4746.767484346449	4888.301075774922	5829.810656658991
2006	Nord-ovest	46384	46615.3634131206	10364.185435555142	53118.11100382982	50014.46476961693	48346.360533355866	46615.36371859505	47792.799922478756	49560.82539684968
2006	Sud	515	493.48507314318226	1257.7687316810843	432.51673762866113	420.8933206057686	509.1293561460584	493.4850763691268	524.2890646987789	602.9827169725531
2007	Centro	11812	11645.226521695267	4594.9528267139585	8187.482976824683	10436.289123656588	11364.949096160288	11645.226593874144	12333.801993027659	12556.397894740447
2007	Isole	400	410.0328507991718	1070.3573181909642	528.5211790553385	538.408143713454	409.9989887646199	410.03285343301854	445.5386807135762	500.5751673135545
2007	Nord-est	5110	5314.773135334123	4439.547773845639	5880.898397992236	4788.081847385285	5088.128851333253	5314.77316811802	5473.242892323396	6527.414994603575
2007	Nord-ovest	51465	52385.16371554942	11647.008862898905	59692.786614919896	56204.987653587996	54330.41439891417	52385.164058833856	53708.337017037215	55695.19922611985
2007	Sud	547	542.8129009907937	1383.4928981149333	475.75028679979647	462.96501515330993	560.0209567210796	542.8129045391973	576.696000862262	663.2557207099469
2008	Centro	12508	12817.98571578823	5057.698069488993	9012.022192069844	11487.299509687182	12509.482310528383	12817.985795236045	13575.905756187398	13820.918687729081
2008	Isole	423	446.62383058445533	1165.875086868817	575.6859555877928	586.4552244886972	446.58694673099467	446.62383345334433	485.2981702953931	545.2460657366577
