Year	Province	Previous time	Previous two times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2014	Nord-ovest	172019.55091143964	170643.51894482266	173534.73496348213	170410.3766272703	171308.783651343	174797.00874558647	179058.93243621345	180976.15345484516
2014	Sud	47713.50532235293	47350.694552439345	44362.498890821604	48202.04999987442	48365.763974834095	49302.280066238556	48683.90665111935	49507.57525539945
2015	Centro	137597.71703265392	138497.31738681952	134582.28134231112	138209.4426643985	134776.65072796502	135911.47542855077	135406.63702660814	127487.7734867887
2015	Isole	8396.001318762914	8511.67655624292	5985.707870648661	9071.219241810359	9655.899795491943	8462.21829354384	9107.914120520667	5832.433419517034
2015	Nord-est	148796.9011176415	148184.31003392875	149052.9369655411	147865.36195443053	147061.28981091498	143561.68636518338	145389.82891185707	132921.66969214132
2015	Nord-ovest	184745.37542487303	185998.2166910193	183517.55153429267	185616.0057685787	184882.46025883543	182051.88702255295	182140.61925402714	166526.68240107945
2015	Sud	51194.03708413376	51521.91332120619	45023.24527346542	52343.819080942034	52374.64072177318	53058.00427481722	50962.14318700248	40800.160569608
2016	Centro	137181.92895692022	133962.71233389387	129936.36738402769	133747.71027135735	129867.23902545044	126297.6562509144	124415.23151530253	107246.09344750141
2016	Isole	9047.298429874596	9120.468024139023	7037.765581458887	9673.590933496154	10021.597353553554	6162.4388021647865	5731.748055680793	3428.8619678379123
2016	Nord-est	145117.33295870497	140349.2141547599	142886.8976916217	140136.82293215295	138393.04490333417	129088.05255066059	129386.00263463665	115939.33739857246
2016	Nord-ovest	182426.75770931543	177403.10993636545	175720.51997939355	177147.31948193413	174941.74612917742	166179.45766572456	165629.66700111073	145770.59925334866
2016	Sud	51319.0861294672	50232.815232282584	43304.20235194048	51074.572294782214	50799.5961412381	47491.234681307484	44429.39899130344	35723.17997932959
