Year	Province	Previous time	Previous two times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2006	Centro	9377.369120138675	10009.110191053282	10727.226860956116	10128.389636242464	10569.471441907706	10523.95714776815	10582.991071758384	12727.563546122514
2006	Isole	336.31914565898205	350.05965024717966	1120.8310018069442	450.5157122516398	382.9851922978514	664.894981057897	433.0856141865165	458.0921336130539
2006	Nord-est	4195.138816904144	4381.774814401346	4923.342157712844	4543.591146900005	4933.695508644441	4039.1579000544134	3449.272226195819	3140.405062185677
2006	Nord-ovest	41399.53322415209	45011.988899105774	44910.11097079507	45005.19650273274	44916.30560004671	45289.91357566157	45844.644688199725	46213.0283822803
2006	Sud	495.62821465534194	514.4599254382283	1592.1634286872795	728.0323326945188	776.3641255243649	485.4537114230916	-210.51576443374506	418.6953936648547
2007	Centro	10905.90319390767	11110.81734610335	12264.94300250005	11228.851525925405	11631.65642513337	11390.27711567631	11336.058602155112	12040.633471594689
2007	Isole	383.1747541873232	388.54808737056544	290.5725975958203	488.9102834239885	528.7344635110802	595.5287808090956	-261.2884814457743	-195.30719973283226
2007	Nord-est	4831.333857144509	4911.192342536748	6041.969688800033	5072.540575648441	5226.621161511257	5073.445416072062	6089.475634342249	6393.719774141123
2007	Nord-ovest	48296.67879952391	49238.283090416015	50702.40485874067	49232.378610224645	49172.99651073441	49437.730815747775	48893.98757794598	50661.61208062985
2007	Sud	536.2364087132376	537.0994506280986	1195.856673010645	750.4964553557056	916.9718482478777	2215.8062060318716	2641.2888777896205	2205.024377550365
2008	Centro	12299.076620817015	12442.006838989655	13355.444508761342	12554.868436946574	13008.52735673469	13036.508952116288	12570.448754551257	13447.720507109723
2008	Isole	416.4942980296991	417.6390454035343	648.8333815046308	517.8995265731738	461.9968971014048	-159.6143453073526	-307.3423498389302	42.02266650940146
2008	Nord-est	5320.714657329406	5352.330715999174	6054.702983405424	5513.125216318136	5524.953954650412	6227.267683425269	5784.263432139116	6506.046265999589
2008	Nord-ovest	53587.19762024616	54002.078512433945	54907.965537856646	53978.03449973368	53777.634312186776	53003.76836708543	52873.455454682975	54777.45221414258
2008	Sud	569.5559525556135	567.8562822854815	1803.0274443216913	780.8336227995158	700.963255420335	550.4974318093573	526.2833147878455	486.98563635542087
2009	Centro	13023.77669938869	12974.990992944933	13061.246745885695	13088.67134751515	13357.091292642574	13722.167140453186	13385.214246512214	12863.587572177028
2009	Isole	440.4427201664068	438.6436121661294	964.8420809370673	539.0984088933908	413.8706986779361	239.82548751208736	519.8295990706115	1042.9696857848735
2009	Nord-est	5763.2398489859615	5774.1381990189775	5874.759589763144	5935.125336496046	5789.304395711462	5260.728031982345	5885.736107337638	6051.240478227742
2009	Nord-ovest	56939.97671938524	56775.85285115179	57457.52674519176	56744.71449715295	56922.806539241385	58135.50180003391	58587.75162719606	58967.78442762051
2009	Sud	584.133252986653	577.1650649248056	1400.4853865925088	790.7481535208378	549.8451024106439	-406.2717744104492	-719.4047907924332	-341.6358309113157
2010	Centro	13957.76516272029	13947.429470132238	13078.968209536322	14057.804119806158	14448.987740705896	13828.851988243532	13535.18952475825	12562.515555215206
2010	Isole	475.84473549893124	476.44183662712123	217.983139383221	576.8798290419832	508.52179302763625	-20.576583351313502	689.4663858241538	-194.34719085559686
2010	Nord-est	6522.300707145088	6603.497331274594	6434.86442349511	6761.905103001455	6680.19671590472	7696.388274903442	8681.6534931886	7746.561339126141
2010	Nord-ovest	62380.433487398186	62671.88645539298	62693.529130332834	62610.44151284164	62628.24899714469	63519.567028793615	63682.847478610594	61740.38322318648
