Year	Province	Previous time	Previous two times	Previous three times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2012	Isole	3462.57152993123	3468.4455365207455	3414.1185984681288	3446.22494309812	3414.1185984681288	3413.506844274016	3520.001431766089	3415.301601034142	3077.094222842188
2012	Nord-est	16133.619602570196	16134.943833779429	15720.787735683545	16024.131284937937	15720.78773568355	15700.227193704452	15678.336132508637	15406.806709991843	15355.338355934118
2012	Nord-ovest	11903.591535622958	11886.038423799355	11662.302695732804	10993.458419276913	11662.302695732806	11740.447537216067	11635.174846889215	11422.795673098535	9983.24478060255
2012	Sud	4090.7637606218786	4092.309976974832	4156.024209535339	3761.4683787121608	4156.024209535339	4145.488454687177	4148.928383639904	3851.7817322371957	3425.68760853168
2013	Centro	9792.58510808676	9511.421329979512	9744.288762489974	9609.154446650104	9744.28876248997	9609.230569860174	9661.017416824734	9916.013393312493	10005.106121124432
2013	Isole	2651.031327603598	2561.4090509164193	2770.818460211248	2634.1746366509433	2770.8184602112433	2714.560785086073	2745.1526896711566	2524.505547754273	2455.781741848962
2013	Nord-est	14564.641878070108	14383.006404419255	14231.101426507437	14968.442011727446	14231.101426507435	14182.069130908625	14217.148201800455	14110.545786181428	14692.899936392409
2013	Nord-ovest	9601.221924574937	9345.116643027079	9294.439438397603	9237.357806913647	9294.4394383976	9482.58674089292	9482.277709558333	9358.805322731403	9462.074869625338
2013	Sud	3254.176021185369	3161.3255944999323	3281.936338439944	2836.6680898792642	3281.9363384399408	3344.6745858749273	3314.9803797279137	3346.335655154829	2862.134859576263
2014	Centro	10013.003434644883	10027.83296770977	4963.760177005872	9103.544877013745	4963.760177005945	4864.017550309087	5205.462467710316	4752.951979618995	6437.139345396799
2014	Isole	2663.0541454158592	2661.9869022209873	1085.8808933209393	2477.202391711907	1085.8808933209616	1051.1601283020939	1096.1765316023166	820.7198725649732	1419.4103559514735
2014	Nord-est	14806.100135799687	14818.944339805837	11172.904977122595	14761.047331984526	11172.904977122642	11188.978856000082	11493.009391228949	11022.642338267313	12416.479634867315
2014	Nord-ovest	9660.334112151886	9658.12939618301	5062.011473183502	9293.648165809387	5062.011473183566	5328.07217605367	5723.122327132813	5497.914207495205	5799.413747008897
2014	Sud	3458.5639239938096	3477.4785241829427	1762.4882960718514	2510.181211393855	1762.4882960718746	1764.9959137686471	1961.9671573323885	1639.8255618040794	963.0544052288465
2015	Centro	11208.271905480518	11326.8771684706	10772.053039071296	9942.845757047948	10772.053039071305	10719.039951075543	10628.901376803806	10437.271138933293	6696.376272819268
2015	Isole	2917.537122442055	2942.3184233630923	2733.1590908391327	2533.2950078451277	2733.159090839135	2738.511978600678	2737.525717456709	2520.832968712811	1665.2986301294059
2015	Nord-est	15091.642058840891	15108.97393936919	14611.139282259908	14834.672611924376	14611.139282259915	14655.03324270351	14706.79896587261	14317.915102199308	11862.663068428014
2015	Nord-ovest	10349.642333388196	10414.597775851957	9757.334998729715	9169.177043321988	9757.33499872973	10011.043697901065	10088.215888959623	9438.736325789596	5383.979389797296
2015	Sud	3684.9936594580627	3706.0779540248454	3798.6342333317625	2316.9879842216997	3798.634233331761	3792.099396850739	3600.914126987095	3241.40713868396	1096.0282779421275
2016	Centro	10585.089182211645	10508.691123584667	12174.498261222841	9549.181315422791	12174.49826122282	12100.329261859542	11925.699062296535	11484.299000378314	6856.609632658607
2016	Isole	2874.4553586147854	2867.2748297328103	3163.6742637140133	2339.6607277469902	3163.6742637140082	3154.753648071429	3110.067581084867	2637.698515605234	1486.2213772005505
2016	Nord-est	14958.389161421663	14930.802085913107	14627.31503050634	14601.027342616084	14627.315030506341	14627.679076791119	14590.544975991668	13906.218861225494	11162.953074382782
2016	Nord-ovest	9927.841808474699	9873.682819070047	10636.164765079371	8998.94666540908	10636.164765079353	10860.341859921553	10782.393290466844	10218.630934311828	4767.325826471482
2016	Sud	3496.6361803993036	3473.2813328060383	3723.564103452407	2179.573362356351	3723.5641034524033	3698.8252033133076	3531.2077866408135	2941.778161237525	840.791325646851
