Year	Province	Previous time	Previous two times	Previous three times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2013	Nord-ovest	62246.46314919772	61757.442258435156	61566.79502709418	61744.56529791691	61566.79502709408	61474.322834150626	61568.63068802784	61854.164923470715	61609.28964182838
2013	Sud	1496.966748009235	1482.7783857114441	1488.3739074052078	860.6337819419014	1488.3739074052055	1763.4137074809826	2149.302483794105	1066.1254144322247	1985.8011095715474
2014	Centro	31386.082266968788	31366.901621811077	32364.232692186037	30810.151494122143	32364.232692186	32444.938363757134	33720.901066499646	32819.543700782626	33291.308844642415
2014	Isole	420.9885072916764	421.1139517112358	443.3643707414532	92.85291680362843	443.3643707414527	578.4756034283507	620.632525368145	-71.28000159171097	344.0121473403842
2014	Nord-est	8741.388269424377	8723.5802545198	8996.829840012775	8936.383473864476	8996.829840012766	9230.819551133118	9421.836655736126	9903.337818852708	9246.407346598844
2014	Nord-ovest	65256.42412645825	65113.65641048959	66879.60371305027	65716.75613730143	66879.60371305018	66867.38128915995	70919.28973453933	71180.49404415331	71246.71997610005
2014	Sud	1612.3646129521312	1611.5471948870286	1661.8858545053067	544.7205390355093	1661.8858545053047	1939.7470798335007	2636.891125572589	1401.4951050337681	981.4402232062903
2015	Centro	36181.5046545958	36308.874347917306	36602.811066897484	35509.91595825234	36602.81106689744	36584.93204781745	36314.321250240326	35889.460347932945	34420.569480259
2015	Isole	463.7284572705268	464.1242393973225	466.5416552265209	-54.067517331208364	466.54165522652033	603.3034770212641	548.0410624535727	-296.33781619418824	-173.1733168879573
2015	Nord-est	9161.308277966582	9141.090389649942	9241.497861777387	8973.212635256645	9241.497861777374	9462.702760360413	9474.16690824077	9675.35271559927	12228.268260490664
2015	Nord-ovest	71293.44206097088	71319.02830129392	72152.92396542704	70446.83184441448	72152.92396542695	72018.0009262641	73551.76645411001	73111.22372245336	73909.90938439964
2015	Sud	1776.9134203707051	1778.4813679037052	1791.5208184370763	-8.868807851251404	1791.520818437074	2069.792156666795	2733.542470830411	771.667999111558	-908.8935925399137
2016	Centro	35289.3081987873	35045.64629137815	34827.4265043239	34364.850506614835	34827.42650432385	34821.95653382616	33807.79270833137	33578.13647126533	30917.533773853844
2016	Isole	443.42698103057285	439.7647632424733	440.38426556648136	-561.2510697262023	440.3842655664806	580.752118282393	169.5539828693927	-242.80760298949963	-57.087331375760186
2016	Nord-est	8876.019111857757	8810.71124106889	8906.496681744973	8333.665004232047	8906.49668174496	9136.55646260194	8682.154284122882	9593.425556109994	13120.660223074285
2016	Nord-ovest	72282.87190298126	71969.85483938911	72246.44361625722	71661.96780791131	72246.44361625712	72098.1951101088	72765.32926889107	73341.49763155839	73490.46853858225
2016	Sud	1698.9130116593033	1684.8674076680581	1687.0881334096318	-346.37372042820425	1687.0881334096293	1970.2734819140098	2241.2157014713057	22.20996624543659	-1334.4535128706466
