Year	Province	Previous time	Previous two times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2006	Centro	7463.675875666765	7365.036711718811	9495.118229110545	7670.4531507002675	8257.645095437088	8718.109643270198	9034.938570880982	13132.357892034399
2006	Isole	203.38670842031647	205.55835108144004	1154.513477045939	431.8311327059196	279.48011629575365	-93.87745801055826	1056.5901297378264	-730.4468263699721
2006	Nord-est	3373.3431841026227	3261.3126434896485	4753.12522100199	3637.5747577975426	4143.539923127021	6069.62219796854	4724.018450934376	1571.7261324782403
2006	Nord-ovest	42992.663102141036	41029.31596534638	43193.17081819393	41107.863080977266	41301.677509880414	42629.98941802647	41783.35415576297	45297.52039197743
2006	Sud	408.82782803679777	402.2015251498946	1970.603639054636	880.9143704116022	486.75964703227544	1592.650794999272	2012.6558954292677	-194.33976017401437
2007	Centro	7914.619133224942	7900.651660530824	10116.073347816906	8202.718824066626	8680.2790105952	8909.62869657187	8784.882717314862	10115.661672626527
2007	Isole	198.25068042990443	201.4890677108687	265.07176786393575	427.8766955962591	304.0681990855326	520.5049730966589	1313.9538729592664	-609.8030757728677
2007	Nord-est	3762.6541057758545	3717.813421668341	6060.663633428741	4092.4331914965273	4427.756423849842	5452.691340738771	5419.00482951425	6507.3809421836295
2007	Nord-ovest	48285.85354905968	47645.516705158225	50224.15686503245	47663.30434131791	47702.54738859153	47930.34590713219	47978.75533228539	49304.3021934573
2007	Sud	473.5417807159894	464.4660196126992	2149.2403695974353	942.0431425360518	486.5916911513118	2593.369589386384	3917.7819803482616	3429.7815271542554
2008	Centro	10334.715522307091	9916.573067054087	11409.077958640091	10196.291247265648	10633.55082832411	10866.256535541566	11036.31498902205	11394.209051902166
2008	Isole	196.19626923373963	198.73977028166001	643.8131466944815	425.16833231033183	276.6185647498937	-52.20871427211978	-115.1180071084384	237.76674941545798
2008	Nord-est	4144.7745882625095	4105.584177777147	5508.023666557536	4478.776267270443	4811.178737991058	4895.087245260664	6385.94943138607	5925.591132487141
2008	Nord-ovest	52467.60753885315	52114.631779335585	53520.71697102858	52088.05982427086	52010.6048092297	51269.401237829334	50781.49629946666	54514.24859313725
2008	Sud	500.2491262661319	499.7582525600206	2709.5904307849087	976.358139756491	476.99411250677286	1225.901725319125	1608.0238938278599	586.9463797985372
2009	Centro	10666.502930487708	10707.939191750867	11252.06278379774	10986.241767234778	11318.336811631592	11044.092602639403	11318.314492606334	12057.561319408425
2009	Isole	199.27788602798685	200.7327066716107	874.0518088797853	427.7446113362318	245.1784983095685	-392.9571533871508	-145.05604321360397	623.0910720900379
2009	Nord-est	4416.9840717543475	4404.702052042353	4337.676482353663	4779.471816147521	5096.325152520828	4205.805827458382	4295.893868508147	5024.570527919715
2009	Nord-ovest	55856.35880692701	55712.73870597262	56791.99957071268	55653.01962948631	55478.11967704224	56962.08012846245	57908.484690906465	59106.7293311025
2009	Sud	545.4461725817578	541.4001834421451	1573.547298790283	1018.895592374039	452.5972571787048	360.98799842326935	-638.0186562491858	-1504.9568813705318
2010	Centro	10785.658779865267	10874.800897579442	9550.749722869652	11155.358558153706	11671.498583145287	11663.595961964707	11095.959251725522	8410.293068494455
2010	Isole	225.9852315781294	222.56593064716964	-175.79337336000572	449.7247471223018	360.47015134680174	-238.24021735855513	-548.151587565646	-2.609255354503375
2010	Nord-est	4910.042758833903	4854.797211909149	4771.372169315115	5228.845444125473	5519.208768896364	4988.04111264508	5873.0461800165685	7274.600268332154
2010	Nord-ovest	60369.90020490111	60028.846108661426	60463.36753441926	59925.13801929193	59744.791145385665	60482.58744217346	61134.91988227423	59709.994482503746
2010	Sud	569.0719013376531	569.9888268593991	1171.0800431460993	1047.4156090325353	543.5363779396943	1111.060115674526	645.6718299507597	1846.838969811885
2011	Centro	11448.20639062842	11425.759203061882	9228.167701494976	11701.374277273339	12326.067415630154	12047.90863158139	12105.405274802724	8948.320978646183
2011	Isole	303.0256514343099	289.4374184268363	-725.1154992067877	516.0094818640416	395.1320413942489	-778.8139767593898	-358.19467119739375	343.203130480862
2011	Nord-est	5510.958033712111	5438.575438040093	4886.639163108519	5808.919502702142	6188.835671965539	5834.106522165524	5237.630821485302	5952.96610982931
2011	Nord-ovest	66652.2896427731	65992.04161790965	63087.62615531227	65824.34197563399	65667.71667001523	64421.69416571583	65207.36414182356	65413.18018167176
2011	Sud	636.867470811092	628.8626541234493	-321.5485533149804	1105.7975591666393	661.0407405783109	924.5869080463854	-1177.1038437995367	596.7586179383115
2012	Centro	12193.957654836246	12161.303494915284	10396.216107405036	12430.867936194438	12843.889755841194	13057.151835007786	12448.87011152381	8800.048996003374
2012	Isole	399.5829776540561	382.76370700828005	66.64900815543842	608.6081807063156	502.4670800791718	-321.4231874088455	595.4036622422373	-346.0801921859079
2012	Nord-est	6191.995345240746	6109.387750452533	5237.49106691787	6474.123148951189	6809.858585299363	5057.425741695242	5371.719839396486	5015.012537590929
2012	Nord-ovest	73615.71639217374	72881.09765958523	69703.91547547263	72640.9803670435	72346.9053296417	71173.8208308755	70302.19355048588	64725.2342620642
2012	Sud	701.5814234902836	694.9405344615865	-365.8949640169849	1171.386073134852	593.6708089791675	-507.6209731771278	-1624.857906379002	-1501.3642391488634
2013	Centro	8623.390995901802	9495.191704252436	7626.9978066534095	9799.401347294293	10092.26813479415	9513.687015560581	9725.71152025395	9809.080069448122
2013	Isole	316.3793242093812	337.9270971274527	-641.9882841766539	564.1505507308299	391.4156625608891	-1086.7078842869032	-1163.8622686867648	1812.735132625757
2013	Nord-est	4778.560442279355	5138.2430160092845	5359.899945075633	5516.74328387418	5667.116589726647	3979.133658378356	3871.448601010791	2429.5150214670375
2013	Nord-ovest	54733.62308822294	59441.427973009835	60531.77422960304	59379.39691818018	59389.32466665433	59948.51971276864	59591.40943477177	60765.246817755346
2013	Sud	553.6638173664171	591.8771328094834	-1012.6862794834669	1069.240189989829	449.65074538005007	110.86833471199225	956.2301326624702	1441.8482743856575
2014	Centro	10284.382448001053	10031.472693197757	6899.130776326203	10326.2771894408	10510.813256006992	7190.0734003228445	9323.297676809256	3482.4985583955595
2014	Isole	464.2969303332477	436.95279608802707	-267.8122241401543	661.9077008463129	426.76810777854416	-1228.4271577985414	-1001.2836291910633	-163.4171192956925
2014	Nord-est	5224.367671847119	5182.79687348912	5406.751822567623	5561.497445248997	5557.19942041232	2670.6142001404896	4895.138446589474	1982.717306557487
2014	Nord-ovest	62344.18936441549	61347.90035620677	61129.13309729067	61234.97988804641	60512.00785375995	57041.71068788227	62168.826993510025	57201.155584063294
2014	Sud	751.9144977963215	716.649849381306	-1590.4688574328866	1192.603158008041	486.2366979150518	-1546.3948098167411	-1921.3168106302555	-3067.792371256724
2015	Centro	13717.303556792454	13114.101989876619	9785.17582349945	13387.101212517908	13643.726668164425	11033.989919692289	11754.558827117999	5345.478677175372
2015	Isole	619.404975643691	592.1467754115106	-756.4733295115057	819.5324799483783	750.6601228736297	-1467.762260170433	-810.2008069145813	38.003532208954766
2015	Nord-est	6378.946764091744	6194.925273422632	5450.126166118891	6566.912251032682	7146.246544617208	713.4336627349858	6763.7898282773795	-3361.289963111076
2015	Nord-ovest	77029.12059460157	74644.75866054071	70525.6534783835	74389.73504185233	74092.74489443182	66561.94331216966	72188.75862508078	59294.28354865218
2015	Sud	1179.2320265986025	1098.5073713386748	-3080.7590453261073	1576.549560101693	1372.711748219876	-3565.4547835133135	-4153.281326162934	-3893.233030017364
2016	Centro	16426.044718935762	16009.908839243097	11583.813683762346	16253.543978516796	16437.857365173008	12704.438753279508	13308.914890178034	7334.224050287223
2016	Isole	769.3769929637224	744.8416890777951	-1703.5519869084474	970.481400991587	926.6546383665436	-2525.674670087863	-2113.843298924433	-1913.358597252711
2016	Nord-est	6421.062193613123	6480.425498465667	4920.0541373446795	6851.16681799205	7472.971473553453	390.1707775671839	5718.247544124321	-10.159843358905164
2016	Nord-ovest	81748.10311219216	81590.44942576025	79123.42935260771	81274.27142853341	81052.14866349332	76048.49175756086	79312.17009796058	73939.93141785148
2016	Sud	1457.6047436789347	1412.3783255611932	-3532.327467148647	1886.63133646705	1771.2261931502267	-4227.523608376488	-4970.7561509494035	-5098.601942708585
