Year	Province	Previous time	Previous two times	Previous three times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2013	Sud	105266.78640698528	99536.01964095088	100134.86736740876	70860.1120561952	100134.86736740885	115975.31337325864	79464.6229726872	88227.37624686977	102681.93445985764
2014	Centro	303906.7844713016	302739.9727749791	283901.7138381751	271514.60919939145	283901.71383817523	282346.2766079842	262031.62335739448	258399.61430528667	221030.3386495188
2014	Isole	54776.39912656671	55129.34136948712	52644.056004705664	35979.366565819815	52644.05600470568	58622.27857779099	37816.32169176794	37991.484983089904	34442.01433940744
2014	Nord-est	231288.94198618538	231829.93383815364	222577.73233286833	216836.5208306673	222577.73233286839	222216.77544300645	197194.02560416152	193389.7893522429	189490.9783558906
2014	Nord-ovest	311711.1319752111	311289.60722643853	297463.7683244416	298065.95241010806	297463.76832444174	299821.6555146498	276817.00278816395	285605.0643792715	275747.23427561065
2014	Sud	122637.89294588938	123829.34829499175	118821.77196730781	64066.899550214024	118821.77196730784	131829.87632714253	72144.74929320421	75370.28115806764	63366.7420847374
2015	Centro	366268.04058594326	372562.76435445657	366867.4165885316	316312.5865344672	366867.41658853175	349479.9057801556	311398.8633621858	309728.3152204742	296637.2451311075
2015	Isole	64929.18702649883	65809.54111464386	65180.44184540298	35212.16918137211	65180.441845402995	69033.44504020354	48621.94095249554	44399.446224601415	33556.59023951832
2015	Nord-est	258774.99323263633	258895.43895315757	256427.83058605657	230306.3490041462	256427.8305860567	249314.57022317767	244513.3802963708	228339.4987457077	221417.85912633874
2015	Nord-ovest	352175.2357416711	353137.38076102023	348940.0297142703	311263.8739983134	348940.0297142705	341312.1810964285	326267.10795540607	305242.1220257044	290537.38591544796
2015	Sud	143577.07190968975	145129.1583114225	144054.53684940448	65432.80152961843	144054.53684940454	152606.5900543345	111817.46017984906	102752.32400309684	78238.05647274433
2016	Centro	388806.3647365381	384089.77270775894	384542.3934862761	334502.7891768273	384542.3934862764	365392.47097540234	337446.5872161495	321034.079111146	321183.9135775687
2016	Isole	69434.68938848149	68717.83071693736	68629.11333212619	42787.430649340546	68629.11333212622	72488.13529427427	55594.129782613316	41914.92440522491	36716.3440349102
2016	Nord-est	268674.77236062125	263933.9485233949	261917.56641447145	243901.5917868785	261917.56641447163	255682.41813327366	257981.72955689105	223634.51115380877	225828.09051616862
2016	Nord-ovest	361199.21527445427	353707.0623005638	351671.1653816611	322190.34740852675	351671.1653816613	345351.40861509426	342574.04241738294	304316.1769740344	300294.3146889177
2016	Sud	152604.29514467734	150800.32956640856	150410.34834576174	78958.66891097897	150410.34834576186	158827.0413609659	128071.07808369726	105257.59929385752	88997.15353034623
