Year	Province	Previous time	Previous two times	Previous three times	Manual Selection	MI 3 selection	MI 5 selection	MI 7 selection	MI 10 selection	MI 15 selection
2013	Nord-ovest	12178.696261403755	11353.709306303994	10730.86859487556	10955.394559811553	12609.693282552636	11489.645009737877	11494.004623137476	11306.453255322564	13326.536372802797
2013	Sud	18644.933033480662	16969.32754076196	17196.81860795671	16707.610156811945	16920.24010227304	17721.637551449625	18221.29064701457	17484.077011621317	17008.7110078915
2014	Centro	32936.87938499542	32843.88841795959	-823.1246820253145	30590.059787308102	32203.775979261634	31181.988549290698	31032.846962837015	3126.2017065839336	4408.434420660493
2014	Isole	6232.802333899194	6249.155015489243	1883.611942046362	6042.409700835795	6213.875097986543	6436.006065074276	6383.577392908159	2281.6675835042606	3413.9775212419454
2014	Nord-est	22454.953268936282	22402.683612727335	7866.906802578553	24206.26182727571	22556.976144225395	21592.8660132042	22753.637965439124	9483.518856142706	14066.475681756076
2014	Nord-ovest	12922.190088727482	12932.378073352473	4943.128078246606	15524.449745072478	13718.216104534149	12043.474067452282	13093.973162856382	6628.7476342905375	13074.093358339873
2014	Sud	19392.540242974923	19306.142367387227	4150.12203958389	16940.147439425808	18910.018771933017	18896.821450299623	18760.51091331783	6229.458481012814	8910.755487404922
2015	Centro	37608.65318517758	38330.9880949514	31424.401006973785	35169.53038833783	37483.72902683603	36462.89161364002	36210.78454131956	31543.39293142828	35494.444823382604
2015	Isole	6609.176802502907	6613.312436522334	5934.919086321375	5418.037559186019	6628.9884772303685	7007.428171581134	7125.873586964508	5923.772411482652	5629.993122822501
2015	Nord-est	23770.20721796401	23774.476804366463	20495.851831253683	23941.756578504504	23890.393583823727	23089.22152198598	24327.001676429056	20538.71071158266	21072.142198659058
2015	Nord-ovest	13771.60350694242	13798.21766659537	12157.834331229082	12594.998976924831	14822.585155608327	14078.15963807949	14723.563633667749	12394.154907060074	14106.532600513248
2015	Sud	21273.384240450854	21471.57894592436	17784.25226652633	16124.790847400032	20996.981042669137	20906.26068520729	20538.02885601882	17762.51084717195	17824.12602187064
2016	Centro	38977.38110242223	38766.74556147418	40167.17022981253	34712.59649386062	37955.031497155185	37552.90530129129	37443.08731778835	38767.22231275652	36952.19651975057
2016	Isole	6593.751619363411	6489.90548628115	5965.818446354737	4694.876330254314	6544.923692131821	7081.600521223048	7069.265479879756	5537.130462223974	5154.843445305945
2016	Nord-est	23744.498579398183	23378.78370555302	21390.10029189039	23065.730944853793	23574.84348167185	23572.173057957567	24888.6953909066	20648.554545785286	20096.358220123748
2016	Nord-ovest	13702.704355586002	13476.721942655897	12550.912650674512	11518.690282609354	14589.382199224618	14908.699206709636	15583.52520670694	12237.570480390052	11966.023538064392
2016	Sud	21140.727665451184	20784.79872409736	20593.95860414154	15126.326795858004	20469.490741501988	20951.931603397323	20611.386068882624	19763.284138931373	18519.342528793193
